date,TSLA
2016-09-11,5
2016-09-12,35
2016-09-13,27
2016-09-14,27
2016-09-15,32
2016-09-16,33
2016-09-17,11
2016-09-18,7
2016-09-19,25
2016-09-20,24
2016-09-21,26
2016-09-22,25
2016-09-23,25
2016-09-24,6
2016-09-25,4
2016-09-26,19
2016-09-27,24
2016-09-28,21
2016-09-29,23
2016-09-30,21
2016-10-01,7
2016-10-02,8
2016-10-03,44
2016-10-04,32
2016-10-05,23
2016-10-06,29
2016-10-07,28
2016-10-08,10
2016-10-09,6
2016-10-10,26
2016-10-11,24
2016-10-12,23
2016-10-13,22
2016-10-14,22
2016-10-15,8
2016-10-16,7
2016-10-17,29
2016-10-18,33
2016-10-19,41
2016-10-20,56
2016-10-21,28
2016-10-22,8
2016-10-23,7
2016-10-24,28
2016-10-25,24
2016-10-26,79
2016-10-27,86
2016-10-28,37
2016-10-29,21
2016-10-30,11
2016-10-31,35
2016-11-01,40
2016-11-02,37
2016-11-03,30
2016-11-04,29
2016-11-05,12
2016-11-06,8
2016-11-07,29
2016-11-08,27
2016-11-09,53
2016-11-10,39
2016-11-11,33
2016-11-12,9
2016-11-13,9
2016-11-14,31
2016-11-15,31
2016-11-16,28
2016-11-17,42
2016-11-18,49
2016-11-19,13
2016-11-20,12
2016-11-21,33
2016-11-22,34
2016-11-23,29
2016-11-24,14
2016-11-25,15
2016-11-26,8
2016-11-27,7
2016-11-28,25
2016-11-29,24
2016-11-30,24
2016-12-01,29
2016-12-02,31
2016-12-03,9
2016-12-04,5
2016-12-05,22
2016-12-06,23
2016-12-07,26
2016-12-08,25
2016-12-09,26
2016-12-10,8
2016-12-11,7
2016-12-12,22
2016-12-13,29
2016-12-14,31
2016-12-15,25
2016-12-16,23
2016-12-17,9
2016-12-18,6
2016-12-19,21
2016-12-20,24
2016-12-21,24
2016-12-22,21
2016-12-23,20
2016-12-24,10
2016-12-25,7
2016-12-26,9
2016-12-27,31
2016-12-28,29
2016-12-29,26
2016-12-30,26
2016-12-31,9
2017-01-01,5
2017-01-02,10
2017-01-03,33
2017-01-04,53
2017-01-05,38
2017-01-06,30
2017-01-07,12
2017-01-08,8
2017-01-09,30
2017-01-10,27
2017-01-11,29
2017-01-12,26
2017-01-13,29
2017-01-14,14
2017-01-15,8
2017-01-16,18
2017-01-17,28
2017-01-18,26
2017-01-19,42
2017-01-20,34
2017-01-21,12
2017-01-22,8
2017-01-23,32
2017-01-24,37
2017-01-25,42
2017-01-26,36
2017-01-27,35
2017-01-28,15
2017-01-29,8
2017-01-30,29
2017-01-31,33
2017-02-01,32
2017-02-02,29
2017-02-03,28
2017-02-04,11
2017-02-05,7
2017-02-06,31
2017-02-07,33
2017-02-08,31
2017-02-09,47
2017-02-10,43
2017-02-11,12
2017-02-12,10
2017-02-13,45
2017-02-14,54
2017-02-15,44
2017-02-16,49
2017-02-17,45
2017-02-18,12
2017-02-19,9
2017-02-20,20
2017-02-21,44
2017-02-22,90
2017-02-23,100
2017-02-24,58
2017-02-25,15
2017-02-26,12
2017-02-27,60
2017-02-28,55
2017-03-01,50
2017-03-02,37
2017-03-03,39
2017-03-04,10
2017-03-05,9
2017-03-06,31
2017-03-07,31
2017-03-08,28
2017-03-09,27
2017-03-10,26
2017-03-11,9
2017-03-12,6
2017-03-13,26
2017-03-14,33
2017-03-15,39
2017-03-16,41
2017-03-17,37
2017-03-18,10
2017-03-19,6
2017-03-20,28
2017-03-21,30
2017-03-22,31
2017-03-23,24
2017-03-24,24
2017-03-25,10
2017-03-26,7
2017-03-27,28
2017-03-28,49
2017-03-29,37
2017-03-30,34
2017-03-31,32
2017-04-01,10
