date,TSLA
2017-01-19,41
2017-01-20,36
2017-01-21,10
2017-01-22,7
2017-01-23,31
2017-01-24,34
2017-01-25,43
2017-01-26,37
2017-01-27,36
2017-01-28,14
2017-01-29,6
2017-01-30,28
2017-01-31,32
2017-02-01,31
2017-02-02,28
2017-02-03,28
2017-02-04,9
2017-02-05,7
2017-02-06,27
2017-02-07,33
2017-02-08,32
2017-02-09,42
2017-02-10,41
2017-02-11,12
2017-02-12,10
2017-02-13,43
2017-02-14,52
2017-02-15,45
2017-02-16,47
2017-02-17,43
2017-02-18,12
2017-02-19,9
2017-02-20,20
2017-02-21,42
2017-02-22,87
2017-02-23,100
2017-02-24,58
2017-02-25,15
2017-02-26,12
2017-02-27,59
2017-02-28,54
2017-03-01,45
2017-03-02,37
2017-03-03,34
2017-03-04,12
2017-03-05,8
2017-03-06,29
2017-03-07,31
2017-03-08,30
2017-03-09,26
2017-03-10,26
2017-03-11,8
2017-03-12,7
2017-03-13,26
2017-03-14,32
2017-03-15,40
2017-03-16,41
2017-03-17,35
2017-03-18,10
2017-03-19,7
2017-03-20,26
2017-03-21,28
2017-03-22,30
2017-03-23,24
2017-03-24,26
2017-03-25,12
2017-03-26,7
2017-03-27,28
2017-03-28,48
2017-03-29,37
2017-03-30,36
2017-03-31,33
2017-04-01,10
