date,TSLA
2013-06-29,5
2013-06-30,4
2013-07-01,23
2013-07-02,28
2013-07-03,22
2013-07-04,6
2013-07-05,17
2013-07-06,10
2013-07-07,6
2013-07-08,22
2013-07-09,28
2013-07-10,23
2013-07-11,25
2013-07-12,28
2013-07-13,8
2013-07-14,7
2013-07-15,24
2013-07-16,39
2013-07-17,45
2013-07-18,33
2013-07-19,27
2013-07-20,9
2013-07-21,6
2013-07-22,24
2013-07-23,25
2013-07-24,22
2013-07-25,21
2013-07-26,28
2013-07-27,9
2013-07-28,6
2013-07-29,25
2013-07-30,29
2013-07-31,24
2013-08-01,23
2013-08-02,25
2013-08-03,10
2013-08-04,6
2013-08-05,33
2013-08-06,37
2013-08-07,72
2013-08-08,85
2013-08-09,49
2013-08-10,15
2013-08-11,9
2013-08-12,42
2013-08-13,37
2013-08-14,34
2013-08-15,31
2013-08-16,28
2013-08-17,9
2013-08-18,7
2013-08-19,26
2013-08-20,39
2013-08-21,32
2013-08-22,36
2013-08-23,42
2013-08-24,15
2013-08-25,9
2013-08-26,51
2013-08-27,44
2013-08-28,41
2013-08-29,36
2013-08-30,33
2013-08-31,10
2013-09-01,6
2013-09-02,9
2013-09-03,35
2013-09-04,34
2013-09-05,30
2013-09-06,32
2013-09-07,9
2013-09-08,5
2013-09-09,35
2013-09-10,32
2013-09-11,28
2013-09-12,27
2013-09-13,27
2013-09-14,7
2013-09-15,6
2013-09-16,25
2013-09-17,24
2013-09-18,27
2013-09-19,37
2013-09-20,38
2013-09-21,13
2013-09-22,8
2013-09-23,29
2013-09-24,26
2013-09-25,28
2013-09-26,27
2013-09-27,32
2013-09-28,10
2013-09-29,7
2013-09-30,32
2013-10-01,33
2013-10-02,42
2013-10-03,75
2013-10-04,58
2013-10-05,18
2013-10-06,10
2013-10-07,34
2013-10-08,36
2013-10-09,37
2013-10-10,35
2013-10-11,32
2013-10-12,11
2013-10-13,6
2013-10-14,26
2013-10-15,34
2013-10-16,30
2013-10-17,28
2013-10-18,26
2013-10-19,9
2013-10-20,4
2013-10-21,31
2013-10-22,33
2013-10-23,32
2013-10-24,35
2013-10-25,33
2013-10-26,8
2013-10-27,5
2013-10-28,27
2013-10-29,38
2013-10-30,30
2013-10-31,29
2013-11-01,25
2013-11-02,8
2013-11-03,6
2013-11-04,34
2013-11-05,67
2013-11-06,95
2013-11-07,72
2013-11-08,66
2013-11-09,19
2013-11-10,11
2013-11-11,38
2013-11-12,47
2013-11-13,42
2013-11-14,42
2013-11-15,32
2013-11-16,11
2013-11-17,7
2013-11-18,46
2013-11-19,57
2013-11-20,42
2013-11-21,40
2013-11-22,35
2013-11-23,12
2013-11-24,8
2013-11-25,28
2013-11-26,30
2013-11-27,27
2013-11-28,11
2013-11-29,21
2013-11-30,8
2013-12-01,6
2013-12-02,26
2013-12-03,47
2013-12-04,48
2013-12-05,35
2013-12-06,34
2013-12-07,9
2013-12-08,6
2013-12-09,26
2013-12-10,24
2013-12-11,24
2013-12-12,24
2013-12-13,29
2013-12-14,8
2013-12-15,5
2013-12-16,24
2013-12-17,25
2013-12-18,28
2013-12-19,30
2013-12-20,24
2013-12-21,6
2013-12-22,6
2013-12-23,21
2013-12-24,25
2013-12-25,11
2013-12-26,26
2013-12-27,24
2013-12-28,9
2013-12-29,7
2013-12-30,19
2013-12-31,22
2014-01-01,9
2014-01-02,19
2014-01-03,19
2014-01-04,7
2014-01-05,5
2014-01-06,18
2014-01-07,20
2014-01-08,21
2014-01-09,19
2014-01-10,21
2014-01-11,7
2014-01-12,5
2014-01-13,17
2014-01-14,42
2014-01-15,50
2014-01-16,35
2014-01-17,34
2014-01-18,10
2014-01-19,6
2014-01-20,12
2014-01-21,27
2014-01-22,27
2014-01-23,29
2014-01-24,26
2014-01-25,8
2014-01-26,5
2014-01-27,22
2014-01-28,23
2014-01-29,24
2014-01-30,25
2014-01-31,25
2014-02-01,9
2014-02-02,6
2014-02-03,21
2014-02-04,23
2014-02-05,20
2014-02-06,17
2014-02-07,23
2014-02-08,9
2014-02-09,5
2014-02-10,37
2014-02-11,39
2014-02-12,29
2014-02-13,30
2014-02-14,33
2014-02-15,9
2014-02-16,6
2014-02-17,16
2014-02-18,45
2014-02-19,79
2014-02-20,88
2014-02-21,46
2014-02-22,14
2014-02-23,9
2014-02-24,35
2014-02-25,100
2014-02-26,99
2014-02-27,81
2014-02-28,60
2014-03-01,19
2014-03-02,12
2014-03-03,46
2014-03-04,48
2014-03-05,42
2014-03-06,39
2014-03-07,37
2014-03-08,10
2014-03-09,9
2014-03-10,35
2014-03-11,36
2014-03-12,38
2014-03-13,33
2014-03-14,32
2014-03-15,10
2014-03-16,7
