date,TSLA
2011-01-01,9
2011-01-02,20
2011-01-03,58
2011-01-04,34
2011-01-05,44
2011-01-06,32
2011-01-07,58
2011-01-08,19
2011-01-09,7
2011-01-10,30
2011-01-11,54
2011-01-12,36
2011-01-13,52
2011-01-14,46
2011-01-15,15
2011-01-16,15
2011-01-17,30
2011-01-18,50
2011-01-19,53
2011-01-20,42
2011-01-21,31
2011-01-22,15
2011-01-23,44
2011-01-24,35
2011-01-25,38
2011-01-26,47
2011-01-27,42
2011-01-28,47
2011-01-29,14
2011-01-30,0
2011-01-31,22
2011-02-01,25
2011-02-02,17
2011-02-03,29
2011-02-04,30
2011-02-05,11
2011-02-06,14
2011-02-07,37
2011-02-08,49
2011-02-09,38
2011-02-10,26
2011-02-11,24
2011-02-12,14
2011-02-13,11
2011-02-14,46
2011-02-15,50
2011-02-16,51
2011-02-17,44
2011-02-18,30
2011-02-19,21
2011-02-20,7
2011-02-21,9
2011-02-22,26
2011-02-23,43
2011-02-24,26
2011-02-25,33
2011-02-26,11
2011-02-27,10
2011-02-28,17
2011-03-01,34
2011-03-02,23
2011-03-03,9
2011-03-04,43
2011-03-05,18
2011-03-06,22
2011-03-07,29
2011-03-08,38
2011-03-09,32
2011-03-10,14
2011-03-11,17
2011-03-12,25
2011-03-13,0
2011-03-14,12
2011-03-15,14
2011-03-16,17
2011-03-17,23
2011-03-18,15
2011-03-19,7
2011-03-20,7
2011-03-21,25
2011-03-22,17
2011-03-23,8
2011-03-24,17
2011-03-25,9
2011-03-26,14
2011-03-27,14
2011-03-28,8
2011-03-29,20
2011-03-30,20
2011-03-31,100
2011-04-01,78
2011-04-02,33
2011-04-03,35
2011-04-04,37
2011-04-05,37
2011-04-06,17
2011-04-07,49
2011-04-08,21
2011-04-09,15
2011-04-10,7
2011-04-11,28
2011-04-12,14
2011-04-13,34
2011-04-14,26
2011-04-15,33
2011-04-16,11
2011-04-17,7
2011-04-18,20
2011-04-19,47
2011-04-20,30
2011-04-21,25
2011-04-22,17
2011-04-23,23
2011-04-24,16
2011-04-25,35
2011-04-26,22
2011-04-27,17
2011-04-28,17
2011-04-29,36
2011-04-30,11
2011-05-01,7
2011-05-02,37
2011-05-03,8
2011-05-04,31
2011-05-05,29
2011-05-06,27
2011-05-07,7
2011-05-08,15
2011-05-09,31
2011-05-10,20
2011-05-11,22
2011-05-12,28
2011-05-13,21
2011-05-14,14
2011-05-15,21
2011-05-16,19
2011-05-17,20
2011-05-18,14
2011-05-19,26
2011-05-20,21
2011-05-21,37
2011-05-22,11
2011-05-23,22
2011-05-24,31
2011-05-25,23
2011-05-26,43
2011-05-27,21
2011-05-28,15
2011-05-29,15
2011-05-30,18
2011-05-31,17
2011-06-01,23
2011-06-02,33
2011-06-03,39
2011-06-04,22
2011-06-05,18
2011-06-06,34
2011-06-07,36
2011-06-08,36
2011-06-09,28
2011-06-10,24
2011-06-11,11
2011-06-12,29
2011-06-13,17
2011-06-14,30
2011-06-15,25
2011-06-16,17
2011-06-17,27
2011-06-18,7
2011-06-19,22
2011-06-20,25
2011-06-21,19
2011-06-22,34
2011-06-23,29
2011-06-24,21
2011-06-25,11
2011-06-26,11
2011-06-27,22
2011-06-28,11
2011-06-29,23
2011-06-30,12
2011-07-01,21
2011-07-02,15
2011-07-03,7
2011-07-04,9
2011-07-05,20
2011-07-06,20
2011-07-07,23
2011-07-08,24
2011-07-09,0
2011-07-10,11
2011-07-11,28
2011-07-12,28
2011-07-13,17
2011-07-14,23
2011-07-15,22
2011-07-16,7
2011-07-17,22
2011-07-18,25
2011-07-19,23
2011-07-20,46
2011-07-21,26
2011-07-22,36
2011-07-23,21
2011-07-24,28
2011-07-25,22
2011-07-26,8
2011-07-27,37
2011-07-28,17
2011-07-29,15
2011-07-30,22
2011-07-31,0
2011-08-01,29
2011-08-02,43
2011-08-03,36
2011-08-04,48
2011-08-05,30
2011-08-06,21
2011-08-07,14
2011-08-08,65
2011-08-09,42
2011-08-10,36
2011-08-11,34
2011-08-12,27
2011-08-13,25
2011-08-14,7
2011-08-15,21
2011-08-16,6
2011-08-17,25
2011-08-18,28
2011-08-19,12
2011-08-20,21
2011-08-21,7
2011-08-22,25
2011-08-23,43
2011-08-24,13
2011-08-25,22
2011-08-26,20
2011-08-27,7
2011-08-28,0
2011-08-29,16
2011-08-30,19
2011-08-31,24
2011-09-01,16
2011-09-02,14
2011-09-03,7
2011-09-04,0
2011-09-05,13
2011-09-06,8
2011-09-07,13
2011-09-08,19
2011-09-09,16
2011-09-10,10
2011-09-11,0
2011-09-12,15
2011-09-13,13
2011-09-14,28
2011-09-15,24
2011-09-16,11
2011-09-17,10
2011-09-18,13
