date,TSLA
2016-07-30,11
2016-07-31,6
2016-08-01,43
2016-08-02,38
2016-08-03,62
2016-08-04,64
2016-08-05,30
2016-08-06,11
2016-08-07,6
2016-08-08,24
2016-08-09,25
2016-08-10,26
2016-08-11,19
2016-08-12,20
2016-08-13,7
2016-08-14,6
2016-08-15,22
2016-08-16,21
2016-08-17,16
2016-08-18,19
2016-08-19,19
2016-08-20,7
2016-08-21,6
2016-08-22,19
2016-08-23,40
2016-08-24,32
2016-08-25,20
2016-08-26,19
2016-08-27,7
2016-08-28,4
2016-08-29,20
2016-08-30,24
2016-08-31,23
2016-09-01,47
2016-09-02,47
2016-09-03,15
2016-09-04,8
2016-09-05,11
2016-09-06,29
2016-09-07,31
2016-09-08,31
2016-09-09,31
2016-09-10,11
2016-09-11,7
2016-09-12,30
2016-09-13,29
2016-09-14,26
2016-09-15,29
2016-09-16,27
2016-09-17,10
2016-09-18,8
2016-09-19,22
2016-09-20,26
2016-09-21,24
2016-09-22,23
2016-09-23,23
2016-09-24,7
2016-09-25,6
2016-09-26,20
2016-09-27,23
2016-09-28,19
2016-09-29,21
2016-09-30,19
2016-10-01,7
2016-10-02,8
2016-10-03,47
2016-10-04,29
2016-10-05,23
2016-10-06,29
2016-10-07,28
2016-10-08,9
2016-10-09,8
2016-10-10,28
2016-10-11,26
2016-10-12,24
2016-10-13,24
2016-10-14,21
2016-10-15,8
2016-10-16,5
2016-10-17,29
2016-10-18,33
2016-10-19,41
2016-10-20,53
2016-10-21,28
2016-10-22,7
2016-10-23,7
2016-10-24,27
2016-10-25,26
2016-10-26,69
2016-10-27,83
2016-10-28,40
2016-10-29,21
2016-10-30,11
2016-10-31,35
2016-11-01,38
2016-11-02,35
2016-11-03,30
2016-11-04,30
2016-11-05,13
2016-11-06,8
2016-11-07,29
2016-11-08,28
2016-11-09,50
2016-11-10,39
2016-11-11,31
2016-11-12,12
2016-11-13,6
2016-11-14,29
2016-11-15,29
2016-11-16,27
2016-11-17,34
2016-11-18,41
2016-11-19,13
2016-11-20,12
2016-11-21,30
2016-11-22,34
2016-11-23,28
2016-11-24,16
2016-11-25,18
2016-11-26,8
2016-11-27,7
2016-11-28,24
2016-11-29,27
2016-11-30,27
2016-12-01,27
2016-12-02,29
2016-12-03,9
2016-12-04,6
2016-12-05,26
2016-12-06,25
2016-12-07,25
2016-12-08,26
2016-12-09,26
2016-12-10,7
2016-12-11,5
2016-12-12,21
2016-12-13,28
2016-12-14,29
2016-12-15,25
2016-12-16,22
2016-12-17,7
2016-12-18,5
2016-12-19,20
2016-12-20,23
2016-12-21,23
2016-12-22,19
2016-12-23,16
2016-12-24,11
2016-12-25,6
2016-12-26,8
2016-12-27,27
2016-12-28,28
2016-12-29,25
2016-12-30,23
2016-12-31,11
2017-01-01,6
2017-01-02,10
2017-01-03,31
2017-01-04,52
2017-01-05,37
2017-01-06,32
2017-01-07,11
2017-01-08,7
2017-01-09,26
2017-01-10,27
2017-01-11,28
2017-01-12,26
2017-01-13,30
2017-01-14,13
2017-01-15,9
2017-01-16,15
2017-01-17,28
2017-01-18,25
2017-01-19,45
2017-01-20,37
2017-01-21,10
2017-01-22,8
2017-01-23,31
2017-01-24,36
2017-01-25,41
2017-01-26,37
2017-01-27,33
2017-01-28,14
2017-01-29,8
2017-01-30,30
2017-01-31,31
2017-02-01,34
2017-02-02,29
2017-02-03,28
2017-02-04,9
2017-02-05,8
2017-02-06,26
2017-02-07,31
2017-02-08,32
2017-02-09,49
2017-02-10,43
2017-02-11,12
2017-02-12,9
2017-02-13,46
2017-02-14,53
2017-02-15,45
2017-02-16,44
2017-02-17,44
2017-02-18,14
2017-02-19,8
2017-02-20,20
2017-02-21,45
2017-02-22,84
2017-02-23,100
2017-02-24,54
2017-02-25,11
2017-02-26,12
2017-02-27,57
2017-02-28,51
2017-03-01,45
2017-03-02,38
2017-03-03,34
2017-03-04,11
2017-03-05,7
2017-03-06,26
2017-03-07,28
2017-03-08,24
2017-03-09,28
2017-03-10,26
2017-03-11,7
2017-03-12,7
2017-03-13,23
2017-03-14,31
2017-03-15,36
2017-03-16,44
2017-03-17,30
2017-03-18,8
2017-03-19,8
2017-03-20,28
2017-03-21,25
2017-03-22,28
2017-03-23,24
2017-03-24,26
2017-03-25,9
2017-03-26,7
2017-03-27,30
2017-03-28,49
2017-03-29,38
2017-03-30,35
2017-03-31,28
2017-04-01,10
2017-04-02,12
2017-04-03,80
2017-04-04,81
2017-04-05,57
2017-04-06,45
2017-04-07,39
2017-04-08,15
2017-04-09,9
2017-04-10,63
2017-04-11,62
2017-04-12,49
2017-04-13,53
2017-04-14,38
