date,TSLA
2013-02-19,4
2013-02-20,9
2013-02-21,12
2013-02-22,7
2013-02-23,3
2013-02-24,1
2013-02-25,4
2013-02-26,5
2013-02-27,6
2013-02-28,4
2013-03-01,5
2013-03-02,1
2013-03-03,1
2013-03-04,3
2013-03-05,5
2013-03-06,4
2013-03-07,4
2013-03-08,4
2013-03-09,2
2013-03-10,1
2013-03-11,3
2013-03-12,4
2013-03-13,4
2013-03-14,4
2013-03-15,4
2013-03-16,2
2013-03-17,1
2013-03-18,3
2013-03-19,4
2013-03-20,3
2013-03-21,3
2013-03-22,4
2013-03-23,1
2013-03-24,1
2013-03-25,4
2013-03-26,5
2013-03-27,5
2013-03-28,6
2013-03-29,3
2013-03-30,1
2013-03-31,1
2013-04-01,22
2013-04-02,20
2013-04-03,13
2013-04-04,8
2013-04-05,7
2013-04-06,2
2013-04-07,2
2013-04-08,7
2013-04-09,6
2013-04-10,6
2013-04-11,6
2013-04-12,6
2013-04-13,2
2013-04-14,1
2013-04-15,4
2013-04-16,8
2013-04-17,6
2013-04-18,9
2013-04-19,9
2013-04-20,3
2013-04-21,2
2013-04-22,8
2013-04-23,12
2013-04-24,10
2013-04-25,10
2013-04-26,11
2013-04-27,4
2013-04-28,3
2013-04-29,11
2013-04-30,14
2013-05-01,14
2013-05-02,11
2013-05-03,14
2013-05-04,6
2013-05-05,3
2013-05-06,14
2013-05-07,20
2013-05-08,36
2013-05-09,63
2013-05-10,46
2013-05-11,13
2013-05-12,9
2013-05-13,41
2013-05-14,56
2013-05-15,44
2013-05-16,48
2013-05-17,43
2013-05-18,14
2013-05-19,8
2013-05-20,29
2013-05-21,29
2013-05-22,28
2013-05-23,34
2013-05-24,31
2013-05-25,11
2013-05-26,6
2013-05-27,8
2013-05-28,38
2013-05-29,51
2013-05-30,44
2013-05-31,42
2013-06-01,11
2013-06-02,9
2013-06-03,32
2013-06-04,30
2013-06-05,31
2013-06-06,28
2013-06-07,26
2013-06-08,9
2013-06-09,7
2013-06-10,23
2013-06-11,22
2013-06-12,24
2013-06-13,22
2013-06-14,21
2013-06-15,6
2013-06-16,4
2013-06-17,20
2013-06-18,22
2013-06-19,25
2013-06-20,22
2013-06-21,29
2013-06-22,10
2013-06-23,4
2013-06-24,16
2013-06-25,20
2013-06-26,19
2013-06-27,24
2013-06-28,25
2013-06-29,6
2013-06-30,5
2013-07-01,26
2013-07-02,30
2013-07-03,22
2013-07-04,8
2013-07-05,21
2013-07-06,9
2013-07-07,6
2013-07-08,25
2013-07-09,31
2013-07-10,23
2013-07-11,27
2013-07-12,29
2013-07-13,11
2013-07-14,8
2013-07-15,29
2013-07-16,45
2013-07-17,49
2013-07-18,36
2013-07-19,27
2013-07-20,9
2013-07-21,6
2013-07-22,27
2013-07-23,27
2013-07-24,25
2013-07-25,22
2013-07-26,25
2013-07-27,10
2013-07-28,6
2013-07-29,26
2013-07-30,32
2013-07-31,24
2013-08-01,28
2013-08-02,26
2013-08-03,10
2013-08-04,7
2013-08-05,35
2013-08-06,37
2013-08-07,77
2013-08-08,90
2013-08-09,54
2013-08-10,15
2013-08-11,9
2013-08-12,40
2013-08-13,38
2013-08-14,34
2013-08-15,34
2013-08-16,28
2013-08-17,10
2013-08-18,6
2013-08-19,26
2013-08-20,41
2013-08-21,34
2013-08-22,37
2013-08-23,44
2013-08-24,16
2013-08-25,9
2013-08-26,53
2013-08-27,49
2013-08-28,41
2013-08-29,37
2013-08-30,36
2013-08-31,11
2013-09-01,6
2013-09-02,9
2013-09-03,36
2013-09-04,36
2013-09-05,31
2013-09-06,33
2013-09-07,11
2013-09-08,6
2013-09-09,36
2013-09-10,34
2013-09-11,28
2013-09-12,28
2013-09-13,23
2013-09-14,6
2013-09-15,4
2013-09-16,23
2013-09-17,26
2013-09-18,27
2013-09-19,38
2013-09-20,42
2013-09-21,14
2013-09-22,9
2013-09-23,30
2013-09-24,30
2013-09-25,28
2013-09-26,30
2013-09-27,35
2013-09-28,11
2013-09-29,7
2013-09-30,35
2013-10-01,34
2013-10-02,47
2013-10-03,79
2013-10-04,59
2013-10-05,19
2013-10-06,10
2013-10-07,38
2013-10-08,39
2013-10-09,41
2013-10-10,36
2013-10-11,33
2013-10-12,11
2013-10-13,6
2013-10-14,28
2013-10-15,36
2013-10-16,31
2013-10-17,29
2013-10-18,28
2013-10-19,8
2013-10-20,5
2013-10-21,33
2013-10-22,35
2013-10-23,37
2013-10-24,37
2013-10-25,36
2013-10-26,9
2013-10-27,6
2013-10-28,30
2013-10-29,39
2013-10-30,33
2013-10-31,30
2013-11-01,26
2013-11-02,10
2013-11-03,6
2013-11-04,37
2013-11-05,75
2013-11-06,100
