date,TSLA
2015-12-26,3
2015-12-27,2
2015-12-28,6
2015-12-29,9
2015-12-30,11
2015-12-31,10
2016-01-01,5
2016-01-02,4
2016-01-03,3
2016-01-04,19
2016-01-05,14
2016-01-06,12
2016-01-07,13
2016-01-08,12
2016-01-09,5
2016-01-10,3
2016-01-11,12
2016-01-12,12
2016-01-13,13
2016-01-14,13
2016-01-15,13
2016-01-16,5
2016-01-17,3
2016-01-18,6
2016-01-19,10
2016-01-20,13
2016-01-21,11
2016-01-22,10
2016-01-23,4
2016-01-24,2
2016-01-25,9
2016-01-26,13
2016-01-27,12
2016-01-28,14
2016-01-29,14
2016-01-30,7
2016-01-31,4
2016-02-01,13
2016-02-02,16
2016-02-03,20
2016-02-04,17
2016-02-05,21
2016-02-06,8
2016-02-07,5
2016-02-08,22
2016-02-09,27
2016-02-10,46
2016-02-11,47
2016-02-12,22
2016-02-13,8
2016-02-14,4
2016-02-15,8
2016-02-16,17
2016-02-17,19
2016-02-18,17
2016-02-19,14
2016-02-20,5
2016-02-21,4
2016-02-22,15
2016-02-23,16
2016-02-24,13
2016-02-25,14
2016-02-26,15
2016-02-27,5
2016-02-28,3
2016-02-29,14
2016-03-01,17
2016-03-02,16
2016-03-03,15
2016-03-04,16
2016-03-05,5
2016-03-06,3
2016-03-07,16
2016-03-08,13
2016-03-09,14
2016-03-10,15
2016-03-11,14
2016-03-12,5
2016-03-13,3
2016-03-14,14
2016-03-15,14
2016-03-16,16
2016-03-17,16
2016-03-18,17
2016-03-19,5
2016-03-20,4
2016-03-21,18
2016-03-22,18
2016-03-23,18
2016-03-24,18
2016-03-25,11
2016-03-26,4
2016-03-27,3
2016-03-28,15
2016-03-29,17
2016-03-30,19
2016-03-31,37
2016-04-01,100
2016-04-02,26
2016-04-03,16
2016-04-04,58
2016-04-05,43
2016-04-06,36
2016-04-07,38
2016-04-08,32
2016-04-09,10
2016-04-10,6
2016-04-11,27
2016-04-12,25
2016-04-13,21
2016-04-14,20
2016-04-15,17
2016-04-16,5
2016-04-17,4
2016-04-18,16
2016-04-19,19
2016-04-20,18
2016-04-21,16
2016-04-22,15
2016-04-23,5
2016-04-24,4
2016-04-25,14
2016-04-26,14
2016-04-27,14
2016-04-28,14
2016-04-29,15
2016-04-30,5
2016-05-01,3
2016-05-02,16
2016-05-03,19
2016-05-04,39
2016-05-05,45
2016-05-06,25
2016-05-07,6
2016-05-08,5
2016-05-09,18
2016-05-10,19
2016-05-11,16
2016-05-12,16
2016-05-13,15
2016-05-14,5
2016-05-15,4
2016-05-16,14
2016-05-17,12
2016-05-18,21
2016-05-19,23
2016-05-20,17
2016-05-21,6
2016-05-22,5
2016-05-23,13
2016-05-24,15
2016-05-25,14
2016-05-26,14
2016-05-27,12
2016-05-28,5
2016-05-29,3
2016-05-30,4
2016-05-31,11
2016-06-01,13
2016-06-02,11
2016-06-03,11
2016-06-04,3
2016-06-05,3
2016-06-06,10
2016-06-07,17
2016-06-08,18
2016-06-09,17
2016-06-10,18
2016-06-11,5
2016-06-12,3
2016-06-13,13
2016-06-14,11
2016-06-15,11
2016-06-16,11
2016-06-17,10
2016-06-18,4
2016-06-19,2
2016-06-20,11
2016-06-21,21
2016-06-22,57
2016-06-23,36
2016-06-24,38
2016-06-25,9
2016-06-26,5
2016-06-27,23
2016-06-28,21
2016-06-29,20
2016-06-30,25
2016-07-01,38
2016-07-02,11
2016-07-03,7
2016-07-04,9
2016-07-05,24
2016-07-06,20
2016-07-07,19
2016-07-08,16
2016-07-09,5
2016-07-10,5
2016-07-11,23
2016-07-12,20
2016-07-13,18
2016-07-14,16
2016-07-15,14
2016-07-16,4
2016-07-17,4
2016-07-18,15
2016-07-19,14
2016-07-20,15
2016-07-21,34
2016-07-22,16
2016-07-23,5
2016-07-24,4
2016-07-25,16
2016-07-26,15
2016-07-27,17
2016-07-28,13
2016-07-29,13
2016-07-30,7
2016-07-31,4
2016-08-01,24
2016-08-02,22
2016-08-03,35
2016-08-04,33
2016-08-05,16
2016-08-06,6
2016-08-07,3
2016-08-08,13
2016-08-09,13
2016-08-10,15
2016-08-11,12
2016-08-12,11
2016-08-13,4
2016-08-14,3
2016-08-15,13
2016-08-16,13
2016-08-17,11
2016-08-18,11
2016-08-19,10
2016-08-20,3
2016-08-21,3
2016-08-22,10
2016-08-23,22
2016-08-24,19
2016-08-25,12
2016-08-26,13
2016-08-27,5
2016-08-28,2
2016-08-29,10
2016-08-30,14
2016-08-31,13
2016-09-01,25
2016-09-02,27
2016-09-03,8
2016-09-04,4
2016-09-05,6
2016-09-06,17
2016-09-07,17
2016-09-08,16
2016-09-09,16
2016-09-10,6
2016-09-11,3
