date,TSLA
2014-03-16,9
2014-03-17,43
2014-03-18,39
2014-03-19,40
2014-03-20,39
2014-03-21,37
2014-03-22,12
2014-03-23,9
2014-03-24,42
2014-03-25,43
2014-03-26,44
2014-03-27,41
2014-03-28,49
2014-03-29,14
2014-03-30,13
2014-03-31,45
2014-04-01,44
2014-04-02,46
2014-04-03,40
2014-04-04,44
2014-04-05,13
2014-04-06,9
2014-04-07,42
2014-04-08,36
2014-04-09,41
2014-04-10,42
2014-04-11,43
2014-04-12,10
2014-04-13,8
2014-04-14,41
2014-04-15,44
2014-04-16,43
2014-04-17,37
2014-04-18,25
2014-04-19,7
2014-04-20,5
2014-04-21,38
2014-04-22,40
2014-04-23,43
2014-04-24,39
2014-04-25,38
2014-04-26,13
2014-04-27,6
2014-04-28,37
2014-04-29,37
2014-04-30,31
2014-05-01,38
2014-05-02,32
2014-05-03,11
2014-05-04,5
2014-05-05,32
2014-05-06,38
2014-05-07,75
2014-05-08,100
2014-05-09,75
2014-05-10,19
2014-05-11,10
2014-05-12,42
2014-05-13,46
2014-05-14,53
2014-05-15,39
2014-05-16,32
2014-05-17,13
2014-05-18,8
2014-05-19,33
2014-05-20,34
2014-05-21,36
2014-05-22,35
2014-05-23,36
2014-05-24,10
2014-05-25,8
2014-05-26,10
2014-05-27,33
2014-05-28,43
2014-05-29,28
2014-05-30,34
2014-05-31,10
2014-06-01,11
2014-06-02,24
2014-06-03,30
2014-06-04,29
2014-06-05,27
2014-06-06,22
2014-06-07,11
2014-06-08,8
2014-06-09,28
2014-06-10,23
2014-06-11,22
2014-06-12,35
2014-06-13,38
2014-06-14,11
2014-06-15,7
2014-06-16,41
2014-06-17,55
2014-06-18,43
2014-06-19,40
2014-06-20,29
2014-06-21,10
2014-06-22,8
2014-06-23,31
2014-06-24,40
2014-06-25,28
2014-06-26,24
2014-06-27,28
2014-06-28,12
2014-06-29,6
2014-06-30,30
2014-07-01,26
2014-07-02,33
2014-07-03,35
2014-07-04,10
2014-07-05,6
2014-07-06,7
2014-07-07,29
2014-07-08,31
2014-07-09,27
2014-07-10,29
2014-07-11,26
2014-07-12,7
2014-07-13,8
2014-07-14,27
2014-07-15,25
2014-07-16,32
2014-07-17,27
2014-07-18,24
2014-07-19,7
2014-07-20,6
2014-07-21,22
2014-07-22,27
2014-07-23,27
2014-07-24,18
2014-07-25,22
2014-07-26,11
2014-07-27,7
2014-07-28,27
2014-07-29,29
2014-07-30,30
2014-07-31,70
2014-08-01,66
2014-08-02,18
2014-08-03,9
2014-08-04,32
2014-08-05,28
2014-08-06,39
2014-08-07,47
2014-08-08,35
2014-08-09,12
2014-08-10,10
2014-08-11,38
2014-08-12,42
2014-08-13,37
2014-08-14,37
2014-08-15,35
2014-08-16,13
2014-08-17,9
2014-08-18,35
2014-08-19,31
2014-08-20,29
2014-08-21,26
2014-08-22,24
2014-08-23,9
2014-08-24,6
2014-08-25,26
2014-08-26,25
2014-08-27,25
2014-08-28,27
2014-08-29,34
2014-08-30,10
2014-08-31,9
2014-09-01,10
2014-09-02,49
2014-09-03,51
2014-09-04,46
2014-09-05,55
2014-09-06,14
2014-09-07,9
2014-09-08,38
2014-09-09,36
2014-09-10,33
2014-09-11,30
2014-09-12,31
2014-09-13,9
2014-09-14,6
2014-09-15,60
2014-09-16,60
2014-09-17,38
2014-09-18,36
2014-09-19,31
2014-09-20,9
2014-09-21,6
2014-09-22,37
2014-09-23,34
2014-09-24,32
2014-09-25,27
2014-09-26,25
2014-09-27,8
2014-09-28,6
2014-09-29,23
2014-09-30,27
2014-10-01,26
2014-10-02,45
2014-10-03,36
2014-10-04,9
2014-10-05,7
2014-10-06,29
2014-10-07,28
2014-10-08,27
2014-10-09,50
2014-10-10,81
2014-10-11,17
2014-10-12,11
2014-10-13,36
2014-10-14,37
2014-10-15,37
2014-10-16,40
2014-10-17,33
2014-10-18,9
2014-10-19,5
2014-10-20,29
2014-10-21,33
2014-10-22,29
2014-10-23,28
2014-10-24,28
2014-10-25,7
2014-10-26,5
2014-10-27,33
2014-10-28,41
2014-10-29,34
2014-10-30,31
2014-10-31,29
2014-11-01,8
2014-11-02,5
2014-11-03,26
2014-11-04,27
2014-11-05,54
2014-11-06,68
2014-11-07,37
2014-11-08,9
2014-11-09,5
2014-11-10,23
2014-11-11,27
2014-11-12,26
2014-11-13,24
2014-11-14,28
2014-11-15,8
2014-11-16,6
2014-11-17,24
2014-11-18,24
2014-11-19,28
2014-11-20,22
2014-11-21,26
2014-11-22,9
2014-11-23,6
2014-11-24,24
2014-11-25,21
2014-11-26,20
2014-11-27,8
2014-11-28,14
2014-11-29,6
2014-11-30,5
2014-12-01,20
