date,TSLA
2012-01-26,31
2012-01-27,11
2012-01-28,13
2012-01-29,13
2012-01-30,29
2012-01-31,23
2012-02-01,23
2012-02-02,30
2012-02-03,40
2012-02-04,13
2012-02-05,7
2012-02-06,21
2012-02-07,19
2012-02-08,17
2012-02-09,25
2012-02-10,88
2012-02-11,30
2012-02-12,22
2012-02-13,54
2012-02-14,53
2012-02-15,68
2012-02-16,47
2012-02-17,36
2012-02-18,23
2012-02-19,15
2012-02-20,19
2012-02-21,54
2012-02-22,61
2012-02-23,28
2012-02-24,32
2012-02-25,10
2012-02-26,10
2012-02-27,29
2012-02-28,23
2012-02-29,25
2012-03-01,20
2012-03-02,27
2012-03-03,8
2012-03-04,0
2012-03-05,19
2012-03-06,27
2012-03-07,17
2012-03-08,19
2012-03-09,40
2012-03-10,8
2012-03-11,5
2012-03-12,21
2012-03-13,27
2012-03-14,42
2012-03-15,32
2012-03-16,20
2012-03-17,13
2012-03-18,13
2012-03-19,40
2012-03-20,21
2012-03-21,19
2012-03-22,11
2012-03-23,16
2012-03-24,16
2012-03-25,13
2012-03-26,42
2012-03-27,80
2012-03-28,47
2012-03-29,30
2012-03-30,50
2012-03-31,10
2012-04-01,8
2012-04-02,30
2012-04-03,38
2012-04-04,43
2012-04-05,25
2012-04-06,32
2012-04-07,16
2012-04-08,8
2012-04-09,37
2012-04-10,28
2012-04-11,21
2012-04-12,19
2012-04-13,18
2012-04-14,10
2012-04-15,18
2012-04-16,17
2012-04-17,29
2012-04-18,48
2012-04-19,23
2012-04-20,39
2012-04-21,10
2012-04-22,20
2012-04-23,31
2012-04-24,23
2012-04-25,15
2012-04-26,19
2012-04-27,18
2012-04-28,5
2012-04-29,16
2012-04-30,20
2012-05-01,30
2012-05-02,15
2012-05-03,23
2012-05-04,22
2012-05-05,20
2012-05-06,10
2012-05-07,14
2012-05-08,27
2012-05-09,33
2012-05-10,53
2012-05-11,28
2012-05-12,8
2012-05-13,13
2012-05-14,31
2012-05-15,28
2012-05-16,23
2012-05-17,30
2012-05-18,35
2012-05-19,16
2012-05-20,13
2012-05-21,25
2012-05-22,39
2012-05-23,27
2012-05-24,30
2012-05-25,27
2012-05-26,8
2012-05-27,8
2012-05-28,13
2012-05-29,34
2012-05-30,21
2012-05-31,27
2012-06-01,17
2012-06-02,10
2012-06-03,8
2012-06-04,31
2012-06-05,22
2012-06-06,20
2012-06-07,36
2012-06-08,39
2012-06-09,13
2012-06-10,20
2012-06-11,24
2012-06-12,30
2012-06-13,43
2012-06-14,19
2012-06-15,33
2012-06-16,5
2012-06-17,10
2012-06-18,37
2012-06-19,30
2012-06-20,49
2012-06-21,39
2012-06-22,76
2012-06-23,39
2012-06-24,41
2012-06-25,73
2012-06-26,47
2012-06-27,39
2012-06-28,27
2012-06-29,29
2012-06-30,21
2012-07-01,13
2012-07-02,33
2012-07-03,25
2012-07-04,22
2012-07-05,23
2012-07-06,31
2012-07-07,16
2012-07-08,21
2012-07-09,29
2012-07-10,18
2012-07-11,40
2012-07-12,27
2012-07-13,50
2012-07-14,18
2012-07-15,10
2012-07-16,46
2012-07-17,43
2012-07-18,55
2012-07-19,51
2012-07-20,26
2012-07-21,11
2012-07-22,21
2012-07-23,31
2012-07-24,31
2012-07-25,55
2012-07-26,64
2012-07-27,38
2012-07-28,26
2012-07-29,16
2012-07-30,58
2012-07-31,40
2012-08-01,50
2012-08-02,38
2012-08-03,55
2012-08-04,26
2012-08-05,8
2012-08-06,27
2012-08-07,35
2012-08-08,27
2012-08-09,51
2012-08-10,31
2012-08-11,8
2012-08-12,10
2012-08-13,40
2012-08-14,38
2012-08-15,50
2012-08-16,62
2012-08-17,62
2012-08-18,5
2012-08-19,19
2012-08-20,30
2012-08-21,25
2012-08-22,52
2012-08-23,30
2012-08-24,39
2012-08-25,30
2012-08-26,17
2012-08-27,24
2012-08-28,46
2012-08-29,28
2012-08-30,37
2012-08-31,32
2012-09-01,7
2012-09-02,12
2012-09-03,15
2012-09-04,30
2012-09-05,46
2012-09-06,37
2012-09-07,50
2012-09-08,25
2012-09-09,10
2012-09-10,42
2012-09-11,38
2012-09-12,28
2012-09-13,42
2012-09-14,36
2012-09-15,36
2012-09-16,5
2012-09-17,50
2012-09-18,41
2012-09-19,28
2012-09-20,39
2012-09-21,29
2012-09-22,5
2012-09-23,19
2012-09-24,35
2012-09-25,100
2012-09-26,71
2012-09-27,62
2012-09-28,65
2012-09-29,24
2012-09-30,12
2012-10-01,61
2012-10-02,45
2012-10-03,53
2012-10-04,74
2012-10-05,42
2012-10-06,9
2012-10-07,9
2012-10-08,48
2012-10-09,45
2012-10-10,46
2012-10-11,35
2012-10-12,45
