date,TSLA
2015-04-10,31
2015-04-11,8
2015-04-12,9
2015-04-13,27
2015-04-14,25
2015-04-15,28
2015-04-16,25
2015-04-17,21
2015-04-18,8
2015-04-19,5
2015-04-20,28
2015-04-21,28
2015-04-22,43
2015-04-23,32
2015-04-24,30
2015-04-25,9
2015-04-26,6
2015-04-27,55
2015-04-28,44
2015-04-29,37
2015-04-30,52
2015-05-01,100
2015-05-02,24
2015-05-03,12
2015-05-04,44
2015-05-05,50
2015-05-06,70
2015-05-07,75
2015-05-08,50
2015-05-09,15
2015-05-10,10
2015-05-11,38
2015-05-12,42
2015-05-13,37
2015-05-14,35
2015-05-15,36
2015-05-16,14
2015-05-17,8
2015-05-18,32
2015-05-19,32
2015-05-20,30
2015-05-21,23
2015-05-22,26
2015-05-23,10
2015-05-24,5
2015-05-25,7
2015-05-26,25
2015-05-27,24
2015-05-28,25
2015-05-29,25
2015-05-30,8
2015-05-31,7
2015-06-01,22
2015-06-02,23
2015-06-03,23
2015-06-04,21
2015-06-05,19
2015-06-06,9
2015-06-07,7
2015-06-08,29
2015-06-09,30
2015-06-10,31
2015-06-11,24
2015-06-12,22
2015-06-13,7
2015-06-14,6
2015-06-15,22
2015-06-16,22
2015-06-17,31
2015-06-18,31
2015-06-19,26
2015-06-20,11
2015-06-21,7
2015-06-22,26
2015-06-23,28
2015-06-24,29
2015-06-25,26
2015-06-26,27
2015-06-27,8
2015-06-28,7
2015-06-29,27
2015-06-30,26
2015-07-01,25
2015-07-02,40
2015-07-03,16
2015-07-04,9
2015-07-05,7
2015-07-06,28
2015-07-07,34
2015-07-08,41
2015-07-09,31
2015-07-10,23
2015-07-11,8
2015-07-12,7
2015-07-13,24
2015-07-14,25
2015-07-15,24
2015-07-16,23
2015-07-17,41
2015-07-18,16
2015-07-19,9
2015-07-20,37
2015-07-21,41
2015-07-22,37
2015-07-23,24
2015-07-24,24
2015-07-25,7
2015-07-26,7
2015-07-27,28
2015-07-28,34
2015-07-29,26
2015-07-30,27
2015-07-31,25
2015-08-01,7
2015-08-02,7
2015-08-03,28
2015-08-04,31
2015-08-05,67
2015-08-06,82
2015-08-07,44
2015-08-08,9
2015-08-09,11
2015-08-10,34
2015-08-11,32
2015-08-12,31
2015-08-13,42
2015-08-14,37
2015-08-15,8
2015-08-16,8
2015-08-17,43
2015-08-18,33
2015-08-19,27
2015-08-20,33
2015-08-21,40
2015-08-22,14
2015-08-23,9
2015-08-24,61
2015-08-25,55
2015-08-26,40
2015-08-27,48
2015-08-28,36
2015-08-29,13
2015-08-30,9
2015-08-31,34
2015-09-01,32
2015-09-02,37
2015-09-03,37
2015-09-04,25
2015-09-05,10
2015-09-06,8
2015-09-07,7
2015-09-08,26
2015-09-09,29
2015-09-10,23
2015-09-11,22
2015-09-12,8
2015-09-13,5
2015-09-14,24
2015-09-15,24
2015-09-16,23
2015-09-17,24
2015-09-18,21
2015-09-19,6
2015-09-20,7
2015-09-21,26
2015-09-22,27
2015-09-23,25
2015-09-24,25
2015-09-25,25
2015-09-26,9
2015-09-27,6
2015-09-28,22
2015-09-29,28
2015-09-30,47
2015-10-01,28
2015-10-02,31
2015-10-03,11
2015-10-04,6
2015-10-05,24
2015-10-06,28
2015-10-07,28
2015-10-08,27
2015-10-09,33
2015-10-10,11
2015-10-11,9
2015-10-12,29
2015-10-13,31
2015-10-14,28
2015-10-15,28
2015-10-16,31
2015-10-17,9
2015-10-18,6
2015-10-19,22
2015-10-20,52
2015-10-21,45
2015-10-22,32
2015-10-23,33
2015-10-24,9
2015-10-25,7
2015-10-26,29
2015-10-27,27
2015-10-28,29
2015-10-29,22
2015-10-30,27
2015-10-31,8
2015-11-01,5
2015-11-02,30
2015-11-03,63
2015-11-04,73
2015-11-05,43
2015-11-06,29
2015-11-07,8
2015-11-08,6
2015-11-09,27
2015-11-10,25
2015-11-11,23
2015-11-12,21
2015-11-13,22
2015-11-14,9
2015-11-15,4
2015-11-16,23
2015-11-17,22
2015-11-18,23
2015-11-19,23
2015-11-20,33
2015-11-21,15
2015-11-22,7
2015-11-23,19
2015-11-24,19
2015-11-25,19
2015-11-26,12
2015-11-27,13
2015-11-28,7
2015-11-29,5
2015-11-30,19
2015-12-01,21
2015-12-02,22
2015-12-03,23
2015-12-04,19
2015-12-05,6
2015-12-06,4
2015-12-07,20
2015-12-08,18
2015-12-09,20
2015-12-10,20
2015-12-11,17
2015-12-12,8
2015-12-13,3
2015-12-14,17
2015-12-15,15
2015-12-16,22
2015-12-17,23
2015-12-18,18
2015-12-19,8
2015-12-20,6
2015-12-21,17
2015-12-22,22
2015-12-23,19
2015-12-24,12
2015-12-25,5
2015-12-26,6
