date,MAT,isPartial
2018-02-13,77,False
2018-02-14,70,False
2018-02-15,70,False
2018-02-16,71,False
2018-02-17,75,False
2018-02-18,78,False
2018-02-19,79,False
2018-02-20,78,False
2018-02-21,80,False
2018-02-22,83,False
2018-02-23,84,False
2018-02-24,82,False
2018-02-25,84,False
2018-02-26,83,False
2018-02-27,82,False
2018-02-28,83,False
2018-03-01,80,False
2018-03-02,80,False
2018-03-03,86,False
2018-03-04,84,False
2018-03-05,86,False
2018-03-06,82,False
2018-03-07,83,False
2018-03-08,85,False
2018-03-09,84,False
2018-03-10,84,False
2018-03-11,89,False
2018-03-12,84,False
2018-03-13,90,False
2018-03-14,84,False
2018-03-15,80,False
2018-03-16,84,False
2018-03-17,88,False
2018-03-18,88,False
2018-03-19,87,False
2018-03-20,83,False
2018-03-21,88,False
2018-03-22,84,False
2018-03-23,87,False
2018-03-24,85,False
2018-03-25,83,False
2018-03-26,87,False
2018-03-27,88,False
2018-03-28,83,False
2018-03-29,86,False
2018-03-30,82,False
2018-03-31,84,False
2018-04-01,81,False
2018-04-02,83,False
2018-04-03,80,False
2018-04-04,81,False
2018-04-05,82,False
2018-04-06,80,False
2018-04-07,87,False
2018-04-08,89,False
2018-04-09,88,False
2018-04-10,83,False
2018-04-11,83,False
2018-04-12,83,False
2018-04-13,86,False
2018-04-14,85,False
2018-04-15,90,False
2018-04-16,84,False
2018-04-17,85,False
2018-04-18,84,False
2018-04-19,81,False
2018-04-20,83,False
2018-04-21,84,False
2018-04-22,90,False
2018-04-23,85,False
2018-04-24,82,False
2018-04-25,86,False
2018-04-26,80,False
2018-04-27,83,False
2018-04-28,88,False
2018-04-29,87,False
2018-04-30,81,False
2018-05-01,88,False
2018-05-02,86,False
2018-05-03,85,False
2018-05-04,82,False
2018-05-05,91,False
2018-05-06,86,False
2018-05-07,88,False
2018-05-08,84,False
2018-05-09,86,False
2018-05-10,88,False
2018-05-11,91,False
2018-05-12,100,False
2018-05-13,90,False
2018-05-14,88,False
2018-05-15,86,False
2018-05-16,82,False
2018-05-17,81,False
2018-05-18,83,False
2018-05-19,81,False
2018-05-20,91,False
2018-05-21,85,False
2018-05-22,86,False
2018-05-23,85,False
2018-05-24,85,False
2018-05-25,85,False
2018-05-26,85,False
2018-05-27,86,False
2018-05-28,87,False
2018-05-29,84,False
2018-05-30,84,False
2018-05-31,86,False
2018-06-01,81,False
