date,MAT,isPartial
2012-01-26,71,False
2012-01-27,72,False
2012-01-28,79,False
2012-01-29,80,False
2012-01-30,79,False
2012-01-31,80,False
2012-02-01,79,False
2012-02-02,80,False
2012-02-03,83,False
2012-02-04,88,False
2012-02-05,86,False
2012-02-06,80,False
2012-02-07,83,False
2012-02-08,83,False
2012-02-09,84,False
2012-02-10,85,False
2012-02-11,87,False
2012-02-12,86,False
2012-02-13,81,False
2012-02-14,81,False
2012-02-15,85,False
2012-02-16,86,False
2012-02-17,87,False
2012-02-18,94,False
2012-02-19,91,False
2012-02-20,87,False
2012-02-21,88,False
2012-02-22,85,False
2012-02-23,87,False
2012-02-24,92,False
2012-02-25,100,False
2012-02-26,95,False
2012-02-27,85,False
2012-02-28,84,False
2012-02-29,82,False
2012-03-01,89,False
2012-03-02,91,False
2012-03-03,94,False
2012-03-04,95,False
2012-03-05,87,False
2012-03-06,86,False
2012-03-07,86,False
2012-03-08,87,False
2012-03-09,91,False
2012-03-10,94,False
2012-03-11,92,False
2012-03-12,86,False
2012-03-13,88,False
2012-03-14,90,False
2012-03-15,96,False
2012-03-16,95,False
2012-03-17,94,False
2012-03-18,91,False
2012-03-19,90,False
2012-03-20,89,False
2012-03-21,85,False
2012-03-22,90,False
2012-03-23,86,False
2012-03-24,90,False
2012-03-25,88,False
2012-03-26,82,False
2012-03-27,86,False
2012-03-28,86,False
2012-03-29,86,False
2012-03-30,84,False
2012-03-31,84,False
2012-04-01,90,False
2012-04-02,83,False
2012-04-03,84,False
2012-04-04,84,False
2012-04-05,86,False
2012-04-06,92,False
2012-04-07,93,False
2012-04-08,91,False
2012-04-09,87,False
2012-04-10,83,False
2012-04-11,87,False
2012-04-12,84,False
2012-04-13,85,False
2012-04-14,91,False
2012-04-15,90,False
2012-04-16,83,False
2012-04-17,87,False
2012-04-18,83,False
2012-04-19,85,False
2012-04-20,85,False
2012-04-21,87,False
2012-04-22,88,False
2012-04-23,88,False
2012-04-24,87,False
2012-04-25,87,False
2012-04-26,89,False
2012-04-27,91,False
2012-04-28,87,False
2012-04-29,85,False
2012-04-30,80,False
2012-05-01,84,False
2012-05-02,86,False
2012-05-03,85,False
2012-05-04,89,False
2012-05-05,97,False
2012-05-06,92,False
2012-05-07,85,False
2012-05-08,86,False
2012-05-09,85,False
2012-05-10,88,False
2012-05-11,87,False
2012-05-12,93,False
2012-05-13,90,False
2012-05-14,88,False
2012-05-15,85,False
2012-05-16,87,False
2012-05-17,86,False
2012-05-18,88,False
2012-05-19,90,False
2012-05-20,90,False
2012-05-21,87,False
2012-05-22,86,False
2012-05-23,85,False
2012-05-24,88,False
2012-05-25,85,False
2012-05-26,93,False
2012-05-27,87,False
2012-05-28,90,False
2012-05-29,83,False
2012-05-30,87,False
2012-05-31,82,False
2012-06-01,82,False
2012-06-02,89,False
2012-06-03,92,False
2012-06-04,83,False
2012-06-05,85,False
2012-06-06,86,False
2012-06-07,85,False
2012-06-08,87,False
2012-06-09,87,False
2012-06-10,86,False
2012-06-11,83,False
2012-06-12,83,False
2012-06-13,81,False
2012-06-14,84,False
2012-06-15,83,False
2012-06-16,89,False
2012-06-17,85,False
2012-06-18,80,False
2012-06-19,83,False
2012-06-20,82,False
2012-06-21,82,False
2012-06-22,81,False
2012-06-23,88,False
2012-06-24,86,False
2012-06-25,79,False
2012-06-26,81,False
2012-06-27,79,False
2012-06-28,80,False
2012-06-29,82,False
2012-06-30,90,False
2012-07-01,94,False
2012-07-02,84,False
2012-07-03,84,False
2012-07-04,81,False
2012-07-05,86,False
2012-07-06,86,False
2012-07-07,91,False
2012-07-08,92,False
2012-07-09,82,False
2012-07-10,85,False
2012-07-11,88,False
2012-07-12,85,False
2012-07-13,88,False
2012-07-14,95,False
2012-07-15,95,False
2012-07-16,86,False
2012-07-17,88,False
2012-07-18,85,False
2012-07-19,86,False
2012-07-20,86,False
2012-07-21,94,False
2012-07-22,89,False
2012-07-23,87,False
2012-07-24,86,False
2012-07-25,87,False
2012-07-26,86,False
2012-07-27,89,False
2012-07-28,96,False
2012-07-29,92,False
2012-07-30,88,False
2012-07-31,85,False
2012-08-01,87,False
2012-08-02,88,False
2012-08-03,89,False
2012-08-04,99,False
2012-08-05,93,False
2012-08-06,93,False
2012-08-07,93,False
2012-08-08,92,False
2012-08-09,89,False
2012-08-10,88,False
2012-08-11,96,False
2012-08-12,93,False
2012-08-13,90,False
2012-08-14,87,False
2012-08-15,88,False
2012-08-16,89,False
2012-08-17,91,False
2012-08-18,95,False
2012-08-19,100,False
2012-08-20,93,False
2012-08-21,89,False
2012-08-22,87,False
2012-08-23,91,False
2012-08-24,90,False
2012-08-25,98,False
