date,MAT,isPartial
2014-07-24,80,False
2014-07-25,81,False
2014-07-26,85,False
2014-07-27,90,False
2014-07-28,79,False
2014-07-29,81,False
2014-07-30,81,False
2014-07-31,81,False
2014-08-01,78,False
2014-08-02,87,False
2014-08-03,89,False
2014-08-04,82,False
2014-08-05,79,False
2014-08-06,84,False
2014-08-07,83,False
2014-08-08,85,False
2014-08-09,86,False
2014-08-10,90,False
2014-08-11,82,False
2014-08-12,81,False
2014-08-13,80,False
2014-08-14,80,False
2014-08-15,81,False
2014-08-16,92,False
2014-08-17,91,False
2014-08-18,81,False
2014-08-19,79,False
2014-08-20,79,False
2014-08-21,78,False
2014-08-22,75,False
2014-08-23,90,False
2014-08-24,84,False
2014-08-25,75,False
2014-08-26,78,False
2014-08-27,75,False
2014-08-28,77,False
2014-08-29,81,False
2014-08-30,81,False
2014-08-31,80,False
2014-09-01,75,False
2014-09-02,76,False
2014-09-03,76,False
2014-09-04,78,False
2014-09-05,79,False
2014-09-06,78,False
2014-09-07,84,False
2014-09-08,74,False
2014-09-09,81,False
2014-09-10,81,False
2014-09-11,77,False
2014-09-12,83,False
2014-09-13,80,False
2014-09-14,86,False
2014-09-15,80,False
2014-09-16,77,False
2014-09-17,80,False
2014-09-18,92,False
2014-09-19,83,False
2014-09-20,89,False
2014-09-21,88,False
2014-09-22,79,False
2014-09-23,80,False
2014-09-24,77,False
2014-09-25,78,False
2014-09-26,77,False
2014-09-27,85,False
2014-09-28,85,False
2014-09-29,76,False
2014-09-30,76,False
2014-10-01,80,False
2014-10-02,82,False
2014-10-03,82,False
2014-10-04,91,False
2014-10-05,83,False
2014-10-06,79,False
2014-10-07,78,False
2014-10-08,84,False
2014-10-09,84,False
2014-10-10,81,False
2014-10-11,91,False
2014-10-12,87,False
2014-10-13,78,False
2014-10-14,79,False
2014-10-15,79,False
2014-10-16,82,False
2014-10-17,81,False
2014-10-18,87,False
2014-10-19,83,False
2014-10-20,77,False
2014-10-21,80,False
2014-10-22,80,False
2014-10-23,81,False
2014-10-24,77,False
2014-10-25,84,False
2014-10-26,84,False
2014-10-27,81,False
2014-10-28,75,False
2014-10-29,81,False
2014-10-30,86,False
2014-10-31,81,False
2014-11-01,87,False
2014-11-02,87,False
2014-11-03,81,False
2014-11-04,80,False
2014-11-05,80,False
2014-11-06,80,False
2014-11-07,81,False
2014-11-08,92,False
2014-11-09,86,False
2014-11-10,79,False
2014-11-11,76,False
2014-11-12,79,False
2014-11-13,85,False
2014-11-14,82,False
2014-11-15,87,False
2014-11-16,88,False
2014-11-17,80,False
2014-11-18,82,False
2014-11-19,81,False
2014-11-20,82,False
2014-11-21,84,False
2014-11-22,92,False
2014-11-23,88,False
2014-11-24,83,False
2014-11-25,83,False
2014-11-26,79,False
2014-11-27,76,False
2014-11-28,79,False
2014-11-29,91,False
2014-11-30,93,False
2014-12-01,81,False
2014-12-02,82,False
2014-12-03,80,False
2014-12-04,78,False
2014-12-05,83,False
2014-12-06,93,False
2014-12-07,87,False
2014-12-08,79,False
2014-12-09,78,False
2014-12-10,82,False
2014-12-11,83,False
2014-12-12,84,False
2014-12-13,91,False
2014-12-14,86,False
2014-12-15,79,False
2014-12-16,82,False
2014-12-17,78,False
2014-12-18,76,False
2014-12-19,80,False
2014-12-20,95,False
2014-12-21,90,False
2014-12-22,81,False
2014-12-23,77,False
2014-12-24,74,False
2014-12-25,80,False
2014-12-26,83,False
2014-12-27,86,False
2014-12-28,91,False
2014-12-29,83,False
2014-12-30,84,False
2014-12-31,80,False
2015-01-01,83,False
2015-01-02,81,False
2015-01-03,86,False
2015-01-04,86,False
2015-01-05,79,False
2015-01-06,78,False
2015-01-07,79,False
2015-01-08,78,False
2015-01-09,77,False
2015-01-10,72,False
2015-01-11,79,False
2015-01-12,75,False
2015-01-13,76,False
2015-01-14,78,False
2015-01-15,74,False
2015-01-16,78,False
2015-01-17,81,False
2015-01-18,80,False
2015-01-19,77,False
2015-01-20,78,False
2015-01-21,75,False
2015-01-22,79,False
2015-01-23,74,False
2015-01-24,79,False
2015-01-25,81,False
2015-01-26,75,False
2015-01-27,76,False
2015-01-28,78,False
2015-01-29,79,False
2015-01-30,81,False
2015-01-31,79,False
2015-02-01,76,False
2015-02-02,73,False
2015-02-03,75,False
2015-02-04,72,False
2015-02-05,75,False
2015-02-06,73,False
2015-02-07,76,False
2015-02-08,73,False
2015-02-09,69,False
2015-02-10,73,False
2015-02-11,69,False
2015-02-12,74,False
2015-02-13,74,False
2015-02-14,69,False
2015-02-15,70,False
2015-02-16,66,False
2015-02-17,68,False
2015-02-18,62,False
2015-02-19,60,False
2015-02-20,65,False
2015-02-21,65,False
2015-02-22,70,False
2015-02-23,72,False
2015-02-24,72,False
2015-02-25,75,False
2015-02-26,77,False
2015-02-27,76,False
2015-02-28,78,False
2015-03-01,81,False
2015-03-02,78,False
2015-03-03,78,False
2015-03-04,76,False
2015-03-05,80,False
2015-03-06,76,False
2015-03-07,82,False
2015-03-08,80,False
2015-03-09,78,False
2015-03-10,79,False
2015-03-11,81,False
2015-03-12,80,False
2015-03-13,79,False
2015-03-14,84,False
2015-03-15,84,False
2015-03-16,92,False
