date,MAT,isPartial
2012-10-12,72,False
2012-10-13,73,False
2012-10-14,72,False
2012-10-15,68,False
2012-10-16,68,False
2012-10-17,69,False
2012-10-18,69,False
2012-10-19,70,False
2012-10-20,69,False
2012-10-21,72,False
2012-10-22,68,False
2012-10-23,67,False
2012-10-24,68,False
2012-10-25,70,False
2012-10-26,70,False
2012-10-27,74,False
2012-10-28,71,False
2012-10-29,67,False
2012-10-30,71,False
2012-10-31,68,False
2012-11-01,69,False
2012-11-02,73,False
2012-11-03,73,False
2012-11-04,73,False
2012-11-05,69,False
2012-11-06,68,False
2012-11-07,67,False
2012-11-08,73,False
2012-11-09,73,False
2012-11-10,77,False
2012-11-11,73,False
2012-11-12,71,False
2012-11-13,72,False
2012-11-14,74,False
2012-11-15,72,False
2012-11-16,70,False
2012-11-17,73,False
2012-11-18,73,False
2012-11-19,71,False
2012-11-20,70,False
2012-11-21,70,False
2012-11-22,71,False
2012-11-23,71,False
2012-11-24,73,False
2012-11-25,75,False
2012-11-26,73,False
2012-11-27,72,False
2012-11-28,72,False
2012-11-29,69,False
2012-11-30,75,False
2012-12-01,79,False
2012-12-02,75,False
2012-12-03,74,False
2012-12-04,71,False
2012-12-05,75,False
2012-12-06,73,False
2012-12-07,73,False
2012-12-08,75,False
2012-12-09,75,False
2012-12-10,71,False
2012-12-11,73,False
2012-12-12,73,False
2012-12-13,74,False
2012-12-14,71,False
2012-12-15,77,False
2012-12-16,75,False
2012-12-17,72,False
2012-12-18,68,False
2012-12-19,71,False
2012-12-20,69,False
2012-12-21,72,False
2012-12-22,76,False
2012-12-23,72,False
2012-12-24,65,False
2012-12-25,75,False
2012-12-26,71,False
2012-12-27,71,False
2012-12-28,72,False
2012-12-29,76,False
2012-12-30,75,False
2012-12-31,71,False
2013-01-01,73,False
2013-01-02,73,False
2013-01-03,71,False
2013-01-04,75,False
2013-01-05,80,False
2013-01-06,82,False
2013-01-07,78,False
2013-01-08,75,False
2013-01-09,78,False
2013-01-10,79,False
2013-01-11,76,False
2013-01-12,81,False
2013-01-13,80,False
2013-01-14,77,False
2013-01-15,74,False
2013-01-16,75,False
2013-01-17,76,False
2013-01-18,74,False
2013-01-19,80,False
