date,MAT,isPartial
2011-05-11,82,False
2011-05-12,81,False
2011-05-13,89,False
2011-05-14,95,False
2011-05-15,88,False
2011-05-16,85,False
2011-05-17,83,False
2011-05-18,82,False
2011-05-19,83,False
2011-05-20,86,False
2011-05-21,100,False
2011-05-22,92,False
2011-05-23,87,False
2011-05-24,89,False
2011-05-25,84,False
2011-05-26,86,False
2011-05-27,86,False
2011-05-28,94,False
2011-05-29,89,False
2011-05-30,83,False
2011-05-31,82,False
2011-06-01,83,False
2011-06-02,80,False
2011-06-03,79,False
2011-06-04,94,False
2011-06-05,87,False
2011-06-06,81,False
2011-06-07,80,False
2011-06-08,78,False
2011-06-09,78,False
2011-06-10,82,False
2011-06-11,90,False
2011-06-12,84,False
2011-06-13,83,False
2011-06-14,80,False
2011-06-15,79,False
2011-06-16,80,False
2011-06-17,80,False
2011-06-18,85,False
2011-06-19,88,False
2011-06-20,78,False
2011-06-21,80,False
2011-06-22,77,False
2011-06-23,80,False
2011-06-24,80,False
2011-06-25,84,False
2011-06-26,82,False
2011-06-27,80,False
2011-06-28,73,False
2011-06-29,78,False
2011-06-30,78,False
2011-07-01,77,False
2011-07-02,85,False
2011-07-03,79,False
2011-07-04,75,False
2011-07-05,73,False
2011-07-06,76,False
2011-07-07,79,False
2011-07-08,73,False
2011-07-09,80,False
2011-07-10,81,False
2011-07-11,75,False
2011-07-12,75,False
2011-07-13,75,False
2011-07-14,81,False
2011-07-15,78,False
2011-07-16,90,False
2011-07-17,81,False
2011-07-18,79,False
2011-07-19,78,False
2011-07-20,77,False
2011-07-21,87,False
2011-07-22,78,False
2011-07-23,79,False
2011-07-24,82,False
2011-07-25,77,False
2011-07-26,76,False
2011-07-27,82,False
2011-07-28,78,False
2011-07-29,79,False
2011-07-30,87,False
2011-07-31,88,False
2011-08-01,81,False
2011-08-02,83,False
2011-08-03,86,False
2011-08-04,85,False
2011-08-05,81,False
2011-08-06,89,False
2011-08-07,83,False
2011-08-08,81,False
2011-08-09,81,False
2011-08-10,81,False
2011-08-11,82,False
2011-08-12,80,False
2011-08-13,88,False
2011-08-14,80,False
2011-08-15,81,False
2011-08-16,78,False
2011-08-17,82,False
2011-08-18,84,False
2011-08-19,83,False
2011-08-20,89,False
2011-08-21,85,False
2011-08-22,79,False
2011-08-23,79,False
2011-08-24,81,False
2011-08-25,78,False
2011-08-26,82,False
2011-08-27,82,False
2011-08-28,89,False
2011-08-29,86,False
2011-08-30,78,False
2011-08-31,80,False
2011-09-01,78,False
2011-09-02,78,False
2011-09-03,86,False
2011-09-04,82,False
2011-09-05,84,False
2011-09-06,81,False
2011-09-07,79,False
2011-09-08,84,False
2011-09-09,79,False
2011-09-10,87,False
2011-09-11,81,False
2011-09-12,79,False
2011-09-13,82,False
2011-09-14,79,False
2011-09-15,86,False
2011-09-16,82,False
2011-09-17,88,False
2011-09-18,85,False
2011-09-19,82,False
2011-09-20,87,False
2011-09-21,80,False
2011-09-22,78,False
2011-09-23,84,False
2011-09-24,86,False
2011-09-25,92,False
2011-09-26,87,False
2011-09-27,83,False
2011-09-28,87,False
2011-09-29,84,False
2011-09-30,83,False
2011-10-01,89,False
2011-10-02,90,False
2011-10-03,84,False
2011-10-04,84,False
2011-10-05,87,False
2011-10-06,82,False
2011-10-07,83,False
2011-10-08,91,False
2011-10-09,90,False
2011-10-10,83,False
2011-10-11,83,False
2011-10-12,87,False
2011-10-13,86,False
2011-10-14,82,False
2011-10-15,85,False
2011-10-16,86,False
2011-10-17,83,False
2011-10-18,80,False
2011-10-19,83,False
2011-10-20,85,False
2011-10-21,83,False
2011-10-22,93,False
2011-10-23,89,False
2011-10-24,85,False
2011-10-25,87,False
2011-10-26,82,False
