date,MAT,isPartial
2014-03-16,67,False
2014-03-17,61,False
2014-03-18,59,False
2014-03-19,61,False
2014-03-20,61,False
2014-03-21,60,False
2014-03-22,59,False
2014-03-23,62,False
2014-03-24,56,False
2014-03-25,64,False
2014-03-26,60,False
2014-03-27,57,False
2014-03-28,55,False
2014-03-29,58,False
2014-03-30,61,False
2014-03-31,58,False
2014-04-01,55,False
2014-04-02,55,False
2014-04-03,54,False
2014-04-04,55,False
2014-04-05,63,False
2014-04-06,62,False
2014-04-07,56,False
2014-04-08,55,False
2014-04-09,55,False
2014-04-10,56,False
2014-04-11,56,False
2014-04-12,61,False
2014-04-13,68,False
2014-04-14,58,False
2014-04-15,56,False
2014-04-16,54,False
2014-04-17,53,False
2014-04-18,56,False
2014-04-19,59,False
2014-04-20,63,False
2014-04-21,55,False
2014-04-22,54,False
2014-04-23,52,False
2014-04-24,54,False
2014-04-25,53,False
2014-04-26,59,False
2014-04-27,64,False
2014-04-28,59,False
2014-04-29,54,False
2014-04-30,51,False
2014-05-01,55,False
2014-05-02,55,False
2014-05-03,63,False
2014-05-04,63,False
2014-05-05,57,False
2014-05-06,55,False
2014-05-07,51,False
2014-05-08,56,False
2014-05-09,54,False
2014-05-10,60,False
2014-05-11,61,False
2014-05-12,54,False
2014-05-13,56,False
2014-05-14,54,False
2014-05-15,52,False
2014-05-16,50,False
2014-05-17,56,False
2014-05-18,64,False
2014-05-19,57,False
2014-05-20,54,False
2014-05-21,55,False
2014-05-22,56,False
2014-05-23,54,False
2014-05-24,61,False
2014-05-25,69,False
2014-05-26,57,False
2014-05-27,54,False
2014-05-28,53,False
2014-05-29,52,False
2014-05-30,53,False
2014-05-31,65,False
2014-06-01,77,False
2014-06-02,62,False
2014-06-03,58,False
2014-06-04,56,False
2014-06-05,55,False
2014-06-06,56,False
2014-06-07,69,False
2014-06-08,82,False
2014-06-09,66,False
2014-06-10,61,False
2014-06-11,57,False
2014-06-12,57,False
2014-06-13,56,False
2014-06-14,77,False
2014-06-15,100,False
2014-06-16,68,False
2014-06-17,62,False
2014-06-18,55,False
2014-06-19,55,False
2014-06-20,56,False
2014-06-21,59,False
2014-06-22,59,False
2014-06-23,54,False
2014-06-24,51,False
2014-06-25,50,False
2014-06-26,50,False
2014-06-27,56,False
2014-06-28,57,False
2014-06-29,58,False
2014-06-30,51,False
2014-07-01,50,False
2014-07-02,51,False
2014-07-03,51,False
2014-07-04,52,False
2014-07-05,53,False
2014-07-06,54,False
2014-07-07,52,False
2014-07-08,49,False
2014-07-09,50,False
2014-07-10,49,False
2014-07-11,50,False
2014-07-12,55,False
2014-07-13,57,False
2014-07-14,53,False
2014-07-15,52,False
2014-07-16,53,False
2014-07-17,53,False
2014-07-18,52,False
2014-07-19,56,False
2014-07-20,58,False
2014-07-21,53,False
2014-07-22,53,False
2014-07-23,51,False
2014-07-24,53,False
2014-07-25,52,False
2014-07-26,55,False
2014-07-27,58,False
2014-07-28,52,False
2014-07-29,53,False
2014-07-30,53,False
2014-07-31,52,False
2014-08-01,54,False
2014-08-02,55,False
2014-08-03,58,False
2014-08-04,53,False
2014-08-05,52,False
2014-08-06,55,False
2014-08-07,56,False
2014-08-08,54,False
2014-08-09,56,False
2014-08-10,59,False
2014-08-11,52,False
2014-08-12,53,False
2014-08-13,53,False
2014-08-14,54,False
2014-08-15,53,False
2014-08-16,61,False
2014-08-17,58,False
2014-08-18,52,False
2014-08-19,52,False
2014-08-20,51,False
2014-08-21,51,False
2014-08-22,51,False
2014-08-23,57,False
2014-08-24,55,False
2014-08-25,50,False
2014-08-26,50,False
2014-08-27,50,False
2014-08-28,52,False
2014-08-29,52,False
2014-08-30,53,False
2014-08-31,54,False
2014-09-01,47,False
2014-09-02,49,False
2014-09-03,50,False
2014-09-04,50,False
2014-09-05,53,False
2014-09-06,54,False
2014-09-07,54,False
2014-09-08,48,False
2014-09-09,53,False
2014-09-10,53,False
2014-09-11,50,False
2014-09-12,53,False
2014-09-13,54,False
2014-09-14,55,False
2014-09-15,51,False
2014-09-16,51,False
2014-09-17,54,False
2014-09-18,60,False
2014-09-19,52,False
2014-09-20,56,False
2014-09-21,55,False
2014-09-22,52,False
2014-09-23,52,False
2014-09-24,52,False
2014-09-25,50,False
2014-09-26,51,False
2014-09-27,55,False
2014-09-28,54,False
2014-09-29,49,False
2014-09-30,51,False
2014-10-01,51,False
2014-10-02,52,False
2014-10-03,54,False
2014-10-04,58,False
2014-10-05,54,False
2014-10-06,52,False
2014-10-07,53,False
2014-10-08,57,False
2014-10-09,55,False
2014-10-10,52,False
2014-10-11,58,False
2014-10-12,56,False
2014-10-13,51,False
2014-10-14,52,False
2014-10-15,51,False
2014-10-16,52,False
2014-10-17,51,False
2014-10-18,58,False
2014-10-19,58,False
2014-10-20,49,False
2014-10-21,53,False
2014-10-22,52,False
2014-10-23,52,False
2014-10-24,51,False
2014-10-25,56,False
2014-10-26,55,False
2014-10-27,52,False
2014-10-28,49,False
2014-10-29,54,False
2014-10-30,55,False
2014-10-31,51,False
2014-11-01,57,False
2014-11-02,58,False
2014-11-03,53,False
2014-11-04,51,False
2014-11-05,52,False
2014-11-06,52,False
2014-11-07,51,False
2014-11-08,57,False
2014-11-09,54,False
2014-11-10,52,False
2014-11-11,48,False
2014-11-12,49,False
2014-11-13,54,False
2014-11-14,54,False
2014-11-15,59,False
2014-11-16,55,False
2014-11-17,54,False
2014-11-18,54,False
2014-11-19,55,False
2014-11-20,54,False
2014-11-21,54,False
2014-11-22,59,False
2014-11-23,57,False
2014-11-24,53,False
2014-11-25,53,False
2014-11-26,52,False
2014-11-27,51,False
2014-11-28,53,False
2014-11-29,60,False
2014-11-30,59,False
2014-12-01,52,False
