date,MAT,isPartial
2010-08-24,80,False
2010-08-25,78,False
2010-08-26,75,False
2010-08-27,80,False
2010-08-28,88,False
2010-08-29,81,False
2010-08-30,77,False
2010-08-31,73,False
2010-09-01,77,False
2010-09-02,72,False
2010-09-03,77,False
2010-09-04,83,False
2010-09-05,79,False
2010-09-06,77,False
2010-09-07,75,False
2010-09-08,75,False
2010-09-09,74,False
2010-09-10,79,False
2010-09-11,84,False
2010-09-12,79,False
2010-09-13,74,False
2010-09-14,77,False
2010-09-15,74,False
2010-09-16,76,False
2010-09-17,77,False
2010-09-18,81,False
2010-09-19,82,False
2010-09-20,76,False
2010-09-21,73,False
2010-09-22,78,False
2010-09-23,82,False
2010-09-24,78,False
2010-09-25,83,False
2010-09-26,85,False
2010-09-27,75,False
2010-09-28,82,False
2010-09-29,78,False
2010-09-30,76,False
2010-10-01,74,False
2010-10-02,83,False
2010-10-03,85,False
2010-10-04,79,False
2010-10-05,74,False
2010-10-06,76,False
2010-10-07,75,False
2010-10-08,81,False
2010-10-09,84,False
2010-10-10,86,False
2010-10-11,82,False
2010-10-12,80,False
2010-10-13,78,False
2010-10-14,81,False
2010-10-15,80,False
2010-10-16,86,False
2010-10-17,81,False
2010-10-18,81,False
2010-10-19,78,False
2010-10-20,80,False
2010-10-21,79,False
2010-10-22,79,False
2010-10-23,86,False
2010-10-24,86,False
2010-10-25,77,False
2010-10-26,81,False
2010-10-27,82,False
2010-10-28,79,False
2010-10-29,79,False
2010-10-30,86,False
2010-10-31,89,False
2010-11-01,80,False
2010-11-02,79,False
2010-11-03,76,False
2010-11-04,82,False
2010-11-05,82,False
2010-11-06,87,False
2010-11-07,83,False
2010-11-08,80,False
2010-11-09,80,False
2010-11-10,80,False
2010-11-11,81,False
2010-11-12,82,False
2010-11-13,87,False
2010-11-14,84,False
2010-11-15,83,False
2010-11-16,78,False
2010-11-17,81,False
2010-11-18,84,False
2010-11-19,83,False
2010-11-20,80,False
2010-11-21,83,False
2010-11-22,85,False
2010-11-23,84,False
2010-11-24,79,False
2010-11-25,85,False
2010-11-26,84,False
2010-11-27,89,False
2010-11-28,85,False
2010-11-29,84,False
2010-11-30,84,False
2010-12-01,86,False
2010-12-02,83,False
2010-12-03,86,False
2010-12-04,88,False
2010-12-05,90,False
2010-12-06,82,False
2010-12-07,80,False
2010-12-08,83,False
2010-12-09,82,False
2010-12-10,82,False
2010-12-11,88,False
2010-12-12,89,False
2010-12-13,84,False
2010-12-14,80,False
2010-12-15,83,False
2010-12-16,81,False
2010-12-17,80,False
2010-12-18,84,False
2010-12-19,82,False
2010-12-20,78,False
2010-12-21,76,False
2010-12-22,76,False
2010-12-23,83,False
2010-12-24,85,False
2010-12-25,87,False
2010-12-26,84,False
2010-12-27,80,False
2010-12-28,82,False
2010-12-29,89,False
2010-12-30,86,False
2010-12-31,92,False
2011-01-01,87,False
2011-01-02,86,False
2011-01-03,83,False
2011-01-04,80,False
2011-01-05,82,False
2011-01-06,85,False
2011-01-07,84,False
2011-01-08,86,False
2011-01-09,86,False
2011-01-10,79,False
2011-01-11,82,False
2011-01-12,80,False
2011-01-13,86,False
2011-01-14,85,False
2011-01-15,88,False
2011-01-16,88,False
2011-01-17,85,False
2011-01-18,82,False
2011-01-19,84,False
2011-01-20,85,False
2011-01-21,80,False
2011-01-22,88,False
2011-01-23,85,False
2011-01-24,78,False
2011-01-25,81,False
2011-01-26,76,False
2011-01-27,80,False
2011-01-28,79,False
2011-01-29,81,False
2011-01-30,78,False
2011-01-31,72,False
2011-02-01,70,False
2011-02-02,67,False
2011-02-03,71,False
2011-02-04,67,False
2011-02-05,76,False
2011-02-06,72,False
2011-02-07,71,False
2011-02-08,73,False
2011-02-09,78,False
2011-02-10,77,False
2011-02-11,79,False
2011-02-12,84,False
2011-02-13,84,False
2011-02-14,76,False
2011-02-15,83,False
2011-02-16,83,False
2011-02-17,81,False
2011-02-18,86,False
2011-02-19,91,False
2011-02-20,87,False
2011-02-21,85,False
2011-02-22,84,False
2011-02-23,86,False
2011-02-24,86,False
2011-02-25,89,False
2011-02-26,99,False
2011-02-27,91,False
2011-02-28,87,False
2011-03-01,86,False
2011-03-02,87,False
2011-03-03,88,False
2011-03-04,87,False
2011-03-05,95,False
2011-03-06,96,False
2011-03-07,88,False
2011-03-08,81,False
2011-03-09,85,False
2011-03-10,88,False
2011-03-11,81,False
2011-03-12,90,False
2011-03-13,88,False
2011-03-14,85,False
2011-03-15,84,False
2011-03-16,84,False
2011-03-17,88,False
2011-03-18,90,False
2011-03-19,99,False
2011-03-20,96,False
2011-03-21,90,False
2011-03-22,88,False
2011-03-23,90,False
2011-03-24,85,False
2011-03-25,85,False
2011-03-26,90,False
2011-03-27,92,False
2011-03-28,81,False
2011-03-29,86,False
2011-03-30,85,False
2011-03-31,85,False
2011-04-01,86,False
2011-04-02,94,False
2011-04-03,91,False
2011-04-04,86,False
2011-04-05,89,False
2011-04-06,82,False
2011-04-07,86,False
2011-04-08,89,False
2011-04-09,93,False
2011-04-10,93,False
2011-04-11,86,False
2011-04-12,84,False
2011-04-13,87,False
2011-04-14,87,False
2011-04-15,90,False
2011-04-16,100,False
2011-04-17,100,False
2011-04-18,87,False
2011-04-19,85,False
2011-04-20,88,False
2011-04-21,87,False
2011-04-22,95,False
2011-04-23,96,False
2011-04-24,97,False
2011-04-25,93,False
2011-04-26,87,False
2011-04-27,88,False
2011-04-28,88,False
2011-04-29,84,False
2011-04-30,87,False
2011-05-01,90,False
2011-05-02,78,False
2011-05-03,84,False
2011-05-04,88,False
2011-05-05,92,False
2011-05-06,88,False
2011-05-07,97,False
2011-05-08,96,False
2011-05-09,87,False
2011-05-10,92,False
2011-05-11,89,False
