date,MAT,isPartial
2015-04-10,71,False
2015-04-11,75,False
2015-04-12,74,False
2015-04-13,67,False
2015-04-14,67,False
2015-04-15,67,False
2015-04-16,72,False
2015-04-17,71,False
2015-04-18,77,False
2015-04-19,85,False
2015-04-20,74,False
2015-04-21,71,False
2015-04-22,67,False
2015-04-23,77,False
2015-04-24,73,False
2015-04-25,80,False
2015-04-26,85,False
2015-04-27,74,False
2015-04-28,71,False
2015-04-29,69,False
2015-04-30,69,False
2015-05-01,74,False
2015-05-02,81,False
2015-05-03,85,False
2015-05-04,70,False
2015-05-05,71,False
2015-05-06,75,False
2015-05-07,72,False
2015-05-08,77,False
2015-05-09,84,False
2015-05-10,93,False
2015-05-11,78,False
2015-05-12,73,False
2015-05-13,76,False
2015-05-14,79,False
2015-05-15,79,False
2015-05-16,85,False
2015-05-17,92,False
2015-05-18,77,False
2015-05-19,78,False
2015-05-20,77,False
2015-05-21,76,False
2015-05-22,80,False
2015-05-23,85,False
2015-05-24,87,False
2015-05-25,78,False
2015-05-26,78,False
2015-05-27,76,False
2015-05-28,75,False
2015-05-29,73,False
2015-05-30,83,False
2015-05-31,88,False
2015-06-01,74,False
2015-06-02,73,False
2015-06-03,76,False
2015-06-04,74,False
2015-06-05,75,False
2015-06-06,83,False
2015-06-07,88,False
2015-06-08,76,False
2015-06-09,72,False
2015-06-10,71,False
2015-06-11,74,False
2015-06-12,71,False
2015-06-13,81,False
2015-06-14,85,False
2015-06-15,72,False
2015-06-16,69,False
2015-06-17,70,False
2015-06-18,70,False
2015-06-19,74,False
2015-06-20,80,False
2015-06-21,90,False
2015-06-22,76,False
2015-06-23,68,False
2015-06-24,71,False
2015-06-25,71,False
2015-06-26,70,False
2015-06-27,80,False
2015-06-28,92,False
2015-06-29,83,False
2015-06-30,74,False
2015-07-01,73,False
2015-07-02,73,False
2015-07-03,74,False
2015-07-04,85,False
2015-07-05,95,False
2015-07-06,83,False
2015-07-07,75,False
2015-07-08,72,False
2015-07-09,74,False
2015-07-10,73,False
2015-07-11,87,False
2015-07-12,100,False
2015-07-13,86,False
2015-07-14,79,False
2015-07-15,75,False
2015-07-16,74,False
2015-07-17,74,False
2015-07-18,83,False
2015-07-19,86,False
2015-07-20,80,False
2015-07-21,73,False
2015-07-22,70,False
2015-07-23,72,False
2015-07-24,76,False
2015-07-25,78,False
2015-07-26,84,False
2015-07-27,79,False
2015-07-28,75,False
2015-07-29,72,False
2015-07-30,75,False
2015-07-31,74,False
2015-08-01,76,False
2015-08-02,82,False
2015-08-03,80,False
2015-08-04,74,False
2015-08-05,74,False
2015-08-06,70,False
2015-08-07,73,False
2015-08-08,78,False
2015-08-09,78,False
2015-08-10,80,False
2015-08-11,75,False
2015-08-12,75,False
2015-08-13,70,False
2015-08-14,74,False
2015-08-15,76,False
2015-08-16,79,False
2015-08-17,74,False
2015-08-18,72,False
2015-08-19,72,False
2015-08-20,73,False
2015-08-21,72,False
2015-08-22,79,False
2015-08-23,78,False
2015-08-24,74,False
2015-08-25,70,False
2015-08-26,67,False
2015-08-27,71,False
2015-08-28,69,False
2015-08-29,75,False
2015-08-30,79,False
2015-08-31,75,False
2015-09-01,72,False
2015-09-02,71,False
2015-09-03,72,False
2015-09-04,69,False
2015-09-05,72,False
2015-09-06,77,False
2015-09-07,67,False
2015-09-08,67,False
2015-09-09,64,False
2015-09-10,67,False
2015-09-11,66,False
2015-09-12,70,False
2015-09-13,69,False
2015-09-14,64,False
2015-09-15,64,False
2015-09-16,65,False
2015-09-17,64,False
2015-09-18,73,False
2015-09-19,71,False
2015-09-20,67,False
2015-09-21,67,False
2015-09-22,68,False
2015-09-23,65,False
2015-09-24,68,False
2015-09-25,67,False
2015-09-26,64,False
2015-09-27,67,False
2015-09-28,62,False
2015-09-29,65,False
2015-09-30,62,False
2015-10-01,63,False
2015-10-02,65,False
2015-10-03,74,False
2015-10-04,71,False
2015-10-05,67,False
2015-10-06,65,False
2015-10-07,66,False
2015-10-08,66,False
2015-10-09,67,False
2015-10-10,73,False
2015-10-11,76,False
2015-10-12,69,False
2015-10-13,66,False
2015-10-14,65,False
2015-10-15,68,False
2015-10-16,66,False
2015-10-17,71,False
2015-10-18,72,False
2015-10-19,68,False
2015-10-20,64,False
2015-10-21,65,False
2015-10-22,63,False
2015-10-23,69,False
2015-10-24,72,False
2015-10-25,73,False
2015-10-26,74,False
2015-10-27,68,False
2015-10-28,68,False
2015-10-29,65,False
2015-10-30,68,False
2015-10-31,72,False
2015-11-01,74,False
2015-11-02,74,False
2015-11-03,69,False
2015-11-04,68,False
2015-11-05,66,False
2015-11-06,69,False
2015-11-07,75,False
2015-11-08,78,False
2015-11-09,75,False
2015-11-10,67,False
2015-11-11,72,False
2015-11-12,67,False
2015-11-13,70,False
2015-11-14,72,False
2015-11-15,72,False
2015-11-16,69,False
2015-11-17,66,False
2015-11-18,66,False
2015-11-19,65,False
2015-11-20,70,False
2015-11-21,70,False
2015-11-22,75,False
2015-11-23,73,False
2015-11-24,67,False
2015-11-25,64,False
2015-11-26,62,False
2015-11-27,69,False
2015-11-28,77,False
2015-11-29,77,False
2015-11-30,72,False
2015-12-01,72,False
2015-12-02,70,False
2015-12-03,68,False
2015-12-04,70,False
2015-12-05,76,False
2015-12-06,75,False
2015-12-07,75,False
2015-12-08,70,False
2015-12-09,69,False
2015-12-10,72,False
2015-12-11,71,False
2015-12-12,76,False
2015-12-13,80,False
2015-12-14,76,False
2015-12-15,72,False
2015-12-16,70,False
2015-12-17,68,False
2015-12-18,69,False
2015-12-19,78,False
2015-12-20,78,False
2015-12-21,78,False
2015-12-22,73,False
2015-12-23,69,False
2015-12-24,68,False
2015-12-25,77,False
2015-12-26,89,False
