date,CHKP,isPartial
2012-10-12,0,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,0,False
2012-10-16,24,False
2012-10-17,75,False
2012-10-18,100,False
2012-10-19,53,False
2012-10-20,0,False
2012-10-21,0,False
2012-10-22,25,False
2012-10-23,48,False
2012-10-24,0,False
2012-10-25,51,False
2012-10-26,27,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,0,False
2012-10-30,0,False
2012-10-31,0,False
2012-11-01,26,False
2012-11-02,54,False
2012-11-03,0,False
2012-11-04,0,False
2012-11-05,24,False
2012-11-06,0,False
2012-11-07,0,False
2012-11-08,49,False
2012-11-09,26,False
2012-11-10,0,False
2012-11-11,0,False
2012-11-12,0,False
2012-11-13,49,False
2012-11-14,50,False
2012-11-15,76,False
2012-11-16,0,False
2012-11-17,0,False
2012-11-18,0,False
2012-11-19,48,False
2012-11-20,0,False
2012-11-21,0,False
2012-11-22,0,False
2012-11-23,0,False
2012-11-24,0,False
2012-11-25,0,False
2012-11-26,24,False
2012-11-27,0,False
2012-11-28,48,False
2012-11-29,48,False
2012-11-30,50,False
2012-12-01,29,False
2012-12-02,0,False
2012-12-03,0,False
2012-12-04,23,False
2012-12-05,72,False
2012-12-06,0,False
2012-12-07,0,False
2012-12-08,0,False
2012-12-09,28,False
2012-12-10,0,False
2012-12-11,0,False
2012-12-12,24,False
2012-12-13,24,False
2012-12-14,51,False
2012-12-15,0,False
2012-12-16,0,False
2012-12-17,48,False
2012-12-18,24,False
2012-12-19,25,False
2012-12-20,0,False
2012-12-21,0,False
2012-12-22,0,False
2012-12-23,0,False
2012-12-24,0,False
2012-12-25,0,False
2012-12-26,0,False
2012-12-27,0,False
2012-12-28,53,False
2012-12-29,0,False
2012-12-30,0,False
2012-12-31,0,False
2013-01-01,0,False
2013-01-02,25,False
2013-01-03,24,False
2013-01-04,0,False
2013-01-05,28,False
2013-01-06,0,False
2013-01-07,0,False
2013-01-08,47,False
2013-01-09,0,False
2013-01-10,0,False
2013-01-11,24,False
2013-01-12,27,False
2013-01-13,27,False
2013-01-14,23,False
2013-01-15,23,False
2013-01-16,23,False
2013-01-17,23,False
2013-01-18,24,False
2013-01-19,27,False
2013-01-20,0,False
