date,CHKP,isPartial
2012-01-26,0,False
2012-01-27,88,False
2012-01-28,35,False
2012-01-29,34,False
2012-01-30,28,False
2012-01-31,56,False
2012-02-01,57,False
2012-02-02,28,False
2012-02-03,29,False
2012-02-04,34,False
2012-02-05,0,False
2012-02-06,28,False
2012-02-07,56,False
2012-02-08,28,False
2012-02-09,0,False
2012-02-10,0,False
2012-02-11,0,False
2012-02-12,33,False
2012-02-13,28,False
2012-02-14,28,False
2012-02-15,0,False
2012-02-16,29,False
2012-02-17,60,False
2012-02-18,0,False
2012-02-19,0,False
2012-02-20,29,False
2012-02-21,58,False
2012-02-22,0,False
2012-02-23,42,False
2012-02-24,29,False
2012-02-25,34,False
2012-02-26,33,False
2012-02-27,0,False
2012-02-28,28,False
2012-02-29,28,False
2012-03-01,29,False
2012-03-02,0,False
2012-03-03,0,False
2012-03-04,35,False
2012-03-05,0,False
2012-03-06,83,False
2012-03-07,0,False
2012-03-08,57,False
2012-03-09,0,False
2012-03-10,0,False
2012-03-11,0,False
2012-03-12,28,False
2012-03-13,0,False
2012-03-14,56,False
2012-03-15,28,False
2012-03-16,0,False
2012-03-17,0,False
2012-03-18,0,False
2012-03-19,28,False
2012-03-20,55,False
2012-03-21,28,False
2012-03-22,0,False
2012-03-23,30,False
2012-03-24,0,False
2012-03-25,0,False
2012-03-26,56,False
2012-03-27,28,False
2012-03-28,0,False
2012-03-29,0,False
2012-03-30,30,False
2012-03-31,0,False
2012-04-01,0,False
2012-04-02,0,False
2012-04-03,28,False
2012-04-04,0,False
2012-04-05,0,False
2012-04-06,33,False
2012-04-07,0,False
2012-04-08,0,False
2012-04-09,51,False
2012-04-10,0,False
2012-04-11,0,False
2012-04-12,28,False
2012-04-13,29,False
2012-04-14,33,False
2012-04-15,0,False
2012-04-16,55,False
2012-04-17,0,False
2012-04-18,0,False
2012-04-19,28,False
2012-04-20,29,False
2012-04-21,0,False
2012-04-22,0,False
2012-04-23,68,False
2012-04-24,41,False
2012-04-25,55,False
2012-04-26,56,False
2012-04-27,30,False
2012-04-28,34,False
2012-04-29,0,False
2012-04-30,29,False
2012-05-01,0,False
2012-05-02,28,False
2012-05-03,0,False
2012-05-04,29,False
2012-05-05,100,False
2012-05-06,0,False
2012-05-07,41,False
2012-05-08,27,False
2012-05-09,27,False
2012-05-10,28,False
2012-05-11,29,False
2012-05-12,0,False
2012-05-13,0,False
2012-05-14,0,False
2012-05-15,27,False
2012-05-16,55,False
2012-05-17,57,False
2012-05-18,0,False
2012-05-19,0,False
2012-05-20,0,False
2012-05-21,55,False
2012-05-22,27,False
2012-05-23,28,False
2012-05-24,56,False
2012-05-25,44,False
2012-05-26,0,False
2012-05-27,0,False
2012-05-28,0,False
2012-05-29,0,False
2012-05-30,41,False
2012-05-31,27,False
2012-06-01,29,False
2012-06-02,0,False
2012-06-03,34,False
2012-06-04,27,False
2012-06-05,27,False
2012-06-06,27,False
2012-06-07,56,False
2012-06-08,29,False
2012-06-09,0,False
2012-06-10,0,False
2012-06-11,27,False
2012-06-12,0,False
2012-06-13,27,False
2012-06-14,0,False
2012-06-15,29,False
2012-06-16,0,False
2012-06-17,0,False
2012-06-18,27,False
2012-06-19,41,False
2012-06-20,68,False
2012-06-21,28,False
2012-06-22,58,False
2012-06-23,0,False
2012-06-24,0,False
2012-06-25,54,False
2012-06-26,55,False
2012-06-27,55,False
2012-06-28,56,False
2012-06-29,59,False
2012-06-30,35,False
2012-07-01,0,False
2012-07-02,28,False
