date,CHKP,isPartial
2013-11-06,0,False
2013-11-07,38,False
2013-11-08,0,False
2013-11-09,0,False
2013-11-10,0,False
2013-11-11,0,False
2013-11-12,18,False
2013-11-13,19,False
2013-11-14,0,False
2013-11-15,39,False
2013-11-16,0,False
2013-11-17,21,False
2013-11-18,0,False
2013-11-19,54,False
2013-11-20,18,False
2013-11-21,19,False
2013-11-22,0,False
2013-11-23,22,False
2013-11-24,0,False
2013-11-25,18,False
2013-11-26,36,False
2013-11-27,37,False
2013-11-28,39,False
2013-11-29,0,False
2013-11-30,0,False
2013-12-01,0,False
2013-12-02,18,False
2013-12-03,0,False
2013-12-04,36,False
2013-12-05,37,False
2013-12-06,19,False
2013-12-07,22,False
2013-12-08,0,False
2013-12-09,0,False
2013-12-10,0,False
2013-12-11,0,False
2013-12-12,0,False
2013-12-13,19,False
2013-12-14,0,False
2013-12-15,0,False
2013-12-16,0,False
2013-12-17,19,False
2013-12-18,0,False
2013-12-19,58,False
2013-12-20,20,False
2013-12-21,0,False
2013-12-22,23,False
2013-12-23,0,False
2013-12-24,0,False
2013-12-25,0,False
2013-12-26,21,False
2013-12-27,0,False
2013-12-28,0,False
2013-12-29,0,False
2013-12-30,20,False
2013-12-31,22,False
2014-01-01,0,False
2014-01-02,0,False
2014-01-03,38,False
2014-01-04,0,False
2014-01-05,0,False
2014-01-06,18,False
2014-01-07,0,False
2014-01-08,36,False
2014-01-09,0,False
2014-01-10,37,False
2014-01-11,0,False
2014-01-12,0,False
2014-01-13,35,False
2014-01-14,0,False
2014-01-15,0,False
2014-01-16,0,False
2014-01-17,0,False
2014-01-18,0,False
2014-01-19,0,False
2014-01-20,17,False
2014-01-21,17,False
2014-01-22,0,False
2014-01-23,0,False
2014-01-24,18,False
2014-01-25,21,False
2014-01-26,0,False
2014-01-27,0,False
2014-01-28,69,False
2014-01-29,35,False
2014-01-30,0,False
2014-01-31,18,False
2014-02-01,21,False
2014-02-02,40,False
2014-02-03,35,False
2014-02-04,86,False
2014-02-05,17,False
2014-02-06,0,False
2014-02-07,40,False
2014-02-08,20,False
2014-02-09,0,False
2014-02-10,0,False
2014-02-11,17,False
2014-02-12,35,False
2014-02-13,35,False
2014-02-14,36,False
2014-02-15,0,False
2014-02-16,0,False
2014-02-17,0,False
2014-02-18,17,False
2014-02-19,17,False
2014-02-20,0,False
2014-02-21,55,False
2014-02-22,20,False
2014-02-23,20,False
2014-02-24,17,False
2014-02-25,0,False
2014-02-26,0,False
2014-02-27,70,False
2014-02-28,0,False
2014-03-01,0,False
2014-03-02,0,False
2014-03-03,0,False
2014-03-04,0,False
2014-03-05,35,False
2014-03-06,18,False
2014-03-07,0,False
2014-03-08,0,False
2014-03-09,0,False
2014-03-10,0,False
2014-03-11,0,False
2014-03-12,0,False
2014-03-13,18,False
2014-03-14,37,False
2014-03-15,21,False
2014-03-16,0,False
2014-03-17,35,False
2014-03-18,0,False
2014-03-19,0,False
2014-03-20,18,False
2014-03-21,0,False
2014-03-22,0,False
2014-03-23,0,False
2014-03-24,68,False
2014-03-25,17,False
2014-03-26,17,False
2014-03-27,18,False
2014-03-28,0,False
2014-03-29,0,False
2014-03-30,20,False
2014-03-31,0,False
2014-04-01,0,False
2014-04-02,17,False
2014-04-03,17,False
2014-04-04,0,False
2014-04-05,0,False
2014-04-06,0,False
2014-04-07,34,False
2014-04-08,0,False
2014-04-09,17,False
2014-04-10,35,False
2014-04-11,19,False
2014-04-12,0,False
2014-04-13,0,False
2014-04-14,0,False
2014-04-15,0,False
2014-04-16,36,False
2014-04-17,0,False
2014-04-18,0,False
2014-04-19,0,False
2014-04-20,0,False
2014-04-21,0,False
2014-04-22,70,False
2014-04-23,0,False
2014-04-24,0,False
2014-04-25,37,False
2014-04-26,0,False
2014-04-27,20,False
2014-04-28,35,False
2014-04-29,17,False
2014-04-30,52,False
2014-05-01,39,False
2014-05-02,19,False
2014-05-03,0,False
2014-05-04,0,False
2014-05-05,17,False
2014-05-06,0,False
2014-05-07,34,False
2014-05-08,0,False
2014-05-09,37,False
2014-05-10,0,False
2014-05-11,41,False
2014-05-12,0,False
2014-05-13,17,False
2014-05-14,17,False
2014-05-15,18,False
2014-05-16,54,False
2014-05-17,0,False
2014-05-18,0,False
2014-05-19,0,False
2014-05-20,34,False
2014-05-21,19,False
2014-05-22,39,False
2014-05-23,20,False
2014-05-24,0,False
2014-05-25,0,False
2014-05-26,0,False
2014-05-27,19,False
2014-05-28,0,False
2014-05-29,39,False
2014-05-30,0,False
2014-05-31,0,False
2014-06-01,0,False
2014-06-02,0,False
2014-06-03,19,False
2014-06-04,38,False
2014-06-05,19,False
2014-06-06,20,False
2014-06-07,0,False
2014-06-08,0,False
2014-06-09,20,False
2014-06-10,20,False
2014-06-11,0,False
2014-06-12,20,False
2014-06-13,20,False
2014-06-14,0,False
2014-06-15,0,False
2014-06-16,0,False
2014-06-17,19,False
2014-06-18,19,False
2014-06-19,40,False
2014-06-20,0,False
2014-06-21,0,False
2014-06-22,0,False
2014-06-23,20,False
2014-06-24,0,False
2014-06-25,0,False
2014-06-26,0,False
2014-06-27,21,False
2014-06-28,0,False
2014-06-29,24,False
2014-06-30,20,False
2014-07-01,0,False
2014-07-02,100,False
2014-07-03,0,False
2014-07-04,0,False
2014-07-05,0,False
2014-07-06,0,False
2014-07-07,20,False
2014-07-08,0,False
2014-07-09,0,False
2014-07-10,39,False
2014-07-11,20,False
2014-07-12,24,False
2014-07-13,0,False
2014-07-14,0,False
2014-07-15,0,False
2014-07-16,0,False
2014-07-17,0,False
2014-07-18,21,False
2014-07-19,0,False
2014-07-20,0,False
2014-07-21,0,False
2014-07-22,0,False
2014-07-23,60,False
2014-07-24,0,False
