date,CHKP,isPartial
2017-10-06,26,False
2017-10-07,7,False
2017-10-08,7,False
2017-10-09,12,False
2017-10-10,6,False
2017-10-11,18,False
2017-10-12,6,False
2017-10-13,13,False
2017-10-14,0,False
2017-10-15,0,False
2017-10-16,12,False
2017-10-17,18,False
2017-10-18,12,False
2017-10-19,6,False
2017-10-20,20,False
2017-10-21,0,False
2017-10-22,7,False
2017-10-23,6,False
2017-10-24,18,False
2017-10-25,31,False
2017-10-26,0,False
2017-10-27,19,False
2017-10-28,7,False
2017-10-29,14,False
2017-10-30,12,False
2017-10-31,25,False
2017-11-01,100,False
2017-11-02,19,False
2017-11-03,19,False
2017-11-04,7,False
2017-11-05,0,False
2017-11-06,24,False
2017-11-07,6,False
2017-11-08,18,False
2017-11-09,6,False
2017-11-10,25,False
2017-11-11,0,False
2017-11-12,7,False
2017-11-13,6,False
2017-11-14,42,False
2017-11-15,42,False
2017-11-16,36,False
2017-11-17,13,False
2017-11-18,21,False
2017-11-19,0,False
2017-11-20,42,False
2017-11-21,6,False
2017-11-22,12,False
2017-11-23,25,False
2017-11-24,12,False
2017-11-25,7,False
2017-11-26,0,False
2017-11-27,6,False
2017-11-28,6,False
2017-11-29,18,False
2017-11-30,31,False
2017-12-01,13,False
2017-12-02,0,False
2017-12-03,7,False
2017-12-04,18,False
2017-12-05,12,False
2017-12-06,24,False
2017-12-07,6,False
2017-12-08,13,False
2017-12-09,21,False
2017-12-10,13,False
2017-12-11,12,False
2017-12-12,0,False
2017-12-13,6,False
2017-12-14,6,False
2017-12-15,13,False
2017-12-16,7,False
2017-12-17,0,False
2017-12-18,18,False
2017-12-19,18,False
2017-12-20,31,False
2017-12-21,6,False
2017-12-22,27,False
2017-12-23,0,False
2017-12-24,0,False
2017-12-25,0,False
2017-12-26,0,False
2017-12-27,13,False
2017-12-28,13,False
2017-12-29,7,False
2017-12-30,7,False
2017-12-31,8,False
2018-01-01,0,False
2018-01-02,12,False
2018-01-03,24,False
2018-01-04,36,False
2018-01-05,12,False
2018-01-06,7,False
2018-01-07,13,False
2018-01-08,18,False
2018-01-09,23,False
2018-01-10,0,False
2018-01-11,12,False
2018-01-12,6,False
2018-01-13,0,False
2018-01-14,0,False
2018-01-15,6,False
2018-01-16,6,False
2018-01-17,23,False
2018-01-18,6,False
2018-01-19,12,False
2018-01-20,0,False
2018-01-21,7,False
2018-01-22,12,False
2018-01-23,17,False
2018-01-24,0,False
2018-01-25,0,False
2018-01-26,12,False
2018-01-27,0,False
2018-01-28,13,False
2018-01-29,6,False
2018-01-30,6,False
2018-01-31,35,False
2018-02-01,0,False
2018-02-02,18,False
2018-02-03,0,False
2018-02-04,0,False
2018-02-05,17,False
2018-02-06,29,False
2018-02-07,12,False
2018-02-08,18,False
2018-02-09,18,False
2018-02-10,0,False
2018-02-11,7,False
2018-02-12,0,False
2018-02-13,0,False
2018-02-14,24,False
2018-02-15,24,False
2018-02-16,0,False
2018-02-17,0,False
2018-02-18,0,False
2018-02-19,0,False
2018-02-20,11,False
2018-02-21,17,False
2018-02-22,17,False
2018-02-23,6,False
2018-02-24,0,False
2018-02-25,6,False
2018-02-26,23,False
2018-02-27,6,False
2018-02-28,6,False
2018-03-01,17,False
2018-03-02,6,False
2018-03-03,7,False
2018-03-04,6,False
2018-03-05,23,False
2018-03-06,6,False
2018-03-07,6,False
2018-03-08,12,False
2018-03-09,6,False
2018-03-10,7,False
2018-03-11,0,False
2018-03-12,11,False
2018-03-13,6,False
2018-03-14,11,False
2018-03-15,0,False
2018-03-16,0,False
2018-03-17,0,False
2018-03-18,6,False
2018-03-19,6,False
2018-03-20,23,False
2018-03-21,0,False
2018-03-22,6,False
2018-03-23,0,False
2018-03-24,7,False
2018-03-25,7,False
2018-03-26,6,False
2018-03-27,12,False
2018-03-28,6,False
2018-03-29,12,False
2018-03-30,20,False
2018-03-31,0,False
2018-04-01,7,False
2018-04-02,6,False
2018-04-03,17,False
2018-04-04,12,False
2018-04-05,6,False
2018-04-06,12,False
2018-04-07,0,False
2018-04-08,0,False
2018-04-09,23,False
2018-04-10,11,False
2018-04-11,23,False
2018-04-12,17,False
2018-04-13,6,False
2018-04-14,0,False
2018-04-15,0,False
2018-04-16,6,False
2018-04-17,6,False
2018-04-18,6,False
2018-04-19,0,False
2018-04-20,12,False
2018-04-21,0,False
2018-04-22,0,False
2018-04-23,11,False
2018-04-24,11,False
2018-04-25,29,False
2018-04-26,17,False
2018-04-27,12,False
2018-04-28,7,False
2018-04-29,0,False
2018-04-30,24,False
2018-05-01,6,False
2018-05-02,6,False
2018-05-03,17,False
2018-05-04,30,False
2018-05-05,7,False
2018-05-06,7,False
2018-05-07,0,False
2018-05-08,6,False
2018-05-09,23,False
2018-05-10,12,False
2018-05-11,12,False
2018-05-12,20,False
2018-05-13,0,False
2018-05-14,0,False
2018-05-15,17,False
2018-05-16,29,False
2018-05-17,12,False
2018-05-18,25,False
2018-05-19,21,False
2018-05-20,7,False
2018-05-21,6,False
2018-05-22,6,False
2018-05-23,0,False
2018-05-24,6,False
2018-05-25,0,False
2018-05-26,0,False
2018-05-27,0,False
2018-05-28,12,False
2018-05-29,6,False
2018-05-30,6,False
2018-05-31,6,False
2018-06-01,25,False
