date,CHKP,isPartial
2013-02-19,0,False
2013-02-20,41,False
2013-02-21,27,False
2013-02-22,29,False
2013-02-23,0,False
2013-02-24,0,False
2013-02-25,26,False
2013-02-26,54,False
2013-02-27,27,False
2013-02-28,0,False
2013-03-01,56,False
2013-03-02,0,False
2013-03-03,65,False
2013-03-04,27,False
2013-03-05,27,False
2013-03-06,27,False
2013-03-07,27,False
2013-03-08,56,False
2013-03-09,0,False
2013-03-10,31,False
2013-03-11,0,False
2013-03-12,52,False
2013-03-13,0,False
2013-03-14,27,False
2013-03-15,28,False
2013-03-16,94,False
2013-03-17,31,False
2013-03-18,27,False
2013-03-19,0,False
2013-03-20,27,False
2013-03-21,81,False
2013-03-22,0,False
2013-03-23,31,False
2013-03-24,0,False
2013-03-25,27,False
2013-03-26,0,False
2013-03-27,27,False
2013-03-28,0,False
2013-03-29,31,False
2013-03-30,0,False
2013-03-31,0,False
2013-04-01,28,False
2013-04-02,27,False
2013-04-03,40,False
2013-04-04,0,False
2013-04-05,27,False
2013-04-06,0,False
2013-04-07,0,False
2013-04-08,26,False
2013-04-09,52,False
2013-04-10,26,False
2013-04-11,27,False
2013-04-12,28,False
2013-04-13,0,False
2013-04-14,32,False
2013-04-15,27,False
2013-04-16,27,False
2013-04-17,40,False
2013-04-18,27,False
2013-04-19,0,False
2013-04-20,0,False
2013-04-21,31,False
2013-04-22,79,False
2013-04-23,66,False
2013-04-24,67,False
2013-04-25,83,False
2013-04-26,28,False
2013-04-27,32,False
2013-04-28,32,False
2013-04-29,53,False
2013-04-30,0,False
2013-05-01,29,False
2013-05-02,27,False
2013-05-03,29,False
2013-05-04,0,False
2013-05-05,0,False
2013-05-06,27,False
2013-05-07,53,False
2013-05-08,54,False
2013-05-09,0,False
2013-05-10,57,False
2013-05-11,32,False
2013-05-12,32,False
2013-05-13,79,False
2013-05-14,26,False
2013-05-15,53,False
2013-05-16,26,False
2013-05-17,28,False
2013-05-18,32,False
2013-05-19,64,False
2013-05-20,27,False
2013-05-21,78,False
2013-05-22,26,False
2013-05-23,53,False
2013-05-24,0,False
2013-05-25,32,False
2013-05-26,0,False
2013-05-27,41,False
2013-05-28,26,False
2013-05-29,0,False
2013-05-30,27,False
2013-05-31,0,False
2013-06-01,32,False
2013-06-02,0,False
2013-06-03,26,False
2013-06-04,26,False
2013-06-05,39,False
2013-06-06,27,False
2013-06-07,55,False
2013-06-08,0,False
2013-06-09,32,False
2013-06-10,0,False
2013-06-11,26,False
2013-06-12,26,False
2013-06-13,53,False
2013-06-14,28,False
2013-06-15,0,False
2013-06-16,0,False
2013-06-17,26,False
2013-06-18,26,False
2013-06-19,40,False
2013-06-20,40,False
2013-06-21,0,False
2013-06-22,0,False
2013-06-23,0,False
2013-06-24,53,False
2013-06-25,26,False
2013-06-26,27,False
2013-06-27,27,False
2013-06-28,28,False
2013-06-29,33,False
2013-06-30,0,False
2013-07-01,27,False
2013-07-02,27,False
2013-07-03,27,False
2013-07-04,28,False
2013-07-05,29,False
2013-07-06,34,False
2013-07-07,0,False
2013-07-08,81,False
2013-07-09,27,False
2013-07-10,40,False
2013-07-11,27,False
2013-07-12,29,False
2013-07-13,0,False
2013-07-14,0,False
2013-07-15,0,False
2013-07-16,27,False
2013-07-17,55,False
2013-07-18,42,False
2013-07-19,29,False
2013-07-20,34,False
2013-07-21,33,False
2013-07-22,40,False
2013-07-23,53,False
2013-07-24,0,False
2013-07-25,0,False
2013-07-26,57,False
2013-07-27,66,False
