date,CHKP,isPartial
2016-05-04,0,False
2016-05-05,0,False
2016-05-06,7,False
2016-05-07,0,False
2016-05-08,0,False
2016-05-09,20,False
2016-05-10,7,False
2016-05-11,7,False
2016-05-12,0,False
2016-05-13,0,False
2016-05-14,0,False
2016-05-15,0,False
2016-05-16,7,False
2016-05-17,26,False
2016-05-18,7,False
2016-05-19,13,False
2016-05-20,14,False
2016-05-21,0,False
2016-05-22,0,False
2016-05-23,0,False
2016-05-24,13,False
2016-05-25,7,False
2016-05-26,14,False
2016-05-27,0,False
2016-05-28,0,False
2016-05-29,0,False
2016-05-30,7,False
2016-05-31,0,False
2016-06-01,7,False
2016-06-02,7,False
2016-06-03,0,False
2016-06-04,0,False
2016-06-05,0,False
2016-06-06,0,False
2016-06-07,0,False
2016-06-08,0,False
2016-06-09,7,False
2016-06-10,0,False
2016-06-11,0,False
2016-06-12,0,False
2016-06-13,7,False
2016-06-14,7,False
2016-06-15,0,False
2016-06-16,27,False
2016-06-17,14,False
2016-06-18,0,False
2016-06-19,0,False
2016-06-20,7,False
2016-06-21,7,False
2016-06-22,13,False
2016-06-23,14,False
2016-06-24,14,False
2016-06-25,0,False
2016-06-26,0,False
2016-06-27,13,False
2016-06-28,0,False
2016-06-29,14,False
2016-06-30,7,False
2016-07-01,0,False
2016-07-02,0,False
2016-07-03,0,False
2016-07-04,14,False
2016-07-05,0,False
2016-07-06,7,False
2016-07-07,15,False
2016-07-08,0,False
2016-07-09,0,False
2016-07-10,8,False
2016-07-11,14,False
2016-07-12,0,False
2016-07-13,0,False
2016-07-14,0,False
2016-07-15,7,False
2016-07-16,8,False
2016-07-17,0,False
2016-07-18,0,False
2016-07-19,0,False
2016-07-20,7,False
2016-07-21,0,False
2016-07-22,0,False
2016-07-23,0,False
2016-07-24,0,False
2016-07-25,14,False
2016-07-26,21,False
2016-07-27,14,False
2016-07-28,7,False
2016-07-29,7,False
2016-07-30,17,False
2016-07-31,0,False
2016-08-01,7,False
2016-08-02,14,False
2016-08-03,0,False
2016-08-04,7,False
2016-08-05,8,False
2016-08-06,0,False
2016-08-07,0,False
2016-08-08,0,False
2016-08-09,14,False
2016-08-10,7,False
2016-08-11,23,False
2016-08-12,0,False
2016-08-13,0,False
2016-08-14,0,False
2016-08-15,0,False
2016-08-16,22,False
2016-08-17,15,False
2016-08-18,8,False
2016-08-19,16,False
2016-08-20,0,False
2016-08-21,0,False
2016-08-22,0,False
