date,BIDU,isPartial
2017-10-06,63,False
2017-10-07,70,False
2017-10-08,65,False
2017-10-09,76,False
2017-10-10,84,False
2017-10-11,84,False
2017-10-12,56,False
2017-10-13,72,False
2017-10-14,70,False
2017-10-15,69,False
2017-10-16,92,False
2017-10-17,74,False
2017-10-18,82,False
2017-10-19,77,False
2017-10-20,73,False
2017-10-21,72,False
2017-10-22,51,False
2017-10-23,87,False
2017-10-24,77,False
2017-10-25,67,False
2017-10-26,97,False
2017-10-27,98,False
2017-10-28,66,False
2017-10-29,67,False
2017-10-30,90,False
2017-10-31,88,False
2017-11-01,73,False
2017-11-02,74,False
2017-11-03,83,False
2017-11-04,59,False
2017-11-05,59,False
2017-11-06,74,False
2017-11-07,76,False
2017-11-08,71,False
2017-11-09,76,False
2017-11-10,75,False
2017-11-11,57,False
2017-11-12,64,False
2017-11-13,73,False
2017-11-14,75,False
2017-11-15,58,False
2017-11-16,70,False
2017-11-17,85,False
2017-11-18,67,False
2017-11-19,57,False
2017-11-20,68,False
2017-11-21,85,False
2017-11-22,77,False
2017-11-23,59,False
2017-11-24,70,False
2017-11-25,50,False
2017-11-26,65,False
2017-11-27,72,False
2017-11-28,78,False
2017-11-29,77,False
2017-11-30,70,False
2017-12-01,72,False
2017-12-02,64,False
2017-12-03,54,False
2017-12-04,76,False
2017-12-05,75,False
2017-12-06,84,False
2017-12-07,72,False
2017-12-08,62,False
2017-12-09,74,False
2017-12-10,69,False
2017-12-11,75,False
2017-12-12,70,False
2017-12-13,71,False
2017-12-14,80,False
2017-12-15,73,False
2017-12-16,68,False
2017-12-17,63,False
2017-12-18,77,False
2017-12-19,86,False
2017-12-20,69,False
2017-12-21,77,False
2017-12-22,73,False
2017-12-23,55,False
2017-12-24,64,False
2017-12-25,71,False
2017-12-26,83,False
2017-12-27,100,False
2017-12-28,69,False
2017-12-29,87,False
2017-12-30,64,False
2017-12-31,70,False
2018-01-01,69,False
2018-01-02,95,False
2018-01-03,89,False
2018-01-04,89,False
2018-01-05,79,False
2018-01-06,59,False
2018-01-07,54,False
2018-01-08,83,False
2018-01-09,91,False
2018-01-10,75,False
2018-01-11,80,False
2018-01-12,76,False
2018-01-13,62,False
2018-01-14,59,False
2018-01-15,66,False
2018-01-16,84,False
2018-01-17,74,False
2018-01-18,83,False
2018-01-19,74,False
2018-01-20,77,False
2018-01-21,66,False
2018-01-22,80,False
2018-01-23,82,False
2018-01-24,92,False
2018-01-25,94,False
2018-01-26,78,False
2018-01-27,71,False
2018-01-28,67,False
2018-01-29,85,False
2018-01-30,81,False
2018-01-31,81,False
2018-02-01,90,False
2018-02-02,68,False
2018-02-03,68,False
2018-02-04,56,False
2018-02-05,89,False
2018-02-06,87,False
2018-02-07,86,False
2018-02-08,69,False
2018-02-09,83,False
2018-02-10,57,False
2018-02-11,60,False
2018-02-12,62,False
2018-02-13,80,False
2018-02-14,90,False
2018-02-15,80,False
2018-02-16,78,False
2018-02-17,62,False
2018-02-18,56,False
2018-02-19,65,False
2018-02-20,68,False
2018-02-21,73,False
2018-02-22,70,False
2018-02-23,79,False
2018-02-24,63,False
2018-02-25,47,False
2018-02-26,79,False
2018-02-27,71,False
2018-02-28,74,False
2018-03-01,76,False
2018-03-02,77,False
2018-03-03,64,False
2018-03-04,55,False
2018-03-05,77,False
2018-03-06,72,False
2018-03-07,76,False
2018-03-08,73,False
2018-03-09,71,False
2018-03-10,58,False
2018-03-11,57,False
2018-03-12,70,False
2018-03-13,76,False
2018-03-14,72,False
2018-03-15,74,False
2018-03-16,74,False
2018-03-17,51,False
2018-03-18,58,False
2018-03-19,75,False
2018-03-20,67,False
2018-03-21,70,False
2018-03-22,78,False
2018-03-23,80,False
2018-03-24,66,False
2018-03-25,62,False
2018-03-26,67,False
2018-03-27,85,False
2018-03-28,71,False
2018-03-29,61,False
2018-03-30,38,False
2018-03-31,63,False
2018-04-01,76,False
2018-04-02,90,False
2018-04-03,82,False
2018-04-04,73,False
2018-04-05,77,False
2018-04-06,77,False
2018-04-07,66,False
2018-04-08,56,False
2018-04-09,75,False
2018-04-10,69,False
2018-04-11,75,False
2018-04-12,70,False
2018-04-13,69,False
2018-04-14,56,False
2018-04-15,66,False
2018-04-16,76,False
2018-04-17,80,False
2018-04-18,76,False
2018-04-19,60,False
2018-04-20,57,False
2018-04-21,63,False
2018-04-22,70,False
2018-04-23,74,False
2018-04-24,69,False
2018-04-25,72,False
2018-04-26,87,False
2018-04-27,90,False
2018-04-28,56,False
2018-04-29,58,False
2018-04-30,77,False
2018-05-01,53,False
2018-05-02,72,False
2018-05-03,74,False
2018-05-04,71,False
2018-05-05,57,False
2018-05-06,59,False
2018-05-07,74,False
2018-05-08,67,False
2018-05-09,68,False
2018-05-10,64,False
2018-05-11,64,False
2018-05-12,48,False
2018-05-13,52,False
2018-05-14,65,False
2018-05-15,75,False
2018-05-16,60,False
2018-05-17,74,False
2018-05-18,100,False
2018-05-19,62,False
2018-05-20,58,False
2018-05-21,86,False
2018-05-22,88,False
2018-05-23,79,False
2018-05-24,77,False
2018-05-25,76,False
2018-05-26,63,False
2018-05-27,62,False
2018-05-28,65,False
2018-05-29,60,False
2018-05-30,78,False
2018-05-31,59,False
2018-06-01,76,False
