date,BIDU,isPartial
2018-02-13,83,False
2018-02-14,93,False
2018-02-15,87,False
2018-02-16,81,False
2018-02-17,71,False
2018-02-18,66,False
2018-02-19,80,False
2018-02-20,74,False
2018-02-21,76,False
2018-02-22,76,False
2018-02-23,82,False
2018-02-24,73,False
2018-02-25,52,False
2018-02-26,89,False
2018-02-27,82,False
2018-02-28,71,False
2018-03-01,79,False
2018-03-02,86,False
2018-03-03,62,False
2018-03-04,67,False
2018-03-05,72,False
2018-03-06,83,False
2018-03-07,75,False
2018-03-08,73,False
2018-03-09,83,False
2018-03-10,58,False
2018-03-11,62,False
2018-03-12,76,False
2018-03-13,80,False
2018-03-14,88,False
2018-03-15,80,False
2018-03-16,72,False
2018-03-17,66,False
2018-03-18,76,False
2018-03-19,83,False
2018-03-20,72,False
2018-03-21,78,False
2018-03-22,85,False
2018-03-23,91,False
2018-03-24,75,False
2018-03-25,66,False
2018-03-26,66,False
2018-03-27,90,False
2018-03-28,78,False
2018-03-29,77,False
2018-03-30,48,False
2018-03-31,58,False
2018-04-01,65,False
2018-04-02,91,False
2018-04-03,80,False
2018-04-04,76,False
2018-04-05,78,False
2018-04-06,80,False
2018-04-07,59,False
2018-04-08,57,False
2018-04-09,84,False
2018-04-10,73,False
2018-04-11,89,False
2018-04-12,89,False
2018-04-13,66,False
2018-04-14,56,False
2018-04-15,74,False
2018-04-16,83,False
2018-04-17,82,False
2018-04-18,76,False
2018-04-19,65,False
2018-04-20,67,False
2018-04-21,55,False
2018-04-22,73,False
2018-04-23,68,False
2018-04-24,80,False
2018-04-25,72,False
2018-04-26,86,False
2018-04-27,88,False
2018-04-28,65,False
2018-04-29,59,False
2018-04-30,71,False
2018-05-01,69,False
2018-05-02,69,False
2018-05-03,82,False
2018-05-04,72,False
2018-05-05,65,False
2018-05-06,61,False
2018-05-07,78,False
2018-05-08,68,False
2018-05-09,70,False
2018-05-10,65,False
2018-05-11,72,False
2018-05-12,49,False
2018-05-13,59,False
2018-05-14,80,False
2018-05-15,73,False
2018-05-16,68,False
2018-05-17,90,False
2018-05-18,87,False
2018-05-19,63,False
2018-05-20,64,False
2018-05-21,100,False
2018-05-22,87,False
2018-05-23,88,False
2018-05-24,74,False
2018-05-25,67,False
2018-05-26,58,False
2018-05-27,68,False
2018-05-28,69,False
2018-05-29,79,False
2018-05-30,85,False
2018-05-31,59,False
2018-06-01,76,False
