date,inheritance
2012-10-12,61
2012-10-13,52
2012-10-14,52
2012-10-15,65
2012-10-16,72
2012-10-17,77
2012-10-18,71
2012-10-19,63
2012-10-20,46
2012-10-21,51
2012-10-22,68
2012-10-23,68
2012-10-24,72
2012-10-25,71
2012-10-26,61
2012-10-27,43
2012-10-28,52
2012-10-29,66
2012-10-30,67
2012-10-31,67
2012-11-01,67
2012-11-02,58
2012-11-03,51
2012-11-04,59
2012-11-05,65
2012-11-06,70
2012-11-07,75
2012-11-08,69
2012-11-09,63
2012-11-10,49
2012-11-11,48
2012-11-12,69
2012-11-13,64
2012-11-14,68
2012-11-15,71
2012-11-16,61
2012-11-17,54
2012-11-18,56
2012-11-19,71
2012-11-20,69
2012-11-21,54
2012-11-22,54
2012-11-23,50
2012-11-24,52
2012-11-25,52
2012-11-26,73
2012-11-27,68
2012-11-28,75
2012-11-29,71
2012-11-30,67
2012-12-01,60
2012-12-02,54
2012-12-03,68
2012-12-04,62
2012-12-05,77
2012-12-06,79
2012-12-07,67
2012-12-08,51
2012-12-09,55
2012-12-10,70
2012-12-11,72
2012-12-12,75
2012-12-13,73
2012-12-14,56
2012-12-15,44
2012-12-16,54
2012-12-17,65
2012-12-18,70
2012-12-19,58
2012-12-20,62
2012-12-21,52
2012-12-22,35
2012-12-23,46
2012-12-24,44
2012-12-25,42
2012-12-26,48
2012-12-27,53
2012-12-28,55
2012-12-29,47
2012-12-30,50
2012-12-31,55
2013-01-01,63
2013-01-02,74
2013-01-03,68
2013-01-04,63
2013-01-05,54
2013-01-06,54
2013-01-07,69
2013-01-08,72
2013-01-09,69
2013-01-10,68
2013-01-11,70
2013-01-12,53
2013-01-13,65
2013-01-14,79
2013-01-15,73
2013-01-16,72
2013-01-17,75
2013-01-18,69
2013-01-19,56
2013-01-20,58
2013-01-21,74
2013-01-22,83
2013-01-23,75
2013-01-24,75
2013-01-25,69
2013-01-26,54
2013-01-27,64
2013-01-28,80
2013-01-29,86
2013-01-30,76
2013-01-31,73
2013-02-01,70
2013-02-02,69
2013-02-03,70
2013-02-04,88
2013-02-05,86
2013-02-06,79
2013-02-07,81
2013-02-08,72
2013-02-09,62
2013-02-10,92
2013-02-11,100
2013-02-12,87
2013-02-13,75
2013-02-14,69
2013-02-15,68
2013-02-16,57
2013-02-17,69
2013-02-18,79
2013-02-19,78
2013-02-20,77
2013-02-21,73
2013-02-22,75
2013-02-23,59
2013-02-24,69
2013-02-25,84
2013-02-26,85
2013-02-27,78
2013-02-28,88
2013-03-01,73
2013-03-02,61
2013-03-03,65
2013-03-04,84
2013-03-05,75
2013-03-06,74
2013-03-07,85
2013-03-08,70
2013-03-09,61
2013-03-10,75
2013-03-11,77
2013-03-12,84
2013-03-13,79
2013-03-14,73
2013-03-15,68
2013-03-16,62
2013-03-17,69
2013-03-18,81
2013-03-19,83
2013-03-20,87
2013-03-21,79
2013-03-22,79
2013-03-23,61
2013-03-24,72
2013-03-25,80
2013-03-26,84
2013-03-27,82
2013-03-28,73
2013-03-29,64
2013-03-30,63
2013-03-31,72
2013-04-01,74
2013-04-02,81
2013-04-03,84
2013-04-04,76
2013-04-05,77
2013-04-06,61
2013-04-07,70
2013-04-08,88
2013-04-09,78
2013-04-10,81
2013-04-11,79
2013-04-12,70
2013-04-13,67
2013-04-14,79
2013-04-15,85
2013-04-16,89
2013-04-17,84
2013-04-18,82
2013-04-19,72
2013-04-20,65
2013-04-21,71
2013-04-22,83
2013-04-23,84
2013-04-24,81
2013-04-25,90
2013-04-26,65
2013-04-27,60
2013-04-28,72
2013-04-29,81
2013-04-30,79
2013-05-01,79
2013-05-02,71
2013-05-03,65
2013-05-04,58
2013-05-05,72
2013-05-06,77
2013-05-07,76
2013-05-08,69
2013-05-09,72
2013-05-10,68
2013-05-11,57
2013-05-12,63
2013-05-13,77
2013-05-14,71
2013-05-15,70
2013-05-16,69
2013-05-17,58
2013-05-18,53
2013-05-19,63
2013-05-20,70
2013-05-21,66
2013-05-22,68
2013-05-23,59
2013-05-24,57
2013-05-25,52
2013-05-26,54
2013-05-27,59
2013-05-28,66
2013-05-29,69
2013-05-30,65
2013-05-31,55
2013-06-01,53
2013-06-02,59
2013-06-03,63
2013-06-04,72
2013-06-05,66
2013-06-06,68
2013-06-07,60
2013-06-08,48
2013-06-09,59
2013-06-10,61
2013-06-11,65
2013-06-12,58
2013-06-13,65
2013-06-14,57
2013-06-15,51
2013-06-16,55
2013-06-17,57
2013-06-18,59
2013-06-19,61
2013-06-20,57
2013-06-21,57
2013-06-22,51
2013-06-23,59
2013-06-24,67
2013-06-25,66
2013-06-26,57
2013-06-27,57
2013-06-28,64
2013-06-29,47
