date,inheritance
2016-09-11,51
2016-09-12,67
2016-09-13,68
2016-09-14,70
2016-09-15,69
2016-09-16,68
2016-09-17,49
2016-09-18,54
2016-09-19,74
2016-09-20,70
2016-09-21,76
2016-09-22,75
2016-09-23,68
2016-09-24,54
2016-09-25,54
2016-09-26,77
2016-09-27,72
2016-09-28,76
2016-09-29,71
2016-09-30,64
2016-10-01,48
2016-10-02,54
2016-10-03,67
2016-10-04,70
2016-10-05,70
2016-10-06,66
2016-10-07,60
2016-10-08,50
2016-10-09,52
2016-10-10,66
2016-10-11,77
2016-10-12,73
2016-10-13,72
2016-10-14,65
2016-10-15,51
2016-10-16,59
2016-10-17,73
2016-10-18,73
2016-10-19,77
2016-10-20,70
2016-10-21,68
2016-10-22,55
2016-10-23,58
2016-10-24,75
2016-10-25,78
2016-10-26,70
2016-10-27,68
2016-10-28,60
2016-10-29,45
2016-10-30,52
2016-10-31,69
2016-11-01,73
2016-11-02,84
2016-11-03,77
2016-11-04,69
2016-11-05,53
2016-11-06,55
2016-11-07,76
2016-11-08,75
2016-11-09,72
2016-11-10,72
2016-11-11,69
2016-11-12,57
2016-11-13,57
2016-11-14,78
2016-11-15,85
2016-11-16,75
2016-11-17,81
2016-11-18,68
2016-11-19,49
2016-11-20,56
2016-11-21,72
2016-11-22,72
2016-11-23,73
2016-11-24,62
2016-11-25,55
2016-11-26,49
2016-11-27,54
2016-11-28,74
2016-11-29,80
2016-11-30,80
2016-12-01,76
2016-12-02,74
2016-12-03,52
2016-12-04,58
2016-12-05,83
2016-12-06,77
2016-12-07,82
2016-12-08,77
2016-12-09,70
2016-12-10,45
2016-12-11,48
2016-12-12,75
2016-12-13,77
2016-12-14,79
2016-12-15,69
2016-12-16,60
2016-12-17,50
2016-12-18,50
2016-12-19,60
2016-12-20,63
2016-12-21,62
2016-12-22,57
2016-12-23,50
2016-12-24,39
2016-12-25,40
2016-12-26,47
2016-12-27,53
2016-12-28,53
2016-12-29,53
2016-12-30,49
2016-12-31,44
2017-01-01,47
2017-01-02,55
2017-01-03,69
2017-01-04,71
2017-01-05,75
2017-01-06,70
2017-01-07,55
2017-01-08,54
2017-01-09,75
2017-01-10,77
2017-01-11,79
2017-01-12,73
2017-01-13,68
2017-01-14,53
2017-01-15,59
2017-01-16,67
2017-01-17,85
2017-01-18,82
2017-01-19,85
2017-01-20,73
2017-01-21,57
2017-01-22,58
2017-01-23,79
2017-01-24,82
2017-01-25,80
2017-01-26,79
2017-01-27,76
2017-01-28,56
2017-01-29,67
2017-01-30,90
2017-01-31,89
2017-02-01,87
2017-02-02,93
2017-02-03,86
2017-02-04,56
2017-02-05,64
2017-02-06,87
2017-02-07,89
2017-02-08,87
2017-02-09,85
2017-02-10,79
2017-02-11,61
2017-02-12,63
2017-02-13,82
2017-02-14,86
2017-02-15,86
2017-02-16,92
2017-02-17,79
2017-02-18,58
2017-02-19,65
2017-02-20,78
2017-02-21,87
2017-02-22,84
2017-02-23,80
2017-02-24,77
2017-02-25,60
2017-02-26,66
2017-02-27,92
2017-02-28,93
2017-03-01,88
2017-03-02,94
2017-03-03,84
2017-03-04,66
2017-03-05,71
2017-03-06,93
2017-03-07,94
2017-03-08,100
2017-03-09,97
2017-03-10,81
2017-03-11,63
2017-03-12,65
2017-03-13,82
2017-03-14,86
2017-03-15,92
2017-03-16,90
2017-03-17,87
2017-03-18,68
2017-03-19,66
2017-03-20,90
2017-03-21,94
2017-03-22,90
2017-03-23,93
2017-03-24,87
2017-03-25,60
2017-03-26,71
2017-03-27,84
2017-03-28,86
2017-03-29,88
2017-03-30,84
2017-03-31,74
2017-04-01,65
