date,inheritance
2012-06-04,62
2012-06-05,61
2012-06-06,56
2012-06-07,66
2012-06-08,56
2012-06-09,49
2012-06-10,49
2012-06-11,57
2012-06-12,63
2012-06-13,59
2012-06-14,60
2012-06-15,56
2012-06-16,47
2012-06-17,50
2012-06-18,63
2012-06-19,64
2012-06-20,61
2012-06-21,64
2012-06-22,58
2012-06-23,49
2012-06-24,51
2012-06-25,64
2012-06-26,63
2012-06-27,68
2012-06-28,60
2012-06-29,59
2012-06-30,46
2012-07-01,47
2012-07-02,56
2012-07-03,61
2012-07-04,57
2012-07-05,63
2012-07-06,56
2012-07-07,53
2012-07-08,52
2012-07-09,63
2012-07-10,72
2012-07-11,67
2012-07-12,62
2012-07-13,61
2012-07-14,51
2012-07-15,54
2012-07-16,61
2012-07-17,62
2012-07-18,61
2012-07-19,62
2012-07-20,58
2012-07-21,48
2012-07-22,51
2012-07-23,70
2012-07-24,69
2012-07-25,67
2012-07-26,67
2012-07-27,61
2012-07-28,46
2012-07-29,50
2012-07-30,62
2012-07-31,65
2012-08-01,65
2012-08-02,61
2012-08-03,56
2012-08-04,45
2012-08-05,47
2012-08-06,54
2012-08-07,63
2012-08-08,62
2012-08-09,58
2012-08-10,53
2012-08-11,49
2012-08-12,49
2012-08-13,58
2012-08-14,59
2012-08-15,59
2012-08-16,63
2012-08-17,60
2012-08-18,48
2012-08-19,50
2012-08-20,65
2012-08-21,63
2012-08-22,67
2012-08-23,62
2012-08-24,58
2012-08-25,53
2012-08-26,52
2012-08-27,65
2012-08-28,68
2012-08-29,69
2012-08-30,68
2012-08-31,61
2012-09-01,59
2012-09-02,53
2012-09-03,64
2012-09-04,66
2012-09-05,71
2012-09-06,70
2012-09-07,62
2012-09-08,57
2012-09-09,53
2012-09-10,72
2012-09-11,65
2012-09-12,73
2012-09-13,67
2012-09-14,61
2012-09-15,51
2012-09-16,50
2012-09-17,66
2012-09-18,76
2012-09-19,70
2012-09-20,64
2012-09-21,63
2012-09-22,58
2012-09-23,61
2012-09-24,62
2012-09-25,65
2012-09-26,68
2012-09-27,69
2012-09-28,66
2012-09-29,50
2012-09-30,55
2012-10-01,65
2012-10-02,67
2012-10-03,70
2012-10-04,66
2012-10-05,86
2012-10-06,58
2012-10-07,52
2012-10-08,64
2012-10-09,71
2012-10-10,65
2012-10-11,68
2012-10-12,66
2012-10-13,49
2012-10-14,56
2012-10-15,70
2012-10-16,72
2012-10-17,70
2012-10-18,66
2012-10-19,65
2012-10-20,51
2012-10-21,57
2012-10-22,68
2012-10-23,68
2012-10-24,72
2012-10-25,66
2012-10-26,59
2012-10-27,43
2012-10-28,48
2012-10-29,58
2012-10-30,69
2012-10-31,66
2012-11-01,65
2012-11-02,62
2012-11-03,48
2012-11-04,55
2012-11-05,74
2012-11-06,67
2012-11-07,74
2012-11-08,71
2012-11-09,64
2012-11-10,49
2012-11-11,49
2012-11-12,67
2012-11-13,64
2012-11-14,72
2012-11-15,70
2012-11-16,64
2012-11-17,54
2012-11-18,57
2012-11-19,73
2012-11-20,69
2012-11-21,58
2012-11-22,57
2012-11-23,52
2012-11-24,50
2012-11-25,58
2012-11-26,75
2012-11-27,75
2012-11-28,73
2012-11-29,70
2012-11-30,66
2012-12-01,51
2012-12-02,55
2012-12-03,71
2012-12-04,74
2012-12-05,80
2012-12-06,76
2012-12-07,71
2012-12-08,53
2012-12-09,61
2012-12-10,69
2012-12-11,72
2012-12-12,66
2012-12-13,68
2012-12-14,61
2012-12-15,46
2012-12-16,57
2012-12-17,64
2012-12-18,72
2012-12-19,62
2012-12-20,57
2012-12-21,48
2012-12-22,39
2012-12-23,38
2012-12-24,44
2012-12-25,43
2012-12-26,51
2012-12-27,55
2012-12-28,51
2012-12-29,48
2012-12-30,49
2012-12-31,56
2013-01-01,65
2013-01-02,75
2013-01-03,68
2013-01-04,60
2013-01-05,53
2013-01-06,58
2013-01-07,64
2013-01-08,75
2013-01-09,71
2013-01-10,69
2013-01-11,70
2013-01-12,53
2013-01-13,66
2013-01-14,75
2013-01-15,74
2013-01-16,73
2013-01-17,75
2013-01-18,68
2013-01-19,57
2013-01-20,56
2013-01-21,73
2013-01-22,84
2013-01-23,81
2013-01-24,80
2013-01-25,65
2013-01-26,58
2013-01-27,69
2013-01-28,79
2013-01-29,83
2013-01-30,77
2013-01-31,73
2013-02-01,78
2013-02-02,66
2013-02-03,75
2013-02-04,87
2013-02-05,84
2013-02-06,87
2013-02-07,81
2013-02-08,72
2013-02-09,62
2013-02-10,89
2013-02-11,100
2013-02-12,88
2013-02-13,81
2013-02-14,71
2013-02-15,68
2013-02-16,61
2013-02-17,72
2013-02-18,80
2013-02-19,79
