date,inheritance
2017-01-19,83
2017-01-20,75
2017-01-21,53
2017-01-22,59
2017-01-23,74
2017-01-24,82
2017-01-25,82
2017-01-26,77
2017-01-27,71
2017-01-28,53
2017-01-29,62
2017-01-30,86
2017-01-31,86
2017-02-01,84
2017-02-02,91
2017-02-03,81
2017-02-04,57
2017-02-05,64
2017-02-06,85
2017-02-07,89
2017-02-08,85
2017-02-09,83
2017-02-10,78
2017-02-11,58
2017-02-12,61
2017-02-13,83
2017-02-14,81
2017-02-15,85
2017-02-16,84
2017-02-17,79
2017-02-18,57
2017-02-19,58
2017-02-20,77
2017-02-21,86
2017-02-22,80
2017-02-23,81
2017-02-24,75
2017-02-25,58
2017-02-26,66
2017-02-27,90
2017-02-28,92
2017-03-01,87
2017-03-02,96
2017-03-03,81
2017-03-04,62
2017-03-05,68
2017-03-06,92
2017-03-07,90
2017-03-08,100
2017-03-09,94
2017-03-10,82
2017-03-11,60
2017-03-12,66
2017-03-13,80
2017-03-14,81
2017-03-15,87
2017-03-16,88
2017-03-17,83
2017-03-18,65
2017-03-19,67
2017-03-20,90
2017-03-21,92
2017-03-22,93
2017-03-23,86
2017-03-24,81
2017-03-25,60
2017-03-26,70
2017-03-27,83
2017-03-28,87
2017-03-29,85
2017-03-30,85
2017-03-31,74
2017-04-01,60
