date,inheritance
2011-01-01,42
2011-01-02,44
2011-01-03,50
2011-01-04,59
2011-01-05,59
2011-01-06,61
2011-01-07,59
2011-01-08,42
2011-01-09,51
2011-01-10,65
2011-01-11,59
2011-01-12,56
2011-01-13,57
2011-01-14,56
2011-01-15,40
2011-01-16,51
2011-01-17,59
2011-01-18,50
2011-01-19,54
2011-01-20,55
2011-01-21,60
2011-01-22,50
2011-01-23,54
2011-01-24,63
2011-01-25,65
2011-01-26,59
2011-01-27,65
2011-01-28,65
2011-01-29,49
2011-01-30,54
2011-01-31,56
2011-02-01,62
2011-02-02,58
2011-02-03,61
2011-02-04,64
2011-02-05,51
2011-02-06,51
2011-02-07,63
2011-02-08,64
2011-02-09,61
2011-02-10,64
2011-02-11,59
2011-02-12,44
2011-02-13,50
2011-02-14,60
2011-02-15,65
2011-02-16,58
2011-02-17,60
2011-02-18,59
2011-02-19,47
2011-02-20,41
2011-02-21,60
2011-02-22,64
2011-02-23,65
2011-02-24,61
2011-02-25,51
2011-02-26,45
2011-02-27,53
2011-02-28,60
2011-03-01,65
2011-03-02,67
2011-03-03,64
2011-03-04,57
2011-03-05,44
2011-03-06,53
2011-03-07,68
2011-03-08,70
2011-03-09,62
2011-03-10,64
2011-03-11,56
2011-03-12,42
2011-03-13,47
2011-03-14,61
2011-03-15,54
2011-03-16,63
2011-03-17,61
2011-03-18,53
2011-03-19,43
2011-03-20,51
2011-03-21,63
2011-03-22,64
2011-03-23,83
2011-03-24,73
2011-03-25,66
2011-03-26,62
2011-03-27,58
2011-03-28,66
2011-03-29,71
2011-03-30,72
2011-03-31,71
2011-04-01,69
2011-04-02,50
2011-04-03,59
2011-04-04,67
2011-04-05,69
2011-04-06,62
2011-04-07,63
2011-04-08,64
2011-04-09,51
2011-04-10,55
2011-04-11,68
2011-04-12,75
2011-04-13,86
2011-04-14,100
2011-04-15,97
2011-04-16,81
2011-04-17,81
2011-04-18,76
2011-04-19,77
2011-04-20,78
2011-04-21,76
2011-04-22,59
2011-04-23,53
2011-04-24,60
2011-04-25,72
2011-04-26,65
2011-04-27,61
2011-04-28,74
2011-04-29,57
2011-04-30,59
2011-05-01,56
2011-05-02,71
2011-05-03,71
2011-05-04,73
2011-05-05,71
2011-05-06,59
2011-05-07,49
2011-05-08,52
2011-05-09,66
2011-05-10,65
2011-05-11,67
2011-05-12,65
2011-05-13,61
2011-05-14,48
2011-05-15,58
2011-05-16,62
2011-05-17,59
2011-05-18,65
2011-05-19,60
2011-05-20,58
2011-05-21,48
2011-05-22,43
2011-05-23,56
2011-05-24,62
2011-05-25,58
2011-05-26,54
2011-05-27,54
2011-05-28,46
2011-05-29,48
2011-05-30,56
2011-05-31,58
2011-06-01,59
2011-06-02,50
2011-06-03,61
2011-06-04,47
2011-06-05,59
2011-06-06,56
2011-06-07,55
2011-06-08,53
2011-06-09,56
2011-06-10,50
2011-06-11,44
2011-06-12,58
2011-06-13,54
2011-06-14,61
2011-06-15,61
2011-06-16,58
2011-06-17,47
2011-06-18,38
2011-06-19,50
2011-06-20,62
2011-06-21,54
2011-06-22,58
2011-06-23,57
2011-06-24,51
2011-06-25,44
2011-06-26,49
2011-06-27,55
2011-06-28,47
2011-06-29,51
2011-06-30,49
2011-07-01,45
2011-07-02,40
2011-07-03,42
2011-07-04,50
2011-07-05,57
2011-07-06,58
2011-07-07,59
2011-07-08,51
2011-07-09,43
2011-07-10,48
2011-07-11,55
2011-07-12,58
2011-07-13,61
2011-07-14,59
2011-07-15,53
2011-07-16,51
2011-07-17,49
2011-07-18,54
2011-07-19,58
2011-07-20,56
2011-07-21,54
2011-07-22,51
2011-07-23,46
2011-07-24,47
2011-07-25,63
2011-07-26,62
2011-07-27,58
2011-07-28,53
2011-07-29,53
2011-07-30,44
2011-07-31,50
2011-08-01,54
2011-08-02,57
2011-08-03,56
2011-08-04,59
2011-08-05,52
2011-08-06,50
2011-08-07,48
2011-08-08,53
2011-08-09,59
2011-08-10,53
2011-08-11,58
2011-08-12,47
2011-08-13,49
2011-08-14,50
2011-08-15,56
2011-08-16,59
2011-08-17,62
2011-08-18,62
2011-08-19,59
2011-08-20,52
2011-08-21,48
2011-08-22,57
2011-08-23,58
2011-08-24,61
2011-08-25,57
2011-08-26,58
2011-08-27,47
2011-08-28,48
2011-08-29,59
2011-08-30,65
2011-08-31,57
2011-09-01,53
2011-09-02,56
2011-09-03,54
2011-09-04,54
2011-09-05,54
2011-09-06,59
2011-09-07,57
2011-09-08,60
2011-09-09,59
2011-09-10,49
2011-09-11,59
2011-09-12,63
2011-09-13,58
2011-09-14,64
2011-09-15,58
2011-09-16,61
2011-09-17,49
2011-09-18,52
