date,inheritance
2014-12-01,67
2014-12-02,71
2014-12-03,84
2014-12-04,80
2014-12-05,69
2014-12-06,51
2014-12-07,50
2014-12-08,77
2014-12-09,75
2014-12-10,70
2014-12-11,73
2014-12-12,66
2014-12-13,44
2014-12-14,51
2014-12-15,65
2014-12-16,67
2014-12-17,69
2014-12-18,62
2014-12-19,52
2014-12-20,37
2014-12-21,37
2014-12-22,45
2014-12-23,50
2014-12-24,38
2014-12-25,39
2014-12-26,40
2014-12-27,43
2014-12-28,44
2014-12-29,49
2014-12-30,49
2014-12-31,44
2015-01-01,42
2015-01-02,52
2015-01-03,49
2015-01-04,51
2015-01-05,66
2015-01-06,65
2015-01-07,67
2015-01-08,66
2015-01-09,66
2015-01-10,44
2015-01-11,55
2015-01-12,69
2015-01-13,66
2015-01-14,72
2015-01-15,72
2015-01-16,67
2015-01-17,48
2015-01-18,62
2015-01-19,71
2015-01-20,84
2015-01-21,89
2015-01-22,75
2015-01-23,69
2015-01-24,48
2015-01-25,60
2015-01-26,70
2015-01-27,81
2015-01-28,77
2015-01-29,77
2015-01-30,74
2015-01-31,52
2015-02-01,58
2015-02-02,76
2015-02-03,77
2015-02-04,78
2015-02-05,86
2015-02-06,83
2015-02-07,58
2015-02-08,63
2015-02-09,79
2015-02-10,93
2015-02-11,91
2015-02-12,77
2015-02-13,76
2015-02-14,53
2015-02-15,60
2015-02-16,70
2015-02-17,75
2015-02-18,82
2015-02-19,73
2015-02-20,72
2015-02-21,53
2015-02-22,62
2015-02-23,77
2015-02-24,83
2015-02-25,77
2015-02-26,77
2015-02-27,74
2015-02-28,57
2015-03-01,58
2015-03-02,77
2015-03-03,78
2015-03-04,78
2015-03-05,74
2015-03-06,71
2015-03-07,56
2015-03-08,57
2015-03-09,75
2015-03-10,78
2015-03-11,78
2015-03-12,81
2015-03-13,73
2015-03-14,47
2015-03-15,73
2015-03-16,80
2015-03-17,92
2015-03-18,92
2015-03-19,95
2015-03-20,69
2015-03-21,54
2015-03-22,56
2015-03-23,83
2015-03-24,79
2015-03-25,72
2015-03-26,72
2015-03-27,66
2015-03-28,54
2015-03-29,56
2015-03-30,80
2015-03-31,79
2015-04-01,70
2015-04-02,69
2015-04-03,58
2015-04-04,49
2015-04-05,57
2015-04-06,71
2015-04-07,76
2015-04-08,75
2015-04-09,76
2015-04-10,68
2015-04-11,54
2015-04-12,91
2015-04-13,85
2015-04-14,88
2015-04-15,85
2015-04-16,85
2015-04-17,73
2015-04-18,54
2015-04-19,62
2015-04-20,79
2015-04-21,75
2015-04-22,75
2015-04-23,71
2015-04-24,66
2015-04-25,50
2015-04-26,60
2015-04-27,76
2015-04-28,70
2015-04-29,75
2015-04-30,70
2015-05-01,62
2015-05-02,48
2015-05-03,51
2015-05-04,67
2015-05-05,77
2015-05-06,79
2015-05-07,73
2015-05-08,75
2015-05-09,52
2015-05-10,55
2015-05-11,71
2015-05-12,74
2015-05-13,71
2015-05-14,68
2015-05-15,61
2015-05-16,48
2015-05-17,52
2015-05-18,61
2015-05-19,70
2015-05-20,63
2015-05-21,63
2015-05-22,61
2015-05-23,47
2015-05-24,45
2015-05-25,52
2015-05-26,63
2015-05-27,64
2015-05-28,61
2015-05-29,60
2015-05-30,40
2015-05-31,51
2015-06-01,67
2015-06-02,59
2015-06-03,60
2015-06-04,62
2015-06-05,58
2015-06-06,43
2015-06-07,47
2015-06-08,57
2015-06-09,62
2015-06-10,68
2015-06-11,66
2015-06-12,56
2015-06-13,46
2015-06-14,54
2015-06-15,63
2015-06-16,60
2015-06-17,56
2015-06-18,61
2015-06-19,55
2015-06-20,45
2015-06-21,46
2015-06-22,66
2015-06-23,57
2015-06-24,56
2015-06-25,62
2015-06-26,56
2015-06-27,43
2015-06-28,45
2015-06-29,57
2015-06-30,60
2015-07-01,59
2015-07-02,55
2015-07-03,50
2015-07-04,76
2015-07-05,62
2015-07-06,63
2015-07-07,64
2015-07-08,100
2015-07-09,88
2015-07-10,65
2015-07-11,45
2015-07-12,53
2015-07-13,61
2015-07-14,65
2015-07-15,66
2015-07-16,58
2015-07-17,50
2015-07-18,47
2015-07-19,52
2015-07-20,62
2015-07-21,59
2015-07-22,63
2015-07-23,61
2015-07-24,49
2015-07-25,43
2015-07-26,55
2015-07-27,62
2015-07-28,66
2015-07-29,66
2015-07-30,57
2015-07-31,53
2015-08-01,41
2015-08-02,47
2015-08-03,61
2015-08-04,60
2015-08-05,60
2015-08-06,57
2015-08-07,53
2015-08-08,46
2015-08-09,46
2015-08-10,59
2015-08-11,61
2015-08-12,55
2015-08-13,58
2015-08-14,53
2015-08-15,39
2015-08-16,48
2015-08-17,58
2015-08-18,61
