date,inheritance
2012-01-26,73
2012-01-27,77
2012-01-28,59
2012-01-29,80
2012-01-30,80
2012-01-31,83
2012-02-01,80
2012-02-02,79
2012-02-03,72
2012-02-04,64
2012-02-05,61
2012-02-06,77
2012-02-07,87
2012-02-08,88
2012-02-09,77
2012-02-10,75
2012-02-11,57
2012-02-12,60
2012-02-13,77
2012-02-14,84
2012-02-15,84
2012-02-16,81
2012-02-17,76
2012-02-18,58
2012-02-19,67
2012-02-20,77
2012-02-21,88
2012-02-22,85
2012-02-23,75
2012-02-24,74
2012-02-25,54
2012-02-26,70
2012-02-27,79
2012-02-28,72
2012-02-29,88
2012-03-01,77
2012-03-02,78
2012-03-03,62
2012-03-04,64
2012-03-05,77
2012-03-06,74
2012-03-07,78
2012-03-08,70
2012-03-09,69
2012-03-10,53
2012-03-11,62
2012-03-12,79
2012-03-13,75
2012-03-14,81
2012-03-15,66
2012-03-16,71
2012-03-17,54
2012-03-18,54
2012-03-19,80
2012-03-20,79
2012-03-21,82
2012-03-22,85
2012-03-23,61
2012-03-24,50
2012-03-25,63
2012-03-26,78
2012-03-27,71
2012-03-28,76
2012-03-29,73
2012-03-30,61
2012-03-31,53
2012-04-01,54
2012-04-02,80
2012-04-03,76
2012-04-04,68
2012-04-05,78
2012-04-06,61
2012-04-07,56
2012-04-08,63
2012-04-09,65
2012-04-10,81
2012-04-11,77
2012-04-12,100
2012-04-13,85
2012-04-14,82
2012-04-15,88
2012-04-16,87
2012-04-17,93
2012-04-18,82
2012-04-19,80
2012-04-20,75
2012-04-21,65
2012-04-22,69
2012-04-23,82
2012-04-24,78
2012-04-25,77
2012-04-26,73
2012-04-27,65
2012-04-28,56
2012-04-29,70
2012-04-30,79
2012-05-01,75
2012-05-02,74
2012-05-03,68
2012-05-04,67
2012-05-05,57
2012-05-06,55
2012-05-07,68
2012-05-08,70
2012-05-09,77
2012-05-10,72
2012-05-11,70
2012-05-12,60
2012-05-13,52
2012-05-14,74
2012-05-15,70
2012-05-16,68
2012-05-17,65
2012-05-18,63
2012-05-19,48
2012-05-20,59
2012-05-21,63
2012-05-22,65
2012-05-23,61
2012-05-24,62
2012-05-25,60
2012-05-26,48
2012-05-27,53
2012-05-28,62
2012-05-29,70
2012-05-30,65
2012-05-31,59
2012-06-01,62
2012-06-02,49
2012-06-03,49
2012-06-04,60
2012-06-05,54
2012-06-06,58
2012-06-07,69
2012-06-08,60
2012-06-09,52
2012-06-10,47
2012-06-11,54
2012-06-12,62
2012-06-13,58
2012-06-14,65
2012-06-15,55
2012-06-16,49
2012-06-17,47
2012-06-18,66
2012-06-19,65
2012-06-20,59
2012-06-21,66
2012-06-22,61
2012-06-23,48
2012-06-24,50
2012-06-25,70
2012-06-26,66
2012-06-27,60
2012-06-28,62
2012-06-29,65
2012-06-30,51
2012-07-01,45
2012-07-02,59
2012-07-03,58
2012-07-04,55
2012-07-05,62
2012-07-06,55
2012-07-07,47
2012-07-08,45
2012-07-09,60
2012-07-10,63
2012-07-11,69
2012-07-12,64
2012-07-13,64
2012-07-14,53
2012-07-15,54
2012-07-16,65
2012-07-17,62
2012-07-18,67
2012-07-19,65
2012-07-20,55
2012-07-21,43
2012-07-22,52
2012-07-23,62
2012-07-24,70
2012-07-25,70
2012-07-26,63
2012-07-27,60
2012-07-28,43
2012-07-29,51
2012-07-30,63
2012-07-31,61
2012-08-01,56
2012-08-02,61
2012-08-03,51
2012-08-04,46
2012-08-05,53
2012-08-06,57
2012-08-07,63
2012-08-08,56
2012-08-09,57
2012-08-10,55
2012-08-11,53
2012-08-12,43
2012-08-13,67
2012-08-14,62
2012-08-15,60
2012-08-16,60
2012-08-17,57
2012-08-18,52
2012-08-19,51
2012-08-20,64
2012-08-21,64
2012-08-22,61
2012-08-23,65
2012-08-24,62
2012-08-25,55
2012-08-26,54
2012-08-27,62
2012-08-28,73
2012-08-29,66
2012-08-30,64
2012-08-31,58
2012-09-01,55
2012-09-02,51
2012-09-03,62
2012-09-04,66
2012-09-05,66
2012-09-06,67
2012-09-07,58
2012-09-08,48
2012-09-09,60
2012-09-10,74
2012-09-11,68
2012-09-12,67
2012-09-13,58
2012-09-14,65
2012-09-15,49
2012-09-16,53
2012-09-17,70
2012-09-18,72
2012-09-19,74
2012-09-20,67
2012-09-21,63
2012-09-22,56
2012-09-23,57
2012-09-24,64
2012-09-25,75
2012-09-26,71
2012-09-27,70
2012-09-28,66
2012-09-29,47
2012-09-30,53
2012-10-01,65
2012-10-02,72
2012-10-03,77
2012-10-04,70
2012-10-05,91
2012-10-06,53
2012-10-07,48
2012-10-08,70
2012-10-09,69
2012-10-10,68
2012-10-11,69
2012-10-12,66
