date,inheritance
2013-02-19,90
2013-02-20,88
2013-02-21,88
2013-02-22,87
2013-02-23,73
2013-02-24,75
2013-02-25,90
2013-02-26,96
2013-02-27,89
2013-02-28,98
2013-03-01,81
2013-03-02,70
2013-03-03,73
2013-03-04,89
2013-03-05,89
2013-03-06,88
2013-03-07,93
2013-03-08,77
2013-03-09,69
2013-03-10,81
2013-03-11,90
2013-03-12,92
2013-03-13,88
2013-03-14,82
2013-03-15,80
2013-03-16,67
2013-03-17,72
2013-03-18,96
2013-03-19,91
2013-03-20,100
2013-03-21,92
2013-03-22,84
2013-03-23,70
2013-03-24,80
2013-03-25,88
2013-03-26,90
2013-03-27,93
2013-03-28,79
2013-03-29,68
2013-03-30,62
2013-03-31,76
2013-04-01,78
2013-04-02,92
2013-04-03,96
2013-04-04,85
2013-04-05,80
2013-04-06,69
2013-04-07,79
2013-04-08,96
2013-04-09,93
2013-04-10,86
2013-04-11,86
2013-04-12,81
2013-04-13,73
2013-04-14,90
2013-04-15,100
2013-04-16,97
2013-04-17,95
2013-04-18,91
2013-04-19,75
2013-04-20,71
2013-04-21,83
2013-04-22,100
2013-04-23,94
2013-04-24,82
2013-04-25,92
2013-04-26,77
2013-04-27,66
2013-04-28,79
2013-04-29,90
2013-04-30,89
2013-05-01,90
2013-05-02,79
2013-05-03,72
2013-05-04,60
2013-05-05,79
2013-05-06,86
2013-05-07,85
2013-05-08,77
2013-05-09,80
2013-05-10,76
2013-05-11,65
2013-05-12,77
2013-05-13,80
2013-05-14,77
2013-05-15,79
2013-05-16,78
2013-05-17,68
2013-05-18,59
2013-05-19,64
2013-05-20,77
2013-05-21,76
2013-05-22,74
2013-05-23,70
2013-05-24,63
2013-05-25,60
2013-05-26,56
2013-05-27,63
2013-05-28,75
2013-05-29,72
2013-05-30,69
2013-05-31,62
2013-06-01,58
2013-06-02,66
2013-06-03,73
2013-06-04,76
2013-06-05,77
2013-06-06,77
2013-06-07,72
2013-06-08,55
2013-06-09,64
2013-06-10,75
2013-06-11,74
2013-06-12,74
2013-06-13,69
2013-06-14,66
2013-06-15,59
2013-06-16,64
2013-06-17,74
2013-06-18,74
2013-06-19,72
2013-06-20,69
2013-06-21,62
2013-06-22,58
2013-06-23,69
2013-06-24,75
2013-06-25,68
2013-06-26,69
2013-06-27,65
2013-06-28,71
2013-06-29,47
2013-06-30,56
2013-07-01,68
2013-07-02,68
2013-07-03,60
2013-07-04,59
2013-07-05,59
2013-07-06,51
2013-07-07,54
2013-07-08,69
2013-07-09,64
2013-07-10,73
2013-07-11,66
2013-07-12,57
2013-07-13,55
2013-07-14,52
2013-07-15,67
2013-07-16,70
2013-07-17,66
2013-07-18,68
2013-07-19,57
2013-07-20,51
2013-07-21,54
2013-07-22,64
2013-07-23,71
2013-07-24,68
2013-07-25,64
2013-07-26,60
2013-07-27,57
2013-07-28,60
2013-07-29,74
2013-07-30,69
2013-07-31,64
2013-08-01,67
2013-08-02,66
2013-08-03,59
2013-08-04,62
2013-08-05,67
2013-08-06,65
2013-08-07,64
2013-08-08,64
2013-08-09,59
2013-08-10,53
2013-08-11,57
2013-08-12,63
2013-08-13,68
2013-08-14,63
2013-08-15,63
2013-08-16,57
2013-08-17,46
2013-08-18,52
2013-08-19,62
2013-08-20,68
2013-08-21,72
2013-08-22,67
2013-08-23,61
2013-08-24,52
2013-08-25,55
2013-08-26,66
2013-08-27,65
2013-08-28,63
2013-08-29,70
2013-08-30,61
2013-08-31,49
2013-09-01,52
2013-09-02,66
2013-09-03,68
2013-09-04,68
2013-09-05,71
2013-09-06,66
2013-09-07,53
2013-09-08,55
2013-09-09,71
2013-09-10,68
2013-09-11,73
2013-09-12,69
2013-09-13,67
2013-09-14,50
2013-09-15,57
2013-09-16,69
2013-09-17,68
2013-09-18,71
2013-09-19,73
2013-09-20,64
2013-09-21,53
2013-09-22,60
2013-09-23,75
2013-09-24,74
2013-09-25,74
2013-09-26,72
2013-09-27,67
2013-09-28,52
2013-09-29,52
2013-09-30,77
2013-10-01,80
2013-10-02,74
2013-10-03,67
2013-10-04,67
2013-10-05,53
2013-10-06,66
2013-10-07,74
2013-10-08,77
2013-10-09,76
2013-10-10,76
2013-10-11,70
2013-10-12,52
2013-10-13,55
2013-10-14,63
2013-10-15,67
2013-10-16,76
2013-10-17,74
2013-10-18,68
2013-10-19,53
2013-10-20,62
2013-10-21,82
2013-10-22,77
2013-10-23,82
2013-10-24,80
2013-10-25,70
2013-10-26,59
2013-10-27,63
2013-10-28,73
2013-10-29,77
2013-10-30,81
2013-10-31,68
2013-11-01,65
2013-11-02,52
2013-11-03,58
2013-11-04,77
2013-11-05,77
2013-11-06,78
