date,inheritance
2011-05-11,24
2011-05-12,24
2011-05-13,23
2011-05-14,17
2011-05-15,20
2011-05-16,21
2011-05-17,22
2011-05-18,25
2011-05-19,21
2011-05-20,21
2011-05-21,18
2011-05-22,19
2011-05-23,23
2011-05-24,21
2011-05-25,21
2011-05-26,21
2011-05-27,20
2011-05-28,18
2011-05-29,20
2011-05-30,20
2011-05-31,22
2011-06-01,22
2011-06-02,22
2011-06-03,21
2011-06-04,16
2011-06-05,19
2011-06-06,20
2011-06-07,20
2011-06-08,20
2011-06-09,21
2011-06-10,19
2011-06-11,16
2011-06-12,18
2011-06-13,21
2011-06-14,22
2011-06-15,21
2011-06-16,23
2011-06-17,20
2011-06-18,16
2011-06-19,20
2011-06-20,22
2011-06-21,20
2011-06-22,21
2011-06-23,22
2011-06-24,20
2011-06-25,18
2011-06-26,18
2011-06-27,21
2011-06-28,18
2011-06-29,18
2011-06-30,19
2011-07-01,18
2011-07-02,14
2011-07-03,16
2011-07-04,17
2011-07-05,22
2011-07-06,23
2011-07-07,20
2011-07-08,21
2011-07-09,16
2011-07-10,18
2011-07-11,21
2011-07-12,22
2011-07-13,21
2011-07-14,21
2011-07-15,20
2011-07-16,19
2011-07-17,17
2011-07-18,22
2011-07-19,21
2011-07-20,20
2011-07-21,21
2011-07-22,21
2011-07-23,18
2011-07-24,18
2011-07-25,22
2011-07-26,21
2011-07-27,20
2011-07-28,23
2011-07-29,19
2011-07-30,16
2011-07-31,19
2011-08-01,21
2011-08-02,22
2011-08-03,20
2011-08-04,21
2011-08-05,19
2011-08-06,17
2011-08-07,19
2011-08-08,19
2011-08-09,20
2011-08-10,23
2011-08-11,21
2011-08-12,17
2011-08-13,17
2011-08-14,18
2011-08-15,23
2011-08-16,23
2011-08-17,23
2011-08-18,23
2011-08-19,20
2011-08-20,18
2011-08-21,19
2011-08-22,21
2011-08-23,21
2011-08-24,22
2011-08-25,22
2011-08-26,21
2011-08-27,17
2011-08-28,18
2011-08-29,22
2011-08-30,20
2011-08-31,21
2011-09-01,21
2011-09-02,20
2011-09-03,19
2011-09-04,19
2011-09-05,21
2011-09-06,23
2011-09-07,23
2011-09-08,25
2011-09-09,22
2011-09-10,16
2011-09-11,21
2011-09-12,23
2011-09-13,23
2011-09-14,23
2011-09-15,21
2011-09-16,24
2011-09-17,20
2011-09-18,19
2011-09-19,23
2011-09-20,23
2011-09-21,23
2011-09-22,22
2011-09-23,20
2011-09-24,18
2011-09-25,18
2011-09-26,24
2011-09-27,23
2011-09-28,22
2011-09-29,23
2011-09-30,21
2011-10-01,19
2011-10-02,21
2011-10-03,24
2011-10-04,22
2011-10-05,25
2011-10-06,25
2011-10-07,21
2011-10-08,20
2011-10-09,23
2011-10-10,22
2011-10-11,25
2011-10-12,26
2011-10-13,24
2011-10-14,23
2011-10-15,18
2011-10-16,20
2011-10-17,25
2011-10-18,24
2011-10-19,25
2011-10-20,24
2011-10-21,23
2011-10-22,19
2011-10-23,21
2011-10-24,25
2011-10-25,26
2011-10-26,26
2011-10-27,23
2011-10-28,25
2011-10-29,21
2011-10-30,23
2011-10-31,29
2011-11-01,33
2011-11-02,33
2011-11-03,35
2011-11-04,36
2011-11-05,35
2011-11-06,39
2011-11-07,53
2011-11-08,100
2011-11-09,79
2011-11-10,62
2011-11-11,53
2011-11-12,46
2011-11-13,48
2011-11-14,44
2011-11-15,43
2011-11-16,40
2011-11-17,39
2011-11-18,37
2011-11-19,32
2011-11-20,33
2011-11-21,36
2011-11-22,33
2011-11-23,29
2011-11-24,28
2011-11-25,26
2011-11-26,28
2011-11-27,27
2011-11-28,35
2011-11-29,30
2011-11-30,29
2011-12-01,30
2011-12-02,27
2011-12-03,24
2011-12-04,24
2011-12-05,31
2011-12-06,28
2011-12-07,29
2011-12-08,28
2011-12-09,26
2011-12-10,21
2011-12-11,27
2011-12-12,28
2011-12-13,27
2011-12-14,27
2011-12-15,26
2011-12-16,23
2011-12-17,20
2011-12-18,19
2011-12-19,25
2011-12-20,24
2011-12-21,23
2011-12-22,23
2011-12-23,20
2011-12-24,17
2011-12-25,19
2011-12-26,22
2011-12-27,23
2011-12-28,24
2011-12-29,23
2011-12-30,21
2011-12-31,18
2012-01-01,19
2012-01-02,25
2012-01-03,24
2012-01-04,25
2012-01-05,26
2012-01-06,24
2012-01-07,21
2012-01-08,21
2012-01-09,23
2012-01-10,22
2012-01-11,26
2012-01-12,25
2012-01-13,22
2012-01-14,18
2012-01-15,18
2012-01-16,24
2012-01-17,23
2012-01-18,23
2012-01-19,25
2012-01-20,22
2012-01-21,20
2012-01-22,20
2012-01-23,26
2012-01-24,27
2012-01-25,25
2012-01-26,26
