date,inheritance
2016-07-30,48
2016-07-31,56
2016-08-01,60
2016-08-02,69
2016-08-03,71
2016-08-04,68
2016-08-05,64
2016-08-06,55
2016-08-07,47
2016-08-08,64
2016-08-09,65
2016-08-10,74
2016-08-11,74
2016-08-12,63
2016-08-13,45
2016-08-14,51
2016-08-15,64
2016-08-16,62
2016-08-17,62
2016-08-18,63
2016-08-19,61
2016-08-20,46
2016-08-21,52
2016-08-22,65
2016-08-23,65
2016-08-24,64
2016-08-25,67
2016-08-26,60
2016-08-27,52
2016-08-28,55
2016-08-29,58
2016-08-30,67
2016-08-31,67
2016-09-01,65
2016-09-02,54
2016-09-03,47
2016-09-04,47
2016-09-05,55
2016-09-06,65
2016-09-07,70
2016-09-08,68
2016-09-09,61
2016-09-10,51
2016-09-11,57
2016-09-12,66
2016-09-13,64
2016-09-14,71
2016-09-15,65
2016-09-16,67
2016-09-17,45
2016-09-18,56
2016-09-19,73
2016-09-20,67
2016-09-21,68
2016-09-22,69
2016-09-23,64
2016-09-24,50
2016-09-25,56
2016-09-26,75
2016-09-27,71
2016-09-28,71
2016-09-29,72
2016-09-30,61
2016-10-01,49
2016-10-02,53
2016-10-03,67
2016-10-04,72
2016-10-05,72
2016-10-06,69
2016-10-07,59
2016-10-08,50
2016-10-09,54
2016-10-10,64
2016-10-11,73
2016-10-12,69
2016-10-13,75
2016-10-14,68
2016-10-15,51
2016-10-16,57
2016-10-17,75
2016-10-18,81
2016-10-19,73
2016-10-20,75
2016-10-21,69
2016-10-22,51
2016-10-23,57
2016-10-24,73
2016-10-25,74
2016-10-26,69
2016-10-27,73
2016-10-28,59
2016-10-29,47
2016-10-30,51
2016-10-31,68
2016-11-01,70
2016-11-02,82
2016-11-03,75
2016-11-04,66
2016-11-05,54
2016-11-06,53
2016-11-07,76
2016-11-08,69
2016-11-09,69
2016-11-10,75
2016-11-11,66
2016-11-12,50
2016-11-13,56
2016-11-14,74
2016-11-15,81
2016-11-16,76
2016-11-17,80
2016-11-18,67
2016-11-19,49
2016-11-20,55
2016-11-21,72
2016-11-22,74
2016-11-23,68
2016-11-24,59
2016-11-25,55
2016-11-26,50
2016-11-27,55
2016-11-28,69
2016-11-29,77
2016-11-30,80
2016-12-01,75
2016-12-02,69
2016-12-03,51
2016-12-04,58
2016-12-05,81
2016-12-06,73
2016-12-07,81
2016-12-08,79
2016-12-09,67
2016-12-10,48
2016-12-11,51
2016-12-12,73
2016-12-13,76
2016-12-14,76
2016-12-15,67
2016-12-16,57
2016-12-17,47
2016-12-18,51
2016-12-19,57
2016-12-20,59
2016-12-21,57
2016-12-22,54
2016-12-23,49
2016-12-24,38
2016-12-25,38
2016-12-26,44
2016-12-27,49
2016-12-28,51
2016-12-29,53
2016-12-30,51
2016-12-31,41
2017-01-01,43
2017-01-02,54
2017-01-03,66
2017-01-04,69
2017-01-05,75
2017-01-06,68
2017-01-07,53
2017-01-08,51
2017-01-09,69
2017-01-10,76
2017-01-11,73
2017-01-12,74
2017-01-13,67
2017-01-14,50
2017-01-15,57
2017-01-16,70
2017-01-17,76
2017-01-18,85
2017-01-19,83
2017-01-20,70
2017-01-21,58
2017-01-22,61
2017-01-23,80
2017-01-24,83
2017-01-25,79
2017-01-26,76
2017-01-27,69
2017-01-28,56
2017-01-29,66
2017-01-30,89
2017-01-31,88
2017-02-01,88
2017-02-02,92
2017-02-03,79
2017-02-04,57
2017-02-05,65
2017-02-06,85
2017-02-07,87
2017-02-08,87
2017-02-09,89
2017-02-10,76
2017-02-11,57
2017-02-12,62
2017-02-13,83
2017-02-14,83
2017-02-15,85
2017-02-16,89
2017-02-17,79
2017-02-18,54
2017-02-19,62
2017-02-20,73
2017-02-21,84
2017-02-22,81
2017-02-23,85
2017-02-24,77
2017-02-25,63
2017-02-26,67
2017-02-27,91
2017-02-28,88
2017-03-01,86
2017-03-02,93
2017-03-03,85
2017-03-04,66
2017-03-05,65
2017-03-06,91
2017-03-07,95
2017-03-08,99
2017-03-09,100
2017-03-10,81
2017-03-11,61
2017-03-12,65
2017-03-13,83
2017-03-14,82
2017-03-15,88
2017-03-16,94
2017-03-17,80
2017-03-18,68
2017-03-19,65
2017-03-20,91
2017-03-21,95
2017-03-22,91
2017-03-23,88
2017-03-24,83
2017-03-25,63
2017-03-26,66
2017-03-27,91
2017-03-28,85
2017-03-29,87
2017-03-30,81
2017-03-31,75
2017-04-01,58
2017-04-02,62
2017-04-03,85
2017-04-04,86
2017-04-05,86
2017-04-06,87
2017-04-07,76
2017-04-08,57
2017-04-09,61
2017-04-10,83
2017-04-11,86
2017-04-12,80
2017-04-13,79
2017-04-14,63
