date,inheritance
2015-04-10,68
2015-04-11,58
2015-04-12,88
2015-04-13,85
2015-04-14,88
2015-04-15,89
2015-04-16,83
2015-04-17,74
2015-04-18,53
2015-04-19,60
2015-04-20,80
2015-04-21,77
2015-04-22,73
2015-04-23,73
2015-04-24,63
2015-04-25,51
2015-04-26,57
2015-04-27,76
2015-04-28,74
2015-04-29,73
2015-04-30,70
2015-05-01,60
2015-05-02,49
2015-05-03,51
2015-05-04,64
2015-05-05,75
2015-05-06,86
2015-05-07,79
2015-05-08,74
2015-05-09,54
2015-05-10,58
2015-05-11,73
2015-05-12,75
2015-05-13,62
2015-05-14,66
2015-05-15,58
2015-05-16,46
2015-05-17,54
2015-05-18,66
2015-05-19,70
2015-05-20,68
2015-05-21,62
2015-05-22,56
2015-05-23,46
2015-05-24,43
2015-05-25,53
2015-05-26,65
2015-05-27,65
2015-05-28,63
2015-05-29,55
2015-05-30,41
2015-05-31,50
2015-06-01,68
2015-06-02,61
2015-06-03,64
2015-06-04,63
2015-06-05,58
2015-06-06,47
2015-06-07,45
2015-06-08,60
2015-06-09,65
2015-06-10,69
2015-06-11,66
2015-06-12,55
2015-06-13,41
2015-06-14,51
2015-06-15,61
2015-06-16,63
2015-06-17,61
2015-06-18,59
2015-06-19,57
2015-06-20,44
2015-06-21,49
2015-06-22,66
2015-06-23,59
2015-06-24,57
2015-06-25,61
2015-06-26,58
2015-06-27,45
2015-06-28,43
2015-06-29,56
2015-06-30,61
2015-07-01,58
2015-07-02,56
2015-07-03,51
2015-07-04,82
2015-07-05,61
2015-07-06,64
2015-07-07,62
2015-07-08,100
2015-07-09,86
2015-07-10,63
2015-07-11,52
2015-07-12,53
2015-07-13,57
2015-07-14,63
2015-07-15,67
2015-07-16,58
2015-07-17,49
2015-07-18,43
2015-07-19,48
2015-07-20,63
2015-07-21,56
2015-07-22,63
2015-07-23,61
2015-07-24,55
2015-07-25,43
2015-07-26,51
2015-07-27,65
2015-07-28,68
2015-07-29,66
2015-07-30,54
2015-07-31,54
2015-08-01,44
2015-08-02,51
2015-08-03,64
2015-08-04,62
2015-08-05,62
2015-08-06,55
2015-08-07,55
2015-08-08,45
2015-08-09,46
2015-08-10,58
2015-08-11,63
2015-08-12,61
2015-08-13,60
2015-08-14,56
2015-08-15,39
2015-08-16,45
2015-08-17,55
2015-08-18,60
2015-08-19,63
2015-08-20,65
2015-08-21,59
2015-08-22,41
2015-08-23,48
2015-08-24,64
2015-08-25,61
2015-08-26,63
2015-08-27,62
2015-08-28,50
2015-08-29,43
2015-08-30,47
2015-08-31,54
2015-09-01,61
2015-09-02,57
2015-09-03,63
2015-09-04,54
2015-09-05,42
2015-09-06,47
2015-09-07,62
2015-09-08,63
2015-09-09,64
2015-09-10,65
2015-09-11,62
2015-09-12,51
2015-09-13,53
2015-09-14,62
2015-09-15,64
2015-09-16,65
2015-09-17,65
2015-09-18,60
2015-09-19,45
2015-09-20,51
2015-09-21,67
2015-09-22,71
2015-09-23,64
2015-09-24,60
2015-09-25,57
2015-09-26,45
2015-09-27,47
2015-09-28,67
2015-09-29,72
2015-09-30,64
2015-10-01,60
2015-10-02,59
2015-10-03,46
2015-10-04,55
2015-10-05,74
2015-10-06,70
2015-10-07,69
2015-10-08,67
2015-10-09,64
2015-10-10,48
2015-10-11,59
2015-10-12,68
2015-10-13,75
2015-10-14,71
2015-10-15,67
2015-10-16,65
2015-10-17,49
2015-10-18,52
2015-10-19,71
2015-10-20,71
2015-10-21,67
2015-10-22,69
2015-10-23,62
2015-10-24,46
2015-10-25,49
2015-10-26,66
2015-10-27,76
2015-10-28,74
2015-10-29,76
2015-10-30,62
2015-10-31,49
2015-11-01,49
2015-11-02,72
2015-11-03,81
2015-11-04,77
2015-11-05,76
2015-11-06,67
2015-11-07,51
2015-11-08,55
2015-11-09,68
2015-11-10,69
2015-11-11,65
2015-11-12,70
2015-11-13,69
2015-11-14,44
2015-11-15,57
2015-11-16,72
2015-11-17,72
2015-11-18,78
2015-11-19,71
2015-11-20,69
2015-11-21,47
2015-11-22,52
2015-11-23,69
2015-11-24,68
2015-11-25,65
2015-11-26,55
2015-11-27,50
2015-11-28,43
2015-11-29,53
2015-11-30,69
2015-12-01,76
2015-12-02,80
2015-12-03,78
2015-12-04,77
2015-12-05,47
2015-12-06,48
2015-12-07,77
2015-12-08,81
2015-12-09,78
2015-12-10,73
2015-12-11,75
2015-12-12,47
2015-12-13,50
2015-12-14,71
2015-12-15,76
2015-12-16,68
2015-12-17,68
2015-12-18,59
2015-12-19,42
2015-12-20,48
2015-12-21,55
2015-12-22,57
2015-12-23,54
2015-12-24,44
2015-12-25,34
2015-12-26,43
