date,inheritance
2011-09-18,21
2011-09-19,26
2011-09-20,24
2011-09-21,25
2011-09-22,23
2011-09-23,23
2011-09-24,18
2011-09-25,22
2011-09-26,24
2011-09-27,22
2011-09-28,22
2011-09-29,26
2011-09-30,23
2011-10-01,18
2011-10-02,20
2011-10-03,27
2011-10-04,23
2011-10-05,25
2011-10-06,25
2011-10-07,22
2011-10-08,19
2011-10-09,22
2011-10-10,26
2011-10-11,26
2011-10-12,27
2011-10-13,24
2011-10-14,20
2011-10-15,19
2011-10-16,24
2011-10-17,27
2011-10-18,26
2011-10-19,26
2011-10-20,25
2011-10-21,23
2011-10-22,20
2011-10-23,20
2011-10-24,27
2011-10-25,27
2011-10-26,30
2011-10-27,25
2011-10-28,26
2011-10-29,21
2011-10-30,23
2011-10-31,30
2011-11-01,33
2011-11-02,34
2011-11-03,33
2011-11-04,37
2011-11-05,34
2011-11-06,40
2011-11-07,58
2011-11-08,100
2011-11-09,81
2011-11-10,65
2011-11-11,57
2011-11-12,49
2011-11-13,51
2011-11-14,48
2011-11-15,48
2011-11-16,42
2011-11-17,42
2011-11-18,36
2011-11-19,33
2011-11-20,35
2011-11-21,36
2011-11-22,34
2011-11-23,30
2011-11-24,29
2011-11-25,30
2011-11-26,31
2011-11-27,29
2011-11-28,33
2011-11-29,32
2011-11-30,30
2011-12-01,31
2011-12-02,28
2011-12-03,26
2011-12-04,26
2011-12-05,30
2011-12-06,29
2011-12-07,31
2011-12-08,29
2011-12-09,25
2011-12-10,22
2011-12-11,24
2011-12-12,30
2011-12-13,29
2011-12-14,27
2011-12-15,28
2011-12-16,23
2011-12-17,22
2011-12-18,19
2011-12-19,25
2011-12-20,23
2011-12-21,23
2011-12-22,23
2011-12-23,20
2011-12-24,16
2011-12-25,19
2011-12-26,22
2011-12-27,23
2011-12-28,25
2011-12-29,24
2011-12-30,23
2011-12-31,19
2012-01-01,19
2012-01-02,24
2012-01-03,24
2012-01-04,23
2012-01-05,26
2012-01-06,24
2012-01-07,19
2012-01-08,20
2012-01-09,23
2012-01-10,22
2012-01-11,25
2012-01-12,25
2012-01-13,25
2012-01-14,19
2012-01-15,22
2012-01-16,23
2012-01-17,25
2012-01-18,24
2012-01-19,24
2012-01-20,22
2012-01-21,19
2012-01-22,18
2012-01-23,24
2012-01-24,26
2012-01-25,26
2012-01-26,25
2012-01-27,24
2012-01-28,20
2012-01-29,22
2012-01-30,24
2012-01-31,26
2012-02-01,25
2012-02-02,25
2012-02-03,24
2012-02-04,21
2012-02-05,21
2012-02-06,26
2012-02-07,27
2012-02-08,26
2012-02-09,26
2012-02-10,24
2012-02-11,18
2012-02-12,20
2012-02-13,26
2012-02-14,24
2012-02-15,26
2012-02-16,25
2012-02-17,21
2012-02-18,20
2012-02-19,19
2012-02-20,25
2012-02-21,26
2012-02-22,26
2012-02-23,25
2012-02-24,22
2012-02-25,17
2012-02-26,22
2012-02-27,22
2012-02-28,26
2012-02-29,24
2012-03-01,25
2012-03-02,21
2012-03-03,20
2012-03-04,21
2012-03-05,26
2012-03-06,24
2012-03-07,25
2012-03-08,21
2012-03-09,22
2012-03-10,17
2012-03-11,18
2012-03-12,23
2012-03-13,25
2012-03-14,23
2012-03-15,25
2012-03-16,22
2012-03-17,16
2012-03-18,19
2012-03-19,24
2012-03-20,25
2012-03-21,24
2012-03-22,26
2012-03-23,22
2012-03-24,16
2012-03-25,19
2012-03-26,22
2012-03-27,25
2012-03-28,22
2012-03-29,22
2012-03-30,19
2012-03-31,16
2012-04-01,19
2012-04-02,22
2012-04-03,22
2012-04-04,22
2012-04-05,23
2012-04-06,18
2012-04-07,18
2012-04-08,19
2012-04-09,23
2012-04-10,26
2012-04-11,24
2012-04-12,29
2012-04-13,25
2012-04-14,24
2012-04-15,24
2012-04-16,26
2012-04-17,28
2012-04-18,26
2012-04-19,25
2012-04-20,23
2012-04-21,20
2012-04-22,21
2012-04-23,25
2012-04-24,27
2012-04-25,25
2012-04-26,24
2012-04-27,21
2012-04-28,20
2012-04-29,22
2012-04-30,23
2012-05-01,26
2012-05-02,23
2012-05-03,21
2012-05-04,22
2012-05-05,18
2012-05-06,18
2012-05-07,22
2012-05-08,23
2012-05-09,23
2012-05-10,23
2012-05-11,21
2012-05-12,16
2012-05-13,18
2012-05-14,24
2012-05-15,20
2012-05-16,20
2012-05-17,20
2012-05-18,19
2012-05-19,15
2012-05-20,16
2012-05-21,21
2012-05-22,20
2012-05-23,20
2012-05-24,20
2012-05-25,20
2012-05-26,15
2012-05-27,18
2012-05-28,17
2012-05-29,22
2012-05-30,19
2012-05-31,21
2012-06-01,17
2012-06-02,15
2012-06-03,17
2012-06-04,15
