date,inheritance
2015-08-18,59
2015-08-19,62
2015-08-20,63
2015-08-21,54
2015-08-22,42
2015-08-23,44
2015-08-24,61
2015-08-25,59
2015-08-26,60
2015-08-27,55
2015-08-28,50
2015-08-29,43
2015-08-30,45
2015-08-31,57
2015-09-01,58
2015-09-02,62
2015-09-03,59
2015-09-04,58
2015-09-05,41
2015-09-06,48
2015-09-07,60
2015-09-08,65
2015-09-09,64
2015-09-10,67
2015-09-11,57
2015-09-12,48
2015-09-13,48
2015-09-14,58
2015-09-15,64
2015-09-16,59
2015-09-17,61
2015-09-18,58
2015-09-19,43
2015-09-20,44
2015-09-21,64
2015-09-22,61
2015-09-23,63
2015-09-24,58
2015-09-25,55
2015-09-26,43
2015-09-27,49
2015-09-28,61
2015-09-29,66
2015-09-30,62
2015-10-01,60
2015-10-02,56
2015-10-03,45
2015-10-04,50
2015-10-05,71
2015-10-06,66
2015-10-07,64
2015-10-08,70
2015-10-09,63
2015-10-10,43
2015-10-11,50
2015-10-12,67
2015-10-13,76
2015-10-14,67
2015-10-15,65
2015-10-16,61
2015-10-17,45
2015-10-18,57
2015-10-19,72
2015-10-20,67
2015-10-21,61
2015-10-22,63
2015-10-23,59
2015-10-24,44
2015-10-25,48
2015-10-26,64
2015-10-27,73
2015-10-28,72
2015-10-29,73
2015-10-30,64
2015-10-31,48
2015-11-01,46
2015-11-02,72
2015-11-03,76
2015-11-04,71
2015-11-05,72
2015-11-06,70
2015-11-07,51
2015-11-08,54
2015-11-09,68
2015-11-10,67
2015-11-11,62
2015-11-12,64
2015-11-13,59
2015-11-14,37
2015-11-15,47
2015-11-16,67
2015-11-17,69
2015-11-18,72
2015-11-19,68
2015-11-20,63
2015-11-21,47
2015-11-22,48
2015-11-23,62
2015-11-24,71
2015-11-25,60
2015-11-26,52
2015-11-27,49
2015-11-28,45
2015-11-29,50
2015-11-30,70
2015-12-01,65
2015-12-02,74
2015-12-03,71
2015-12-04,65
2015-12-05,46
2015-12-06,47
2015-12-07,68
2015-12-08,78
2015-12-09,70
2015-12-10,73
2015-12-11,66
2015-12-12,49
2015-12-13,49
2015-12-14,67
2015-12-15,70
2015-12-16,67
2015-12-17,60
2015-12-18,58
2015-12-19,44
2015-12-20,45
2015-12-21,55
2015-12-22,56
2015-12-23,50
2015-12-24,44
2015-12-25,33
2015-12-26,41
2015-12-27,40
2015-12-28,47
2015-12-29,47
2015-12-30,55
2015-12-31,42
2016-01-01,40
2016-01-02,42
2016-01-03,53
2016-01-04,61
2016-01-05,65
2016-01-06,68
2016-01-07,65
2016-01-08,63
2016-01-09,51
2016-01-10,60
2016-01-11,71
2016-01-12,77
2016-01-13,76
2016-01-14,72
2016-01-15,64
2016-01-16,47
2016-01-17,47
2016-01-18,59
2016-01-19,74
2016-01-20,74
2016-01-21,73
2016-01-22,68
2016-01-23,49
2016-01-24,56
2016-01-25,70
2016-01-26,79
2016-01-27,79
2016-01-28,78
2016-01-29,78
2016-01-30,57
2016-01-31,62
2016-02-01,78
2016-02-02,79
2016-02-03,83
2016-02-04,74
2016-02-05,69
2016-02-06,53
2016-02-07,62
2016-02-08,73
2016-02-09,85
2016-02-10,80
2016-02-11,75
2016-02-12,66
2016-02-13,51
2016-02-14,51
2016-02-15,70
2016-02-16,78
2016-02-17,79
2016-02-18,76
2016-02-19,67
2016-02-20,48
2016-02-21,64
2016-02-22,83
2016-02-23,75
2016-02-24,78
2016-02-25,79
2016-02-26,77
2016-02-27,55
2016-02-28,63
2016-02-29,82
2016-03-01,77
2016-03-02,81
2016-03-03,79
2016-03-04,80
2016-03-05,51
2016-03-06,57
2016-03-07,76
2016-03-08,77
2016-03-09,84
2016-03-10,80
2016-03-11,70
2016-03-12,53
2016-03-13,55
2016-03-14,74
2016-03-15,80
2016-03-16,82
2016-03-17,75
2016-03-18,73
2016-03-19,53
2016-03-20,59
2016-03-21,74
2016-03-22,74
2016-03-23,76
2016-03-24,63
2016-03-25,55
2016-03-26,44
2016-03-27,51
2016-03-28,66
2016-03-29,73
2016-03-30,74
2016-03-31,77
2016-04-01,67
2016-04-02,53
2016-04-03,58
2016-04-04,78
2016-04-05,76
2016-04-06,80
2016-04-07,81
2016-04-08,69
2016-04-09,52
2016-04-10,95
2016-04-11,100
2016-04-12,85
2016-04-13,85
2016-04-14,84
2016-04-15,74
2016-04-16,52
2016-04-17,62
2016-04-18,77
2016-04-19,80
2016-04-20,73
2016-04-21,72
2016-04-22,76
2016-04-23,49
2016-04-24,59
2016-04-25,73
2016-04-26,74
2016-04-27,83
2016-04-28,84
2016-04-29,63
2016-04-30,55
2016-05-01,54
2016-05-02,68
2016-05-03,81
2016-05-04,75
