date,INTC,isPartial
2018-02-13,24,False
2018-02-14,22,False
2018-02-15,25,False
2018-02-16,24,False
2018-02-17,10,False
2018-02-18,5,False
2018-02-19,11,False
2018-02-20,20,False
2018-02-21,23,False
2018-02-22,22,False
2018-02-23,23,False
2018-02-24,11,False
2018-02-25,5,False
2018-02-26,26,False
2018-02-27,33,False
2018-02-28,30,False
2018-03-01,34,False
2018-03-02,28,False
2018-03-03,10,False
2018-03-04,5,False
2018-03-05,24,False
2018-03-06,31,False
2018-03-07,34,False
2018-03-08,28,False
2018-03-09,37,False
2018-03-10,19,False
2018-03-11,7,False
2018-03-12,37,False
2018-03-13,40,False
2018-03-14,39,False
2018-03-15,32,False
2018-03-16,26,False
2018-03-17,10,False
2018-03-18,3,False
2018-03-19,30,False
2018-03-20,32,False
2018-03-21,27,False
2018-03-22,26,False
2018-03-23,28,False
2018-03-24,8,False
2018-03-25,6,False
2018-03-26,32,False
2018-03-27,35,False
2018-03-28,36,False
2018-03-29,35,False
2018-03-30,17,False
2018-03-31,8,False
2018-04-01,6,False
2018-04-02,46,False
2018-04-03,45,False
2018-04-04,34,False
2018-04-05,37,False
2018-04-06,27,False
2018-04-07,7,False
2018-04-08,7,False
2018-04-09,22,False
2018-04-10,20,False
2018-04-11,21,False
2018-04-12,31,False
2018-04-13,25,False
2018-04-14,9,False
2018-04-15,8,False
2018-04-16,27,False
2018-04-17,25,False
2018-04-18,37,False
2018-04-19,34,False
2018-04-20,26,False
2018-04-21,8,False
2018-04-22,7,False
2018-04-23,24,False
2018-04-24,30,False
2018-04-25,32,False
2018-04-26,78,False
2018-04-27,100,False
2018-04-28,15,False
2018-04-29,10,False
2018-04-30,42,False
2018-05-01,36,False
2018-05-02,33,False
2018-05-03,33,False
2018-05-04,33,False
2018-05-05,13,False
2018-05-06,7,False
2018-05-07,28,False
2018-05-08,25,False
2018-05-09,36,False
2018-05-10,28,False
2018-05-11,25,False
2018-05-12,10,False
2018-05-13,7,False
2018-05-14,20,False
2018-05-15,22,False
2018-05-16,27,False
2018-05-17,31,False
2018-05-18,29,False
2018-05-19,7,False
2018-05-20,6,False
2018-05-21,24,False
2018-05-22,26,False
2018-05-23,31,False
2018-05-24,27,False
2018-05-25,20,False
2018-05-26,9,False
2018-05-27,4,False
2018-05-28,7,False
2018-05-29,20,False
2018-05-30,27,False
2018-05-31,29,False
2018-06-01,36,False
