date,INTC,isPartial
2014-07-24,48,False
2014-07-25,41,False
2014-07-26,20,False
2014-07-27,15,False
2014-07-28,40,False
2014-07-29,56,False
2014-07-30,44,False
2014-07-31,57,False
2014-08-01,48,False
2014-08-02,11,False
2014-08-03,10,False
2014-08-04,42,False
2014-08-05,49,False
2014-08-06,59,False
2014-08-07,31,False
2014-08-08,50,False
2014-08-09,20,False
2014-08-10,8,False
2014-08-11,36,False
2014-08-12,33,False
2014-08-13,43,False
2014-08-14,53,False
2014-08-15,40,False
2014-08-16,5,False
2014-08-17,14,False
2014-08-18,47,False
2014-08-19,49,False
2014-08-20,52,False
2014-08-21,58,False
2014-08-22,55,False
2014-08-23,20,False
2014-08-24,11,False
2014-08-25,45,False
2014-08-26,38,False
2014-08-27,32,False
2014-08-28,24,False
2014-08-29,42,False
2014-08-30,20,False
2014-08-31,5,False
2014-09-01,15,False
2014-09-02,46,False
2014-09-03,27,False
2014-09-04,55,False
2014-09-05,38,False
2014-09-06,24,False
2014-09-07,10,False
2014-09-08,34,False
2014-09-09,37,False
2014-09-10,40,False
2014-09-11,34,False
2014-09-12,28,False
2014-09-13,18,False
2014-09-14,6,False
2014-09-15,27,False
2014-09-16,31,False
2014-09-17,28,False
2014-09-18,32,False
2014-09-19,43,False
2014-09-20,15,False
2014-09-21,6,False
2014-09-22,25,False
2014-09-23,25,False
2014-09-24,25,False
2014-09-25,29,False
2014-09-26,37,False
2014-09-27,12,False
2014-09-28,7,False
2014-09-29,38,False
2014-09-30,28,False
2014-10-01,40,False
2014-10-02,29,False
2014-10-03,32,False
2014-10-04,14,False
2014-10-05,15,False
2014-10-06,27,False
2014-10-07,29,False
2014-10-08,32,False
2014-10-09,32,False
2014-10-10,50,False
2014-10-11,36,False
2014-10-12,19,False
2014-10-13,31,False
2014-10-14,100,False
2014-10-15,87,False
2014-10-16,45,False
2014-10-17,36,False
2014-10-18,10,False
2014-10-19,4,False
2014-10-20,47,False
2014-10-21,37,False
2014-10-22,43,False
2014-10-23,40,False
2014-10-24,23,False
2014-10-25,21,False
2014-10-26,10,False
2014-10-27,28,False
2014-10-28,18,False
2014-10-29,37,False
2014-10-30,41,False
2014-10-31,51,False
2014-11-01,21,False
2014-11-02,6,False
2014-11-03,38,False
2014-11-04,40,False
2014-11-05,50,False
2014-11-06,24,False
2014-11-07,38,False
2014-11-08,13,False
2014-11-09,7,False
2014-11-10,24,False
2014-11-11,35,False
2014-11-12,33,False
2014-11-13,23,False
2014-11-14,25,False
2014-11-15,14,False
2014-11-16,7,False
2014-11-17,31,False
2014-11-18,34,False
2014-11-19,38,False
2014-11-20,47,False
2014-11-21,74,False
2014-11-22,28,False
2014-11-23,15,False
2014-11-24,37,False
2014-11-25,48,False
2014-11-26,37,False
2014-11-27,33,False
2014-11-28,35,False
2014-11-29,18,False
2014-11-30,12,False
2014-12-01,62,False
2014-12-02,49,False
2014-12-03,32,False
2014-12-04,41,False
2014-12-05,38,False
2014-12-06,22,False
2014-12-07,14,False
2014-12-08,40,False
2014-12-09,40,False
2014-12-10,32,False
2014-12-11,37,False
