date,INTC,isPartial
2013-06-29,6,False
2013-06-30,10,False
2013-07-01,20,False
2013-07-02,30,False
2013-07-03,32,False
2013-07-04,6,False
2013-07-05,21,False
2013-07-06,12,False
2013-07-07,10,False
2013-07-08,38,False
2013-07-09,42,False
2013-07-10,30,False
2013-07-11,34,False
2013-07-12,32,False
2013-07-13,11,False
2013-07-14,2,False
2013-07-15,31,False
2013-07-16,33,False
2013-07-17,72,False
2013-07-18,72,False
2013-07-19,44,False
2013-07-20,14,False
2013-07-21,15,False
2013-07-22,39,False
2013-07-23,43,False
2013-07-24,34,False
2013-07-25,30,False
2013-07-26,33,False
2013-07-27,9,False
2013-07-28,2,False
2013-07-29,31,False
2013-07-30,22,False
2013-07-31,32,False
2013-08-01,32,False
2013-08-02,24,False
2013-08-03,13,False
2013-08-04,10,False
2013-08-05,34,False
2013-08-06,30,False
2013-08-07,32,False
2013-08-08,38,False
2013-08-09,25,False
2013-08-10,8,False
2013-08-11,9,False
2013-08-12,22,False
2013-08-13,26,False
2013-08-14,33,False
2013-08-15,34,False
2013-08-16,24,False
2013-08-17,14,False
2013-08-18,7,False
2013-08-19,27,False
2013-08-20,32,False
2013-08-21,29,False
2013-08-22,38,False
2013-08-23,33,False
2013-08-24,13,False
2013-08-25,8,False
2013-08-26,25,False
2013-08-27,14,False
2013-08-28,23,False
2013-08-29,21,False
2013-08-30,24,False
2013-08-31,13,False
2013-09-01,7,False
2013-09-02,8,False
2013-09-03,34,False
2013-09-04,30,False
2013-09-05,24,False
2013-09-06,25,False
2013-09-07,12,False
2013-09-08,5,False
2013-09-09,27,False
2013-09-10,38,False
2013-09-11,36,False
2013-09-12,31,False
2013-09-13,30,False
2013-09-14,13,False
2013-09-15,15,False
2013-09-16,35,False
2013-09-17,32,False
2013-09-18,42,False
2013-09-19,39,False
2013-09-20,24,False
2013-09-21,16,False
2013-09-22,7,False
2013-09-23,30,False
2013-09-24,25,False
2013-09-25,21,False
2013-09-26,25,False
2013-09-27,25,False
2013-09-28,11,False
2013-09-29,10,False
2013-09-30,29,False
2013-10-01,29,False
2013-10-02,21,False
2013-10-03,25,False
2013-10-04,24,False
2013-10-05,3,False
2013-10-06,7,False
2013-10-07,19,False
2013-10-08,39,False
2013-10-09,26,False
2013-10-10,32,False
2013-10-11,28,False
2013-10-12,8,False
2013-10-13,5,False
2013-10-14,25,False
2013-10-15,46,False
2013-10-16,47,False
2013-10-17,35,False
2013-10-18,34,False
2013-10-19,7,False
2013-10-20,4,False
2013-10-21,24,False
2013-10-22,35,False
2013-10-23,34,False
2013-10-24,33,False
2013-10-25,33,False
2013-10-26,9,False
2013-10-27,8,False
2013-10-28,19,False
2013-10-29,42,False
2013-10-30,33,False
2013-10-31,41,False
2013-11-01,28,False
2013-11-02,8,False
2013-11-03,7,False
2013-11-04,17,False
2013-11-05,21,False
2013-11-06,22,False
2013-11-07,20,False
2013-11-08,19,False
2013-11-09,9,False
2013-11-10,4,False
2013-11-11,21,False
2013-11-12,28,False
2013-11-13,23,False
