date,INTC,isPartial
2014-03-16,2,False
2014-03-17,12,False
2014-03-18,21,False
2014-03-19,14,False
2014-03-20,18,False
2014-03-21,22,False
2014-03-22,9,False
2014-03-23,0,False
2014-03-24,14,False
2014-03-25,13,False
2014-03-26,16,False
2014-03-27,9,False
2014-03-28,14,False
2014-03-29,3,False
2014-03-30,7,False
2014-03-31,17,False
2014-04-01,29,False
2014-04-02,16,False
2014-04-03,22,False
2014-04-04,24,False
2014-04-05,8,False
2014-04-06,6,False
2014-04-07,16,False
2014-04-08,27,False
2014-04-09,31,False
2014-04-10,28,False
2014-04-11,22,False
2014-04-12,11,False
2014-04-13,9,False
2014-04-14,26,False
2014-04-15,48,False
2014-04-16,56,False
2014-04-17,34,False
2014-04-18,23,False
2014-04-19,4,False
2014-04-20,9,False
2014-04-21,24,False
2014-04-22,15,False
2014-04-23,20,False
2014-04-24,26,False
2014-04-25,19,False
2014-04-26,12,False
2014-04-27,4,False
2014-04-28,19,False
2014-04-29,24,False
2014-04-30,24,False
2014-05-01,22,False
2014-05-02,12,False
2014-05-03,8,False
2014-05-04,3,False
2014-05-05,24,False
2014-05-06,17,False
2014-05-07,21,False
2014-05-08,18,False
2014-05-09,15,False
2014-05-10,5,False
2014-05-11,4,False
2014-05-12,15,False
2014-05-13,17,False
2014-05-14,19,False
2014-05-15,22,False
2014-05-16,18,False
2014-05-17,10,False
2014-05-18,3,False
2014-05-19,16,False
2014-05-20,17,False
2014-05-21,11,False
2014-05-22,15,False
2014-05-23,12,False
2014-05-24,7,False
2014-05-25,6,False
2014-05-26,6,False
2014-05-27,16,False
2014-05-28,22,False
2014-05-29,18,False
2014-05-30,27,False
2014-05-31,8,False
2014-06-01,9,False
2014-06-02,14,False
2014-06-03,20,False
2014-06-04,24,False
2014-06-05,22,False
2014-06-06,32,False
2014-06-07,19,False
2014-06-08,5,False
2014-06-09,26,False
2014-06-10,20,False
2014-06-11,25,False
2014-06-12,29,False
2014-06-13,71,False
2014-06-14,24,False
2014-06-15,15,False
2014-06-16,40,False
2014-06-17,34,False
2014-06-18,29,False
2014-06-19,31,False
2014-06-20,24,False
2014-06-21,8,False
2014-06-22,5,False
2014-06-23,22,False
2014-06-24,30,False
2014-06-25,35,False
2014-06-26,35,False
2014-06-27,24,False
2014-06-28,12,False
2014-06-29,8,False
2014-06-30,24,False
2014-07-01,27,False
2014-07-02,25,False
2014-07-03,28,False
2014-07-04,10,False
2014-07-05,5,False
2014-07-06,3,False
2014-07-07,23,False
2014-07-08,36,False
2014-07-09,28,False
2014-07-10,32,False
2014-07-11,22,False
2014-07-12,9,False
2014-07-13,9,False
2014-07-14,26,False
2014-07-15,82,False
2014-07-16,100,False
2014-07-17,78,False
2014-07-18,39,False
2014-07-19,9,False
2014-07-20,12,False
2014-07-21,36,False
2014-07-22,46,False
2014-07-23,31,False
2014-07-24,28,False
2014-07-25,22,False
2014-07-26,9,False
2014-07-27,6,False
2014-07-28,21,False
2014-07-29,27,False
2014-07-30,23,False
2014-07-31,28,False
2014-08-01,33,False
2014-08-02,10,False
2014-08-03,5,False
2014-08-04,18,False
2014-08-05,33,False
2014-08-06,26,False
2014-08-07,30,False
2014-08-08,27,False
2014-08-09,7,False
2014-08-10,5,False
2014-08-11,20,False
2014-08-12,17,False
2014-08-13,22,False
2014-08-14,23,False
2014-08-15,24,False
2014-08-16,9,False
2014-08-17,10,False
2014-08-18,22,False
2014-08-19,25,False
2014-08-20,30,False
2014-08-21,32,False
2014-08-22,27,False
2014-08-23,13,False
2014-08-24,4,False
2014-08-25,31,False
2014-08-26,20,False
2014-08-27,17,False
2014-08-28,17,False
2014-08-29,19,False
2014-08-30,5,False
2014-08-31,3,False
2014-09-01,11,False
2014-09-02,24,False
2014-09-03,16,False
2014-09-04,28,False
2014-09-05,19,False
2014-09-06,9,False
2014-09-07,7,False
2014-09-08,18,False
2014-09-09,19,False
2014-09-10,21,False
2014-09-11,22,False
2014-09-12,18,False
2014-09-13,11,False
2014-09-14,7,False
2014-09-15,18,False
2014-09-16,16,False
2014-09-17,10,False
2014-09-18,23,False
2014-09-19,18,False
2014-09-20,9,False
2014-09-21,4,False
2014-09-22,15,False
2014-09-23,15,False
2014-09-24,18,False
2014-09-25,14,False
2014-09-26,16,False
2014-09-27,9,False
2014-09-28,3,False
2014-09-29,19,False
2014-09-30,18,False
2014-10-01,16,False
2014-10-02,18,False
2014-10-03,15,False
2014-10-04,13,False
2014-10-05,7,False
2014-10-06,12,False
2014-10-07,19,False
2014-10-08,24,False
2014-10-09,17,False
2014-10-10,28,False
2014-10-11,17,False
2014-10-12,11,False
2014-10-13,18,False
2014-10-14,47,False
2014-10-15,51,False
2014-10-16,22,False
2014-10-17,20,False
2014-10-18,6,False
2014-10-19,4,False
2014-10-20,18,False
2014-10-21,21,False
2014-10-22,21,False
