date,INTC,isPartial
2015-04-10,46,False
2015-04-11,12,False
2015-04-12,19,False
2015-04-13,37,False
2015-04-14,69,False
2015-04-15,91,False
2015-04-16,45,False
2015-04-17,38,False
2015-04-18,12,False
2015-04-19,14,False
2015-04-20,37,False
2015-04-21,38,False
2015-04-22,49,False
2015-04-23,39,False
2015-04-24,42,False
2015-04-25,21,False
2015-04-26,12,False
2015-04-27,47,False
2015-04-28,51,False
2015-04-29,58,False
2015-04-30,39,False
2015-05-01,45,False
2015-05-02,18,False
2015-05-03,13,False
2015-05-04,39,False
2015-05-05,40,False
2015-05-06,31,False
2015-05-07,34,False
2015-05-08,34,False
2015-05-09,16,False
2015-05-10,6,False
2015-05-11,31,False
2015-05-12,30,False
2015-05-13,36,False
2015-05-14,29,False
2015-05-15,30,False
2015-05-16,15,False
2015-05-17,11,False
2015-05-18,35,False
2015-05-19,36,False
2015-05-20,36,False
2015-05-21,31,False
2015-05-22,32,False
2015-05-23,11,False
2015-05-24,8,False
2015-05-25,12,False
2015-05-26,32,False
2015-05-27,21,False
2015-05-28,39,False
2015-05-29,48,False
2015-05-30,19,False
2015-05-31,12,False
2015-06-01,59,False
2015-06-02,45,False
2015-06-03,44,False
2015-06-04,38,False
2015-06-05,39,False
2015-06-06,20,False
2015-06-07,11,False
2015-06-08,35,False
2015-06-09,39,False
2015-06-10,35,False
2015-06-11,27,False
2015-06-12,34,False
2015-06-13,18,False
2015-06-14,7,False
2015-06-15,31,False
2015-06-16,31,False
2015-06-17,28,False
2015-06-18,34,False
2015-06-19,29,False
2015-06-20,12,False
2015-06-21,7,False
2015-06-22,35,False
2015-06-23,29,False
2015-06-24,28,False
2015-06-25,30,False
2015-06-26,37,False
2015-06-27,20,False
2015-06-28,10,False
2015-06-29,37,False
2015-06-30,36,False
2015-07-01,39,False
2015-07-02,33,False
2015-07-03,21,False
2015-07-04,12,False
2015-07-05,11,False
2015-07-06,33,False
2015-07-07,41,False
2015-07-08,42,False
2015-07-09,41,False
2015-07-10,40,False
2015-07-11,18,False
2015-07-12,11,False
2015-07-13,42,False
2015-07-14,54,False
2015-07-15,100,False
2015-07-16,91,False
2015-07-17,49,False
2015-07-18,23,False
2015-07-19,9,False
2015-07-20,38,False
2015-07-21,50,False
2015-07-22,42,False
2015-07-23,32,False
2015-07-24,37,False
2015-07-25,14,False
2015-07-26,7,False
2015-07-27,32,False
2015-07-28,43,False
2015-07-29,51,False
2015-07-30,33,False
2015-07-31,39,False
2015-08-01,11,False
2015-08-02,7,False
2015-08-03,25,False
2015-08-04,41,False
2015-08-05,35,False
2015-08-06,30,False
2015-08-07,34,False
2015-08-08,13,False
2015-08-09,7,False
2015-08-10,35,False
2015-08-11,30,False
2015-08-12,35,False
2015-08-13,26,False
2015-08-14,33,False
2015-08-15,11,False
2015-08-16,4,False
2015-08-17,27,False
2015-08-18,36,False
2015-08-19,30,False
2015-08-20,35,False
2015-08-21,49,False
2015-08-22,21,False
2015-08-23,17,False
2015-08-24,81,False
2015-08-25,77,False
2015-08-26,60,False
2015-08-27,61,False
2015-08-28,40,False
2015-08-29,17,False
2015-08-30,15,False
2015-08-31,35,False
2015-09-01,45,False
2015-09-02,43,False
2015-09-03,45,False
2015-09-04,39,False
2015-09-05,13,False
2015-09-06,8,False
2015-09-07,11,False
2015-09-08,32,False
2015-09-09,46,False
2015-09-10,32,False
2015-09-11,40,False
