date,INTC,isPartial
2012-06-04,21,False
2012-06-05,15,False
2012-06-06,16,False
2012-06-07,16,False
2012-06-08,21,False
2012-06-09,13,False
2012-06-10,1,False
2012-06-11,15,False
2012-06-12,25,False
2012-06-13,8,False
2012-06-14,23,False
2012-06-15,21,False
2012-06-16,9,False
2012-06-17,6,False
2012-06-18,18,False
2012-06-19,29,False
2012-06-20,13,False
2012-06-21,22,False
2012-06-22,28,False
2012-06-23,6,False
2012-06-24,3,False
2012-06-25,17,False
2012-06-26,19,False
2012-06-27,18,False
2012-06-28,20,False
2012-06-29,23,False
2012-06-30,10,False
2012-07-01,1,False
2012-07-02,18,False
2012-07-03,18,False
2012-07-04,10,False
2012-07-05,18,False
2012-07-06,19,False
2012-07-07,10,False
2012-07-08,6,False
2012-07-09,18,False
2012-07-10,17,False
2012-07-11,27,False
2012-07-12,20,False
2012-07-13,21,False
2012-07-14,15,False
2012-07-15,3,False
2012-07-16,29,False
2012-07-17,48,False
2012-07-18,53,False
2012-07-19,36,False
2012-07-20,25,False
2012-07-21,12,False
2012-07-22,3,False
2012-07-23,20,False
2012-07-24,16,False
2012-07-25,17,False
2012-07-26,26,False
2012-07-27,23,False
2012-07-28,7,False
2012-07-29,10,False
2012-07-30,17,False
2012-07-31,24,False
2012-08-01,26,False
2012-08-02,23,False
2012-08-03,14,False
2012-08-04,13,False
2012-08-05,3,False
2012-08-06,21,False
2012-08-07,14,False
2012-08-08,17,False
2012-08-09,15,False
2012-08-10,20,False
2012-08-11,10,False
2012-08-12,6,False
2012-08-13,17,False
2012-08-14,16,False
2012-08-15,21,False
2012-08-16,29,False
2012-08-17,18,False
2012-08-18,12,False
2012-08-19,3,False
2012-08-20,23,False
2012-08-21,13,False
2012-08-22,19,False
2012-08-23,14,False
2012-08-24,17,False
2012-08-25,17,False
2012-08-26,14,False
2012-08-27,22,False
2012-08-28,19,False
2012-08-29,22,False
2012-08-30,18,False
2012-08-31,13,False
2012-09-01,10,False
2012-09-02,3,False
2012-09-03,6,False
2012-09-04,15,False
2012-09-05,16,False
2012-09-06,27,False
2012-09-07,49,False
2012-09-08,16,False
2012-09-09,8,False
2012-09-10,26,False
2012-09-11,40,False
2012-09-12,25,False
2012-09-13,31,False
2012-09-14,26,False
2012-09-15,8,False
2012-09-16,11,False
2012-09-17,19,False
2012-09-18,31,False
2012-09-19,14,False
2012-09-20,19,False
2012-09-21,19,False
2012-09-22,10,False
2012-09-23,7,False
2012-09-24,32,False
2012-09-25,35,False
2012-09-26,22,False
2012-09-27,18,False
2012-09-28,36,False
2012-09-29,5,False
2012-09-30,7,False
2012-10-01,27,False
2012-10-02,27,False
2012-10-03,30,False
2012-10-04,21,False
2012-10-05,28,False
2012-10-06,11,False
2012-10-07,8,False
2012-10-08,18,False
2012-10-09,32,False
2012-10-10,46,False
2012-10-11,36,False
2012-10-12,30,False
2012-10-13,16,False
2012-10-14,4,False
2012-10-15,31,False
2012-10-16,73,False
2012-10-17,77,False
2012-10-18,43,False
2012-10-19,39,False
2012-10-20,15,False
2012-10-21,9,False
2012-10-22,31,False
2012-10-23,26,False
2012-10-24,20,False
2012-10-25,30,False
2012-10-26,30,False
2012-10-27,12,False
2012-10-28,8,False
2012-10-29,14,False
2012-10-30,23,False
2012-10-31,21,False
2012-11-01,25,False
2012-11-02,25,False
2012-11-03,12,False
2012-11-04,5,False
2012-11-05,26,False
2012-11-06,39,False
2012-11-07,30,False
2012-11-08,26,False
2012-11-09,34,False
2012-11-10,13,False
2012-11-11,7,False
2012-11-12,21,False
2012-11-13,19,False
2012-11-14,30,False
2012-11-15,24,False
2012-11-16,38,False
2012-11-17,11,False
2012-11-18,9,False
2012-11-19,39,False
2012-11-20,41,False
2012-11-21,32,False
2012-11-22,15,False
2012-11-23,24,False
2012-11-24,6,False
2012-11-25,7,False
2012-11-26,30,False
2012-11-27,30,False
2012-11-28,30,False
2012-11-29,43,False
2012-11-30,36,False
2012-12-01,9,False
2012-12-02,2,False
2012-12-03,22,False
2012-12-04,23,False
2012-12-05,36,False
2012-12-06,27,False
2012-12-07,36,False
2012-12-08,23,False
2012-12-09,5,False
2012-12-10,26,False
2012-12-11,34,False
2012-12-12,27,False
2012-12-13,24,False
2012-12-14,34,False
2012-12-15,10,False
2012-12-16,9,False
2012-12-17,17,False
2012-12-18,29,False
2012-12-19,39,False
2012-12-20,38,False
2012-12-21,22,False
2012-12-22,12,False
2012-12-23,5,False
2012-12-24,18,False
2012-12-25,4,False
2012-12-26,23,False
2012-12-27,21,False
2012-12-28,10,False
2012-12-29,10,False
2012-12-30,6,False
2012-12-31,21,False
2013-01-01,9,False
2013-01-02,43,False
2013-01-03,33,False
2013-01-04,20,False
2013-01-05,10,False
2013-01-06,7,False
2013-01-07,33,False
2013-01-08,28,False
2013-01-09,32,False
2013-01-10,37,False
2013-01-11,37,False
2013-01-12,13,False
2013-01-13,9,False
2013-01-14,35,False
2013-01-15,32,False
2013-01-16,32,False
2013-01-17,84,False
2013-01-18,100,False
2013-01-19,18,False
2013-01-20,13,False
2013-01-21,23,False
2013-01-22,28,False
2013-01-23,28,False
2013-01-24,30,False
2013-01-25,29,False
2013-01-26,12,False
2013-01-27,6,False
2013-01-28,24,False
2013-01-29,18,False
2013-01-30,29,False
2013-01-31,25,False
2013-02-01,34,False
2013-02-02,13,False
2013-02-03,11,False
2013-02-04,28,False
2013-02-05,33,False
2013-02-06,25,False
2013-02-07,26,False
2013-02-08,18,False
2013-02-09,12,False
2013-02-10,6,False
2013-02-11,21,False
2013-02-12,32,False
2013-02-13,34,False
2013-02-14,21,False
2013-02-15,21,False
2013-02-16,9,False
2013-02-17,8,False
2013-02-18,10,False
2013-02-19,24,False
