date,INTC,isPartial
2011-01-01,8,False
2011-01-02,9,False
2011-01-03,16,False
2011-01-04,32,False
2011-01-05,22,False
2011-01-06,26,False
2011-01-07,22,False
2011-01-08,7,False
2011-01-09,9,False
2011-01-10,19,False
2011-01-11,28,False
2011-01-12,31,False
2011-01-13,67,False
2011-01-14,81,False
2011-01-15,18,False
2011-01-16,9,False
2011-01-17,23,False
2011-01-18,40,False
2011-01-19,24,False
2011-01-20,28,False
2011-01-21,20,False
2011-01-22,9,False
2011-01-23,4,False
2011-01-24,31,False
2011-01-25,32,False
2011-01-26,27,False
2011-01-27,28,False
2011-01-28,24,False
2011-01-29,10,False
2011-01-30,5,False
2011-01-31,39,False
2011-02-01,46,False
2011-02-02,22,False
2011-02-03,22,False
2011-02-04,25,False
2011-02-05,13,False
2011-02-06,7,False
2011-02-07,26,False
2011-02-08,15,False
2011-02-09,21,False
2011-02-10,18,False
2011-02-11,23,False
2011-02-12,8,False
2011-02-13,10,False
2011-02-14,23,False
2011-02-15,24,False
2011-02-16,20,False
2011-02-17,23,False
2011-02-18,17,False
2011-02-19,11,False
2011-02-20,10,False
2011-02-21,15,False
2011-02-22,16,False
2011-02-23,23,False
2011-02-24,21,False
2011-02-25,24,False
2011-02-26,9,False
2011-02-27,3,False
2011-02-28,27,False
2011-03-01,15,False
2011-03-02,18,False
2011-03-03,21,False
2011-03-04,22,False
2011-03-05,6,False
2011-03-06,10,False
2011-03-07,26,False
2011-03-08,15,False
2011-03-09,15,False
2011-03-10,13,False
2011-03-11,22,False
2011-03-12,10,False
2011-03-13,4,False
2011-03-14,21,False
2011-03-15,25,False
2011-03-16,19,False
2011-03-17,23,False
2011-03-18,17,False
2011-03-19,7,False
2011-03-20,5,False
2011-03-21,22,False
2011-03-22,18,False
2011-03-23,15,False
2011-03-24,14,False
2011-03-25,16,False
2011-03-26,10,False
2011-03-27,9,False
2011-03-28,20,False
2011-03-29,21,False
2011-03-30,18,False
2011-03-31,25,False
2011-04-01,29,False
2011-04-02,13,False
2011-04-03,8,False
2011-04-04,21,False
2011-04-05,22,False
2011-04-06,25,False
2011-04-07,19,False
2011-04-08,25,False
2011-04-09,6,False
2011-04-10,2,False
2011-04-11,17,False
2011-04-12,21,False
2011-04-13,15,False
2011-04-14,18,False
2011-04-15,18,False
2011-04-16,5,False
2011-04-17,9,False
2011-04-18,21,False
2011-04-19,62,False
2011-04-20,100,False
2011-04-21,34,False
2011-04-22,25,False
2011-04-23,14,False
2011-04-24,8,False
2011-04-25,39,False
2011-04-26,36,False
2011-04-27,41,False
2011-04-28,43,False
2011-04-29,36,False
2011-04-30,23,False
2011-05-01,10,False
2011-05-02,37,False
2011-05-03,41,False
2011-05-04,58,False
2011-05-05,66,False
2011-05-06,53,False
2011-05-07,17,False
2011-05-08,13,False
2011-05-09,34,False
2011-05-10,38,False
2011-05-11,31,False
2011-05-12,29,False
2011-05-13,32,False
2011-05-14,17,False
2011-05-15,10,False
2011-05-16,36,False
2011-05-17,31,False
2011-05-18,33,False
2011-05-19,40,False
2011-05-20,35,False
2011-05-21,15,False
2011-05-22,14,False
2011-05-23,21,False
2011-05-24,24,False
2011-05-25,19,False
2011-05-26,15,False
2011-05-27,30,False
2011-05-28,11,False
2011-05-29,6,False
2011-05-30,10,False
2011-05-31,26,False
2011-06-01,22,False
2011-06-02,26,False
2011-06-03,21,False
2011-06-04,5,False
2011-06-05,6,False
2011-06-06,21,False
2011-06-07,22,False
2011-06-08,25,False
2011-06-09,21,False
2011-06-10,20,False
2011-06-11,6,False
2011-06-12,4,False
2011-06-13,19,False
2011-06-14,18,False
2011-06-15,19,False
2011-06-16,17,False
2011-06-17,12,False
2011-06-18,11,False
2011-06-19,7,False
2011-06-20,18,False
2011-06-21,13,False
2011-06-22,14,False
2011-06-23,22,False
2011-06-24,17,False
2011-06-25,10,False
2011-06-26,6,False
2011-06-27,14,False
2011-06-28,20,False
2011-06-29,20,False
2011-06-30,16,False
2011-07-01,19,False
2011-07-02,5,False
2011-07-03,7,False
2011-07-04,10,False
2011-07-05,15,False
2011-07-06,20,False
2011-07-07,23,False
2011-07-08,30,False
2011-07-09,7,False
2011-07-10,7,False
2011-07-11,20,False
2011-07-12,20,False
2011-07-13,27,False
2011-07-14,19,False
2011-07-15,28,False
2011-07-16,7,False
2011-07-17,7,False
2011-07-18,17,False
2011-07-19,36,False
2011-07-20,73,False
2011-07-21,64,False
2011-07-22,32,False
2011-07-23,7,False
2011-07-24,4,False
2011-07-25,23,False
2011-07-26,20,False
2011-07-27,18,False
2011-07-28,28,False
2011-07-29,18,False
2011-07-30,4,False
2011-07-31,4,False
2011-08-01,18,False
2011-08-02,27,False
2011-08-03,22,False
2011-08-04,31,False
2011-08-05,42,False
2011-08-06,9,False
2011-08-07,8,False
2011-08-08,48,False
2011-08-09,50,False
2011-08-10,29,False
2011-08-11,31,False
2011-08-12,23,False
2011-08-13,9,False
2011-08-14,6,False
2011-08-15,22,False
2011-08-16,19,False
2011-08-17,20,False
2011-08-18,23,False
2011-08-19,25,False
2011-08-20,14,False
2011-08-21,8,False
2011-08-22,28,False
2011-08-23,20,False
2011-08-24,27,False
2011-08-25,22,False
2011-08-26,23,False
2011-08-27,10,False
2011-08-28,7,False
2011-08-29,24,False
2011-08-30,23,False
2011-08-31,22,False
2011-09-01,15,False
2011-09-02,19,False
2011-09-03,9,False
2011-09-04,6,False
2011-09-05,6,False
2011-09-06,21,False
2011-09-07,30,False
2011-09-08,18,False
2011-09-09,21,False
2011-09-10,12,False
2011-09-11,5,False
2011-09-12,18,False
2011-09-13,27,False
2011-09-14,21,False
2011-09-15,26,False
2011-09-16,39,False
2011-09-17,13,False
2011-09-18,7,False
