date,INTC,isPartial
2013-02-19,38,False
2013-02-20,33,False
2013-02-21,29,False
2013-02-22,38,False
2013-02-23,15,False
2013-02-24,9,False
2013-02-25,42,False
2013-02-26,34,False
2013-02-27,39,False
2013-02-28,35,False
2013-03-01,34,False
2013-03-02,15,False
2013-03-03,8,False
2013-03-04,41,False
2013-03-05,52,False
2013-03-06,46,False
2013-03-07,56,False
2013-03-08,57,False
2013-03-09,18,False
2013-03-10,12,False
2013-03-11,37,False
2013-03-12,38,False
2013-03-13,31,False
2013-03-14,34,False
2013-03-15,43,False
2013-03-16,16,False
2013-03-17,10,False
2013-03-18,31,False
2013-03-19,41,False
2013-03-20,41,False
2013-03-21,40,False
2013-03-22,28,False
2013-03-23,13,False
2013-03-24,10,False
2013-03-25,30,False
2013-03-26,31,False
2013-03-27,42,False
2013-03-28,44,False
2013-03-29,30,False
2013-03-30,15,False
2013-03-31,9,False
2013-04-01,37,False
2013-04-02,34,False
2013-04-03,39,False
2013-04-04,36,False
2013-04-05,44,False
2013-04-06,13,False
2013-04-07,14,False
2013-04-08,37,False
2013-04-09,53,False
2013-04-10,62,False
2013-04-11,72,False
2013-04-12,47,False
2013-04-13,20,False
2013-04-14,15,False
2013-04-15,50,False
2013-04-16,81,False
2013-04-17,87,False
2013-04-18,56,False
2013-04-19,52,False
2013-04-20,25,False
2013-04-21,8,False
2013-04-22,44,False
2013-04-23,59,False
2013-04-24,66,False
2013-04-25,57,False
2013-04-26,61,False
2013-04-27,24,False
2013-04-28,12,False
2013-04-29,58,False
2013-04-30,66,False
2013-05-01,70,False
2013-05-02,77,False
2013-05-03,77,False
2013-05-04,20,False
2013-05-05,14,False
2013-05-06,58,False
2013-05-07,56,False
2013-05-08,63,False
2013-05-09,46,False
2013-05-10,53,False
2013-05-11,15,False
2013-05-12,15,False
2013-05-13,52,False
2013-05-14,44,False
2013-05-15,49,False
2013-05-16,52,False
2013-05-17,49,False
2013-05-18,25,False
2013-05-19,14,False
2013-05-20,45,False
2013-05-21,48,False
2013-05-22,47,False
2013-05-23,45,False
2013-05-24,49,False
2013-05-25,6,False
2013-05-26,16,False
2013-05-27,15,False
2013-05-28,45,False
2013-05-29,47,False
2013-05-30,48,False
2013-05-31,46,False
2013-06-01,14,False
2013-06-02,8,False
2013-06-03,64,False
2013-06-04,89,False
2013-06-05,65,False
2013-06-06,55,False
2013-06-07,58,False
2013-06-08,25,False
2013-06-09,11,False
2013-06-10,49,False
2013-06-11,46,False
2013-06-12,35,False
2013-06-13,47,False
2013-06-14,48,False
2013-06-15,17,False
2013-06-16,8,False
2013-06-17,42,False
2013-06-18,45,False
2013-06-19,49,False
2013-06-20,57,False
2013-06-21,46,False
2013-06-22,16,False
2013-06-23,12,False
2013-06-24,44,False
2013-06-25,41,False
2013-06-26,41,False
2013-06-27,39,False
2013-06-28,33,False
2013-06-29,15,False
2013-06-30,12,False
2013-07-01,33,False
2013-07-02,31,False
2013-07-03,37,False
2013-07-04,12,False
2013-07-05,27,False
2013-07-06,11,False
2013-07-07,8,False
2013-07-08,58,False
2013-07-09,46,False
2013-07-10,50,False
2013-07-11,48,False
2013-07-12,43,False
2013-07-13,21,False
2013-07-14,10,False
2013-07-15,37,False
2013-07-16,53,False
2013-07-17,80,False
2013-07-18,100,False
2013-07-19,59,False
2013-07-20,26,False
2013-07-21,13,False
2013-07-22,45,False
2013-07-23,49,False
2013-07-24,45,False
2013-07-25,37,False
2013-07-26,42,False
2013-07-27,14,False
2013-07-28,12,False
2013-07-29,33,False
2013-07-30,37,False
2013-07-31,39,False
2013-08-01,38,False
2013-08-02,33,False
2013-08-03,17,False
2013-08-04,16,False
2013-08-05,32,False
2013-08-06,31,False
2013-08-07,31,False
2013-08-08,34,False
2013-08-09,34,False
2013-08-10,9,False
2013-08-11,10,False
2013-08-12,29,False
2013-08-13,33,False
2013-08-14,35,False
2013-08-15,40,False
2013-08-16,35,False
2013-08-17,10,False
2013-08-18,16,False
2013-08-19,38,False
2013-08-20,37,False
2013-08-21,44,False
2013-08-22,41,False
2013-08-23,31,False
2013-08-24,13,False
2013-08-25,10,False
2013-08-26,29,False
2013-08-27,35,False
2013-08-28,33,False
2013-08-29,35,False
2013-08-30,33,False
2013-08-31,15,False
2013-09-01,7,False
2013-09-02,14,False
2013-09-03,38,False
2013-09-04,42,False
2013-09-05,38,False
2013-09-06,30,False
2013-09-07,10,False
2013-09-08,7,False
2013-09-09,34,False
2013-09-10,41,False
2013-09-11,43,False
2013-09-12,33,False
2013-09-13,58,False
2013-09-14,22,False
2013-09-15,10,False
2013-09-16,37,False
2013-09-17,47,False
2013-09-18,42,False
2013-09-19,51,False
2013-09-20,38,False
2013-09-21,11,False
2013-09-22,6,False
2013-09-23,26,False
2013-09-24,37,False
2013-09-25,31,False
2013-09-26,36,False
2013-09-27,30,False
2013-09-28,15,False
2013-09-29,8,False
2013-09-30,41,False
2013-10-01,32,False
2013-10-02,34,False
2013-10-03,25,False
2013-10-04,35,False
2013-10-05,9,False
2013-10-06,5,False
2013-10-07,26,False
2013-10-08,36,False
2013-10-09,32,False
2013-10-10,37,False
2013-10-11,36,False
2013-10-12,12,False
2013-10-13,9,False
2013-10-14,33,False
2013-10-15,63,False
2013-10-16,50,False
2013-10-17,39,False
2013-10-18,48,False
2013-10-19,16,False
2013-10-20,9,False
2013-10-21,35,False
2013-10-22,41,False
2013-10-23,34,False
2013-10-24,33,False
2013-10-25,33,False
2013-10-26,10,False
2013-10-27,8,False
2013-10-28,29,False
2013-10-29,33,False
2013-10-30,40,False
2013-10-31,35,False
2013-11-01,29,False
2013-11-02,11,False
2013-11-03,9,False
2013-11-04,28,False
2013-11-05,28,False
2013-11-06,28,False
