date,GILD,isPartial
2015-08-18,38,False
2015-08-19,28,False
2015-08-20,43,False
2015-08-21,42,False
2015-08-22,40,False
2015-08-23,35,False
2015-08-24,65,False
2015-08-25,62,False
2015-08-26,60,False
2015-08-27,63,False
2015-08-28,51,False
2015-08-29,36,False
2015-08-30,29,False
2015-08-31,48,False
2015-09-01,37,False
2015-09-02,41,False
2015-09-03,54,False
2015-09-04,39,False
2015-09-05,40,False
2015-09-06,32,False
2015-09-07,28,False
2015-09-08,49,False
2015-09-09,39,False
2015-09-10,47,False
2015-09-11,54,False
2015-09-12,32,False
2015-09-13,24,False
2015-09-14,45,False
2015-09-15,44,False
2015-09-16,51,False
2015-09-17,49,False
2015-09-18,46,False
2015-09-19,27,False
2015-09-20,26,False
2015-09-21,48,False
2015-09-22,52,False
2015-09-23,44,False
2015-09-24,55,False
2015-09-25,57,False
2015-09-26,36,False
2015-09-27,32,False
2015-09-28,52,False
2015-09-29,57,False
2015-09-30,61,False
2015-10-01,58,False
2015-10-02,53,False
2015-10-03,26,False
2015-10-04,37,False
2015-10-05,57,False
2015-10-06,58,False
2015-10-07,52,False
2015-10-08,40,False
2015-10-09,40,False
2015-10-10,36,False
2015-10-11,32,False
2015-10-12,47,False
2015-10-13,49,False
2015-10-14,41,False
2015-10-15,28,False
2015-10-16,38,False
2015-10-17,38,False
2015-10-18,29,False
2015-10-19,37,False
2015-10-20,48,False
2015-10-21,38,False
2015-10-22,61,False
2015-10-23,51,False
2015-10-24,30,False
2015-10-25,37,False
2015-10-26,57,False
2015-10-27,100,False
2015-10-28,77,False
2015-10-29,53,False
2015-10-30,53,False
2015-10-31,38,False
2015-11-01,35,False
2015-11-02,48,False
2015-11-03,46,False
2015-11-04,51,False
2015-11-05,50,False
2015-11-06,49,False
2015-11-07,28,False
2015-11-08,25,False
2015-11-09,39,False
2015-11-10,39,False
2015-11-11,50,False
2015-11-12,41,False
2015-11-13,42,False
2015-11-14,23,False
2015-11-15,35,False
2015-11-16,52,False
2015-11-17,48,False
2015-11-18,35,False
2015-11-19,40,False
2015-11-20,50,False
2015-11-21,31,False
2015-11-22,20,False
2015-11-23,39,False
2015-11-24,39,False
2015-11-25,38,False
2015-11-26,23,False
2015-11-27,26,False
2015-11-28,32,False
2015-11-29,24,False
2015-11-30,34,False
2015-12-01,37,False
2015-12-02,53,False
2015-12-03,38,False
2015-12-04,51,False
2015-12-05,38,False
2015-12-06,23,False
2015-12-07,37,False
2015-12-08,27,False
2015-12-09,40,False
2015-12-10,26,False
2015-12-11,35,False
2015-12-12,29,False
2015-12-13,27,False
2015-12-14,51,False
2015-12-15,35,False
2015-12-16,39,False
2015-12-17,43,False
2015-12-18,36,False
2015-12-19,19,False
2015-12-20,29,False
2015-12-21,40,False
2015-12-22,35,False
2015-12-23,46,False
2015-12-24,32,False
2015-12-25,30,False
2015-12-26,34,False
2015-12-27,32,False
2015-12-28,42,False
2015-12-29,34,False
2015-12-30,50,False
2015-12-31,29,False
2016-01-01,28,False
2016-01-02,34,False
2016-01-03,38,False
2016-01-04,50,False
2016-01-05,47,False
2016-01-06,43,False
2016-01-07,56,False
2016-01-08,57,False
2016-01-09,34,False
2016-01-10,26,False
2016-01-11,50,False
2016-01-12,44,False
2016-01-13,51,False
2016-01-14,44,False
2016-01-15,52,False
2016-01-16,34,False
2016-01-17,28,False
2016-01-18,32,False
2016-01-19,47,False
2016-01-20,61,False
2016-01-21,52,False
2016-01-22,49,False
2016-01-23,32,False
2016-01-24,36,False
2016-01-25,42,False
2016-01-26,48,False
2016-01-27,41,False
2016-01-28,50,False
2016-01-29,75,False
2016-01-30,54,False
2016-01-31,34,False
2016-02-01,62,False
2016-02-02,94,False
2016-02-03,95,False
2016-02-04,71,False
2016-02-05,48,False
2016-02-06,40,False
2016-02-07,24,False
2016-02-08,56,False
2016-02-09,43,False
2016-02-10,41,False
2016-02-11,45,False
2016-02-12,53,False
2016-02-13,29,False
2016-02-14,30,False
2016-02-15,27,False
2016-02-16,38,False
2016-02-17,68,False
2016-02-18,51,False
2016-02-19,35,False
2016-02-20,26,False
2016-02-21,34,False
2016-02-22,49,False
2016-02-23,37,False
2016-02-24,48,False
2016-02-25,42,False
2016-02-26,40,False
2016-02-27,26,False
2016-02-28,24,False
2016-02-29,42,False
2016-03-01,41,False
2016-03-02,46,False
2016-03-03,45,False
2016-03-04,49,False
2016-03-05,28,False
2016-03-06,30,False
2016-03-07,41,False
2016-03-08,41,False
2016-03-09,41,False
2016-03-10,45,False
2016-03-11,45,False
2016-03-12,24,False
2016-03-13,28,False
2016-03-14,50,False
2016-03-15,34,False
2016-03-16,40,False
2016-03-17,43,False
2016-03-18,42,False
2016-03-19,40,False
2016-03-20,28,False
2016-03-21,54,False
2016-03-22,39,False
2016-03-23,64,False
2016-03-24,49,False
2016-03-25,35,False
2016-03-26,31,False
2016-03-27,31,False
2016-03-28,42,False
2016-03-29,39,False
2016-03-30,36,False
2016-03-31,46,False
2016-04-01,32,False
2016-04-02,26,False
2016-04-03,25,False
2016-04-04,54,False
2016-04-05,58,False
2016-04-06,51,False
2016-04-07,42,False
2016-04-08,53,False
2016-04-09,29,False
2016-04-10,29,False
2016-04-11,42,False
2016-04-12,33,False
2016-04-13,45,False
2016-04-14,45,False
2016-04-15,47,False
2016-04-16,40,False
2016-04-17,22,False
2016-04-18,37,False
2016-04-19,58,False
2016-04-20,46,False
2016-04-21,42,False
2016-04-22,38,False
2016-04-23,27,False
2016-04-24,23,False
2016-04-25,36,False
2016-04-26,46,False
2016-04-27,37,False
2016-04-28,69,False
2016-04-29,87,False
2016-04-30,37,False
2016-05-01,23,False
2016-05-02,56,False
2016-05-03,45,False
2016-05-04,56,False
