date,GILD,isPartial
2016-05-04,45,False
2016-05-05,34,False
2016-05-06,39,False
2016-05-07,24,False
2016-05-08,26,False
2016-05-09,33,False
2016-05-10,31,False
2016-05-11,45,False
2016-05-12,45,False
2016-05-13,36,False
2016-05-14,26,False
2016-05-15,21,False
2016-05-16,32,False
2016-05-17,38,False
2016-05-18,28,False
2016-05-19,38,False
2016-05-20,38,False
2016-05-21,30,False
2016-05-22,15,False
2016-05-23,33,False
2016-05-24,50,False
2016-05-25,39,False
2016-05-26,33,False
2016-05-27,46,False
2016-05-28,22,False
2016-05-29,27,False
2016-05-30,25,False
2016-05-31,47,False
2016-06-01,43,False
2016-06-02,38,False
2016-06-03,35,False
2016-06-04,21,False
2016-06-05,26,False
2016-06-06,39,False
2016-06-07,42,False
2016-06-08,31,False
2016-06-09,41,False
2016-06-10,28,False
2016-06-11,18,False
2016-06-12,31,False
2016-06-13,29,False
2016-06-14,26,False
2016-06-15,34,False
2016-06-16,28,False
2016-06-17,37,False
2016-06-18,25,False
2016-06-19,28,False
2016-06-20,36,False
2016-06-21,37,False
2016-06-22,36,False
2016-06-23,41,False
2016-06-24,47,False
2016-06-25,19,False
2016-06-26,25,False
2016-06-27,38,False
2016-06-28,43,False
2016-06-29,48,False
2016-06-30,40,False
2016-07-01,40,False
2016-07-02,31,False
2016-07-03,26,False
2016-07-04,19,False
2016-07-05,39,False
2016-07-06,37,False
2016-07-07,43,False
2016-07-08,44,False
2016-07-09,24,False
2016-07-10,23,False
2016-07-11,47,False
2016-07-12,32,False
2016-07-13,36,False
2016-07-14,35,False
2016-07-15,39,False
2016-07-16,37,False
2016-07-17,32,False
2016-07-18,40,False
2016-07-19,38,False
2016-07-20,39,False
2016-07-21,50,False
2016-07-22,41,False
2016-07-23,27,False
2016-07-24,31,False
2016-07-25,87,False
2016-07-26,100,False
2016-07-27,60,False
2016-07-28,59,False
2016-07-29,69,False
2016-07-30,29,False
2016-07-31,25,False
2016-08-01,41,False
2016-08-02,50,False
2016-08-03,42,False
2016-08-04,37,False
2016-08-05,42,False
2016-08-06,32,False
2016-08-07,32,False
2016-08-08,47,False
2016-08-09,51,False
2016-08-10,48,False
2016-08-11,49,False
2016-08-12,44,False
2016-08-13,38,False
2016-08-14,42,False
2016-08-15,50,False
2016-08-16,43,False
2016-08-17,37,False
2016-08-18,51,False
2016-08-19,39,False
2016-08-20,32,False
2016-08-21,28,False
2016-08-22,50,False
2016-08-23,35,False
2016-08-24,45,False
2016-08-25,43,False
2016-08-26,45,False
2016-08-27,32,False
2016-08-28,26,False
