date,GILD,isPartial
2015-12-26,24,False
2015-12-27,26,False
2015-12-28,27,False
2015-12-29,33,False
2015-12-30,35,False
2015-12-31,20,False
2016-01-01,23,False
2016-01-02,25,False
2016-01-03,26,False
2016-01-04,32,False
2016-01-05,33,False
2016-01-06,36,False
2016-01-07,41,False
2016-01-08,34,False
2016-01-09,23,False
2016-01-10,23,False
2016-01-11,36,False
2016-01-12,36,False
2016-01-13,31,False
2016-01-14,34,False
2016-01-15,45,False
2016-01-16,26,False
2016-01-17,21,False
2016-01-18,23,False
2016-01-19,34,False
2016-01-20,47,False
2016-01-21,34,False
2016-01-22,41,False
2016-01-23,22,False
2016-01-24,23,False
2016-01-25,34,False
2016-01-26,30,False
2016-01-27,40,False
2016-01-28,45,False
2016-01-29,62,False
2016-01-30,38,False
2016-01-31,27,False
2016-02-01,44,False
2016-02-02,68,False
2016-02-03,63,False
2016-02-04,48,False
2016-02-05,37,False
2016-02-06,30,False
2016-02-07,21,False
2016-02-08,43,False
2016-02-09,31,False
2016-02-10,38,False
2016-02-11,39,False
2016-02-12,37,False
2016-02-13,31,False
2016-02-14,23,False
2016-02-15,28,False
2016-02-16,29,False
2016-02-17,44,False
2016-02-18,38,False
2016-02-19,31,False
2016-02-20,22,False
2016-02-21,22,False
2016-02-22,36,False
2016-02-23,30,False
2016-02-24,34,False
2016-02-25,34,False
2016-02-26,31,False
2016-02-27,19,False
2016-02-28,19,False
2016-02-29,31,False
2016-03-01,36,False
2016-03-02,36,False
2016-03-03,32,False
2016-03-04,36,False
2016-03-05,23,False
2016-03-06,21,False
2016-03-07,39,False
2016-03-08,32,False
2016-03-09,36,False
2016-03-10,34,False
2016-03-11,32,False
2016-03-12,25,False
2016-03-13,23,False
2016-03-14,36,False
2016-03-15,39,False
2016-03-16,35,False
2016-03-17,33,False
2016-03-18,32,False
2016-03-19,22,False
2016-03-20,19,False
2016-03-21,36,False
2016-03-22,29,False
2016-03-23,46,False
2016-03-24,41,False
2016-03-25,29,False
2016-03-26,28,False
2016-03-27,22,False
2016-03-28,34,False
2016-03-29,32,False
2016-03-30,34,False
