date,GILD,isPartial
2013-06-29,22,False
2013-06-30,29,False
2013-07-01,47,False
2013-07-02,34,False
2013-07-03,42,False
2013-07-04,44,False
2013-07-05,42,False
2013-07-06,30,False
2013-07-07,27,False
2013-07-08,44,False
2013-07-09,33,False
2013-07-10,39,False
2013-07-11,35,False
2013-07-12,39,False
2013-07-13,32,False
2013-07-14,36,False
2013-07-15,42,False
2013-07-16,35,False
2013-07-17,37,False
2013-07-18,45,False
2013-07-19,50,False
2013-07-20,25,False
2013-07-21,23,False
2013-07-22,34,False
2013-07-23,33,False
2013-07-24,39,False
2013-07-25,61,False
2013-07-26,62,False
2013-07-27,29,False
2013-07-28,35,False
2013-07-29,38,False
2013-07-30,48,False
2013-07-31,66,False
2013-08-01,39,False
2013-08-02,39,False
2013-08-03,27,False
2013-08-04,29,False
2013-08-05,48,False
2013-08-06,44,False
2013-08-07,46,False
2013-08-08,38,False
2013-08-09,57,False
2013-08-10,43,False
2013-08-11,22,False
2013-08-12,40,False
2013-08-13,48,False
2013-08-14,78,False
2013-08-15,51,False
2013-08-16,27,False
2013-08-17,42,False
2013-08-18,33,False
2013-08-19,36,False
2013-08-20,40,False
2013-08-21,65,False
2013-08-22,51,False
2013-08-23,30,False
2013-08-24,28,False
2013-08-25,39,False
2013-08-26,47,False
2013-08-27,49,False
2013-08-28,48,False
2013-08-29,31,False
2013-08-30,52,False
2013-08-31,28,False
2013-09-01,40,False
2013-09-02,34,False
2013-09-03,37,False
2013-09-04,51,False
2013-09-05,46,False
2013-09-06,42,False
2013-09-07,38,False
2013-09-08,35,False
2013-09-09,45,False
2013-09-10,34,False
2013-09-11,55,False
2013-09-12,59,False
2013-09-13,47,False
2013-09-14,29,False
2013-09-15,36,False
2013-09-16,50,False
2013-09-17,39,False
2013-09-18,36,False
2013-09-19,31,False
2013-09-20,75,False
2013-09-21,37,False
2013-09-22,24,False
2013-09-23,19,False
2013-09-24,50,False
2013-09-25,49,False
2013-09-26,48,False
2013-09-27,45,False
2013-09-28,42,False
2013-09-29,32,False
2013-09-30,45,False
2013-10-01,47,False
2013-10-02,55,False
2013-10-03,49,False
2013-10-04,47,False
2013-10-05,30,False
2013-10-06,42,False
2013-10-07,41,False
2013-10-08,44,False
2013-10-09,57,False
2013-10-10,61,False
2013-10-11,43,False
2013-10-12,44,False
2013-10-13,37,False
2013-10-14,42,False
2013-10-15,43,False
2013-10-16,43,False
2013-10-17,61,False
2013-10-18,57,False
2013-10-19,49,False
2013-10-20,52,False
2013-10-21,61,False
2013-10-22,43,False
2013-10-23,46,False
2013-10-24,48,False
2013-10-25,80,False
2013-10-26,31,False
2013-10-27,32,False
2013-10-28,33,False
2013-10-29,65,False
2013-10-30,68,False
2013-10-31,54,False
2013-11-01,57,False
2013-11-02,47,False
2013-11-03,30,False
2013-11-04,69,False
2013-11-05,43,False
2013-11-06,47,False
2013-11-07,56,False
2013-11-08,41,False
2013-11-09,40,False
2013-11-10,35,False
2013-11-11,35,False
2013-11-12,37,False
2013-11-13,59,False
2013-11-14,48,False
2013-11-15,43,False
2013-11-16,36,False
2013-11-17,43,False
2013-11-18,53,False
2013-11-19,58,False
2013-11-20,36,False
2013-11-21,65,False
2013-11-22,62,False
2013-11-23,39,False
2013-11-24,31,False
2013-11-25,51,False
2013-11-26,54,False
2013-11-27,54,False
2013-11-28,30,False
2013-11-29,46,False
2013-11-30,50,False
2013-12-01,30,False
2013-12-02,51,False
2013-12-03,56,False
2013-12-04,60,False
2013-12-05,59,False
2013-12-06,88,False
2013-12-07,59,False
2013-12-08,52,False
2013-12-09,58,False
2013-12-10,58,False
2013-12-11,75,False
2013-12-12,58,False
2013-12-13,59,False
2013-12-14,36,False
2013-12-15,28,False
2013-12-16,59,False
2013-12-17,49,False
2013-12-18,58,False
2013-12-19,58,False
2013-12-20,64,False
2013-12-21,35,False
2013-12-22,31,False
2013-12-23,52,False
2013-12-24,45,False
2013-12-25,20,False
2013-12-26,34,False
2013-12-27,52,False
2013-12-28,30,False
2013-12-29,53,False
2013-12-30,42,False
2013-12-31,55,False
2014-01-01,34,False
2014-01-02,43,False
2014-01-03,52,False
2014-01-04,30,False
2014-01-05,38,False
2014-01-06,42,False
2014-01-07,52,False
2014-01-08,47,False
2014-01-09,43,False
2014-01-10,52,False
2014-01-11,24,False
2014-01-12,26,False
2014-01-13,56,False
2014-01-14,57,False
2014-01-15,55,False
2014-01-16,44,False
2014-01-17,76,False
2014-01-18,42,False
2014-01-19,51,False
2014-01-20,51,False
2014-01-21,52,False
2014-01-22,69,False
2014-01-23,61,False
2014-01-24,55,False
2014-01-25,50,False
2014-01-26,42,False
2014-01-27,50,False
2014-01-28,52,False
2014-01-29,59,False
2014-01-30,72,False
2014-01-31,40,False
2014-02-01,56,False
2014-02-02,49,False
2014-02-03,84,False
2014-02-04,99,False
2014-02-05,100,False
2014-02-06,72,False
2014-02-07,73,False
2014-02-08,57,False
2014-02-09,36,False
2014-02-10,58,False
2014-02-11,71,False
2014-02-12,75,False
2014-02-13,82,False
2014-02-14,48,False
2014-02-15,40,False
2014-02-16,52,False
2014-02-17,40,False
2014-02-18,50,False
2014-02-19,62,False
2014-02-20,40,False
2014-02-21,71,False
2014-02-22,39,False
2014-02-23,59,False
2014-02-24,78,False
2014-02-25,70,False
2014-02-26,55,False
2014-02-27,48,False
2014-02-28,63,False
2014-03-01,48,False
2014-03-02,40,False
2014-03-03,61,False
2014-03-04,74,False
2014-03-05,58,False
2014-03-06,70,False
2014-03-07,55,False
2014-03-08,60,False
2014-03-09,38,False
2014-03-10,64,False
2014-03-11,69,False
2014-03-12,68,False
2014-03-13,48,False
2014-03-14,63,False
2014-03-15,50,False
2014-03-16,51,False
