date,GILD,isPartial
2012-10-12,77,False
2012-10-13,51,False
2012-10-14,47,False
2012-10-15,47,False
2012-10-16,55,False
2012-10-17,75,False
2012-10-18,65,False
2012-10-19,59,False
2012-10-20,54,False
2012-10-21,30,False
2012-10-22,47,False
2012-10-23,76,False
2012-10-24,58,False
2012-10-25,74,False
2012-10-26,57,False
2012-10-27,48,False
2012-10-28,49,False
2012-10-29,43,False
2012-10-30,65,False
2012-10-31,59,False
2012-11-01,44,False
2012-11-02,58,False
2012-11-03,56,False
2012-11-04,52,False
2012-11-05,44,False
2012-11-06,57,False
2012-11-07,43,False
2012-11-08,55,False
2012-11-09,70,False
2012-11-10,30,False
2012-11-11,36,False
2012-11-12,67,False
2012-11-13,81,False
2012-11-14,39,False
2012-11-15,45,False
2012-11-16,46,False
2012-11-17,49,False
2012-11-18,45,False
2012-11-19,71,False
2012-11-20,57,False
2012-11-21,61,False
2012-11-22,43,False
2012-11-23,44,False
2012-11-24,36,False
2012-11-25,58,False
2012-11-26,53,False
2012-11-27,59,False
2012-11-28,37,False
2012-11-29,54,False
2012-11-30,65,False
2012-12-01,55,False
2012-12-02,38,False
2012-12-03,61,False
2012-12-04,71,False
2012-12-05,51,False
2012-12-06,42,False
2012-12-07,43,False
2012-12-08,36,False
2012-12-09,57,False
2012-12-10,42,False
2012-12-11,51,False
2012-12-12,68,False
2012-12-13,49,False
2012-12-14,31,False
2012-12-15,52,False
2012-12-16,48,False
2012-12-17,35,False
2012-12-18,44,False
2012-12-19,59,False
2012-12-20,28,False
2012-12-21,53,False
2012-12-22,40,False
2012-12-23,52,False
2012-12-24,34,False
2012-12-25,54,False
2012-12-26,49,False
2012-12-27,32,False
2012-12-28,48,False
2012-12-29,66,False
2012-12-30,27,False
2012-12-31,46,False
2013-01-01,63,False
2013-01-02,39,False
2013-01-03,41,False
2013-01-04,53,False
2013-01-05,53,False
2013-01-06,28,False
2013-01-07,61,False
2013-01-08,58,False
2013-01-09,58,False
2013-01-10,58,False
2013-01-11,63,False
2013-01-12,58,False
2013-01-13,51,False
2013-01-14,39,False
2013-01-15,28,False
2013-01-16,44,False
2013-01-17,57,False
2013-01-18,43,False
2013-01-19,45,False
2013-01-20,48,False
2013-01-21,50,False
2013-01-22,46,False
2013-01-23,64,False
2013-01-24,60,False
2013-01-25,54,False
2013-01-26,58,False
2013-01-27,75,False
2013-01-28,74,False
2013-01-29,68,False
2013-01-30,58,False
2013-01-31,36,False
2013-02-01,35,False
2013-02-02,54,False
2013-02-03,45,False
2013-02-04,89,False
2013-02-05,71,False
2013-02-06,59,False
2013-02-07,70,False
2013-02-08,80,False
2013-02-09,46,False
2013-02-10,40,False
2013-02-11,52,False
2013-02-12,42,False
2013-02-13,33,False
2013-02-14,53,False
2013-02-15,48,False
2013-02-16,48,False
2013-02-17,48,False
2013-02-18,56,False
2013-02-19,76,False
2013-02-20,69,False
2013-02-21,51,False
2013-02-22,50,False
2013-02-23,62,False
2013-02-24,32,False
2013-02-25,34,False
2013-02-26,44,False
2013-02-27,47,False
2013-02-28,48,False
2013-03-01,89,False
2013-03-02,42,False
2013-03-03,45,False
2013-03-04,52,False
2013-03-05,65,False
2013-03-06,57,False
2013-03-07,48,False
2013-03-08,44,False
2013-03-09,53,False
2013-03-10,64,False
2013-03-11,44,False
2013-03-12,68,False
2013-03-13,56,False
2013-03-14,56,False
2013-03-15,64,False
2013-03-16,41,False
2013-03-17,46,False
2013-03-18,49,False
2013-03-19,46,False
2013-03-20,54,False
2013-03-21,55,False
2013-03-22,52,False
2013-03-23,52,False
2013-03-24,35,False
2013-03-25,39,False
2013-03-26,55,False
2013-03-27,51,False
2013-03-28,87,False
2013-03-29,60,False
2013-03-30,28,False
2013-03-31,40,False
2013-04-01,49,False
2013-04-02,47,False
