date,GILD,isPartial
2012-06-04,35,False
2012-06-05,40,False
2012-06-06,48,False
2012-06-07,22,False
2012-06-08,57,False
2012-06-09,7,False
2012-06-10,33,False
2012-06-11,27,False
2012-06-12,26,False
2012-06-13,38,False
2012-06-14,32,False
2012-06-15,40,False
2012-06-16,44,False
2012-06-17,47,False
2012-06-18,21,False
2012-06-19,53,False
2012-06-20,41,False
2012-06-21,46,False
2012-06-22,28,False
2012-06-23,62,False
2012-06-24,34,False
2012-06-25,40,False
2012-06-26,43,False
2012-06-27,30,False
2012-06-28,33,False
2012-06-29,32,False
2012-06-30,34,False
2012-07-01,54,False
2012-07-02,30,False
2012-07-03,41,False
2012-07-04,23,False
2012-07-05,31,False
2012-07-06,52,False
2012-07-07,31,False
2012-07-08,58,False
2012-07-09,30,False
2012-07-10,48,False
2012-07-11,55,False
2012-07-12,44,False
2012-07-13,37,False
2012-07-14,31,False
2012-07-15,47,False
2012-07-16,52,False
2012-07-17,43,False
2012-07-18,33,False
2012-07-19,64,False
2012-07-20,37,False
2012-07-21,77,False
2012-07-22,41,False
2012-07-23,36,False
2012-07-24,52,False
2012-07-25,47,False
2012-07-26,44,False
2012-07-27,44,False
2012-07-28,31,False
2012-07-29,68,False
2012-07-30,47,False
2012-07-31,82,False
2012-08-01,55,False
2012-08-02,59,False
2012-08-03,46,False
2012-08-04,100,False
2012-08-05,44,False
2012-08-06,55,False
2012-08-07,36,False
2012-08-08,46,False
2012-08-09,73,False
2012-08-10,55,False
2012-08-11,48,False
2012-08-12,65,False
2012-08-13,61,False
2012-08-14,33,False
2012-08-15,58,False
2012-08-16,59,False
2012-08-17,65,False
2012-08-18,42,False
2012-08-19,49,False
2012-08-20,48,False
2012-08-21,55,False
2012-08-22,55,False
2012-08-23,42,False
2012-08-24,43,False
2012-08-25,90,False
2012-08-26,89,False
2012-08-27,78,False
2012-08-28,74,False
2012-08-29,80,False
2012-08-30,63,False
2012-08-31,47,False
2012-09-01,79,False
2012-09-02,49,False
2012-09-03,69,False
2012-09-04,71,False
2012-09-05,45,False
2012-09-06,48,False
2012-09-07,37,False
2012-09-08,26,False
2012-09-09,45,False
2012-09-10,73,False
2012-09-11,44,False
2012-09-12,39,False
2012-09-13,55,False
2012-09-14,74,False
2012-09-15,48,False
2012-09-16,45,False
2012-09-17,74,False
2012-09-18,73,False
2012-09-19,73,False
2012-09-20,48,False
2012-09-21,50,False
2012-09-22,54,False
2012-09-23,56,False
2012-09-24,36,False
2012-09-25,59,False
2012-09-26,31,False
2012-09-27,52,False
2012-09-28,61,False
2012-09-29,78,False
2012-09-30,46,False
2012-10-01,39,False
2012-10-02,52,False
2012-10-03,100,False
2012-10-04,72,False
2012-10-05,43,False
2012-10-06,44,False
2012-10-07,36,False
2012-10-08,28,False
2012-10-09,33,False
2012-10-10,45,False
2012-10-11,46,False
2012-10-12,59,False
2012-10-13,39,False
2012-10-14,30,False
2012-10-15,50,False
2012-10-16,44,False
2012-10-17,50,False
2012-10-18,58,False
2012-10-19,47,False
2012-10-20,30,False
2012-10-21,39,False
2012-10-22,49,False
2012-10-23,68,False
2012-10-24,57,False
2012-10-25,56,False
2012-10-26,45,False
2012-10-27,43,False
2012-10-28,46,False
2012-10-29,53,False
2012-10-30,36,False
2012-10-31,50,False
2012-11-01,47,False
2012-11-02,48,False
2012-11-03,36,False
2012-11-04,46,False
2012-11-05,53,False
2012-11-06,60,False
2012-11-07,36,False
2012-11-08,35,False
2012-11-09,42,False
2012-11-10,38,False
2012-11-11,46,False
2012-11-12,90,False
2012-11-13,47,False
2012-11-14,67,False
2012-11-15,40,False
2012-11-16,52,False
2012-11-17,29,False
2012-11-18,43,False
2012-11-19,48,False
2012-11-20,34,False
2012-11-21,45,False
2012-11-22,33,False
2012-11-23,45,False
2012-11-24,44,False
2012-11-25,40,False
2012-11-26,36,False
2012-11-27,55,False
2012-11-28,36,False
2012-11-29,44,False
2012-11-30,46,False
2012-12-01,52,False
2012-12-02,26,False
2012-12-03,52,False
2012-12-04,28,False
2012-12-05,48,False
2012-12-06,34,False
2012-12-07,53,False
2012-12-08,44,False
2012-12-09,28,False
2012-12-10,52,False
2012-12-11,26,False
2012-12-12,39,False
2012-12-13,34,False
2012-12-14,25,False
2012-12-15,37,False
2012-12-16,60,False
2012-12-17,64,False
2012-12-18,34,False
2012-12-19,57,False
2012-12-20,48,False
2012-12-21,51,False
2012-12-22,51,False
2012-12-23,49,False
2012-12-24,40,False
2012-12-25,49,False
2012-12-26,44,False
2012-12-27,67,False
2012-12-28,48,False
2012-12-29,38,False
2012-12-30,53,False
2012-12-31,54,False
2013-01-01,50,False
2013-01-02,59,False
2013-01-03,46,False
2013-01-04,42,False
2013-01-05,47,False
2013-01-06,30,False
2013-01-07,47,False
2013-01-08,58,False
2013-01-09,56,False
2013-01-10,54,False
2013-01-11,58,False
2013-01-12,30,False
2013-01-13,40,False
2013-01-14,48,False
2013-01-15,43,False
2013-01-16,36,False
2013-01-17,70,False
2013-01-18,31,False
2013-01-19,65,False
2013-01-20,43,False
2013-01-21,25,False
2013-01-22,52,False
2013-01-23,34,False
2013-01-24,46,False
2013-01-25,67,False
2013-01-26,62,False
2013-01-27,45,False
2013-01-28,69,False
2013-01-29,52,False
2013-01-30,45,False
2013-01-31,60,False
2013-02-01,52,False
2013-02-02,51,False
2013-02-03,45,False
2013-02-04,65,False
2013-02-05,45,False
2013-02-06,55,False
2013-02-07,41,False
2013-02-08,45,False
2013-02-09,38,False
2013-02-10,44,False
2013-02-11,39,False
2013-02-12,68,False
2013-02-13,58,False
2013-02-14,49,False
2013-02-15,43,False
2013-02-16,35,False
2013-02-17,53,False
2013-02-18,66,False
2013-02-19,47,False
