date,GILD,isPartial
2015-04-10,40,False
2015-04-11,25,False
2015-04-12,22,False
2015-04-13,36,False
2015-04-14,34,False
2015-04-15,39,False
2015-04-16,44,False
2015-04-17,50,False
2015-04-18,25,False
2015-04-19,14,False
2015-04-20,35,False
2015-04-21,56,False
2015-04-22,50,False
2015-04-23,47,False
2015-04-24,34,False
2015-04-25,28,False
2015-04-26,25,False
2015-04-27,43,False
2015-04-28,62,False
2015-04-29,49,False
2015-04-30,70,False
2015-05-01,87,False
2015-05-02,24,False
2015-05-03,33,False
2015-05-04,47,False
2015-05-05,45,False
2015-05-06,28,False
2015-05-07,35,False
2015-05-08,41,False
2015-05-09,27,False
2015-05-10,18,False
2015-05-11,40,False
2015-05-12,25,False
2015-05-13,44,False
2015-05-14,61,False
2015-05-15,49,False
2015-05-16,26,False
2015-05-17,22,False
2015-05-18,43,False
2015-05-19,42,False
2015-05-20,57,False
2015-05-21,33,False
2015-05-22,42,False
2015-05-23,19,False
2015-05-24,30,False
2015-05-25,19,False
2015-05-26,45,False
2015-05-27,44,False
2015-05-28,40,False
2015-05-29,42,False
2015-05-30,26,False
2015-05-31,28,False
2015-06-01,39,False
2015-06-02,49,False
2015-06-03,47,False
2015-06-04,48,False
2015-06-05,44,False
2015-06-06,32,False
2015-06-07,22,False
2015-06-08,41,False
2015-06-09,37,False
2015-06-10,38,False
2015-06-11,54,False
2015-06-12,46,False
2015-06-13,18,False
2015-06-14,28,False
2015-06-15,34,False
2015-06-16,36,False
2015-06-17,42,False
2015-06-18,47,False
2015-06-19,51,False
2015-06-20,22,False
2015-06-21,39,False
2015-06-22,35,False
2015-06-23,42,False
2015-06-24,48,False
2015-06-25,44,False
2015-06-26,45,False
2015-06-27,35,False
2015-06-28,23,False
2015-06-29,42,False
2015-06-30,47,False
2015-07-01,41,False
2015-07-02,41,False
2015-07-03,27,False
2015-07-04,31,False
2015-07-05,23,False
2015-07-06,42,False
2015-07-07,27,False
2015-07-08,48,False
2015-07-09,34,False
2015-07-10,39,False
2015-07-11,30,False
2015-07-12,31,False
2015-07-13,39,False
2015-07-14,56,False
2015-07-15,42,False
2015-07-16,39,False
2015-07-17,42,False
2015-07-18,28,False
2015-07-19,34,False
