date,DISH,isPartial
2013-06-29,69,False
2013-06-30,70,False
2013-07-01,71,False
2013-07-02,68,False
2013-07-03,64,False
2013-07-04,60,False
2013-07-05,65,False
2013-07-06,78,False
2013-07-07,73,False
2013-07-08,66,False
2013-07-09,67,False
2013-07-10,67,False
2013-07-11,62,False
2013-07-12,65,False
2013-07-13,70,False
2013-07-14,71,False
2013-07-15,68,False
2013-07-16,71,False
2013-07-17,72,False
2013-07-18,66,False
2013-07-19,65,False
2013-07-20,77,False
2013-07-21,69,False
2013-07-22,67,False
2013-07-23,67,False
2013-07-24,65,False
2013-07-25,65,False
2013-07-26,66,False
2013-07-27,71,False
2013-07-28,79,False
2013-07-29,74,False
2013-07-30,72,False
2013-07-31,73,False
2013-08-01,72,False
2013-08-02,73,False
2013-08-03,83,False
2013-08-04,76,False
2013-08-05,75,False
2013-08-06,74,False
2013-08-07,71,False
2013-08-08,73,False
2013-08-09,78,False
2013-08-10,82,False
2013-08-11,81,False
2013-08-12,68,False
2013-08-13,69,False
2013-08-14,73,False
2013-08-15,77,False
2013-08-16,73,False
2013-08-17,96,False
2013-08-18,78,False
2013-08-19,74,False
2013-08-20,71,False
2013-08-21,72,False
2013-08-22,68,False
2013-08-23,70,False
2013-08-24,77,False
2013-08-25,73,False
2013-08-26,69,False
2013-08-27,68,False
2013-08-28,71,False
2013-08-29,69,False
2013-08-30,75,False
2013-08-31,94,False
2013-09-01,76,False
2013-09-02,70,False
2013-09-03,68,False
2013-09-04,71,False
2013-09-05,74,False
2013-09-06,77,False
2013-09-07,96,False
2013-09-08,92,False
2013-09-09,70,False
2013-09-10,67,False
2013-09-11,66,False
2013-09-12,69,False
2013-09-13,77,False
2013-09-14,100,False
2013-09-15,98,False
2013-09-16,69,False
2013-09-17,77,False
2013-09-18,63,False
2013-09-19,62,False
2013-09-20,69,False
2013-09-21,84,False
2013-09-22,82,False
2013-09-23,66,False
2013-09-24,69,False
2013-09-25,65,False
2013-09-26,63,False
2013-09-27,64,False
2013-09-28,76,False
2013-09-29,78,False
2013-09-30,72,False
2013-10-01,73,False
2013-10-02,71,False
2013-10-03,70,False
2013-10-04,76,False
2013-10-05,82,False
2013-10-06,79,False
2013-10-07,71,False
2013-10-08,65,False
2013-10-09,68,False
2013-10-10,65,False
2013-10-11,68,False
2013-10-12,82,False
2013-10-13,79,False
2013-10-14,73,False
2013-10-15,66,False
2013-10-16,67,False
2013-10-17,69,False
2013-10-18,68,False
2013-10-19,84,False
2013-10-20,80,False
2013-10-21,65,False
2013-10-22,66,False
2013-10-23,64,False
2013-10-24,61,False
2013-10-25,65,False
2013-10-26,77,False
2013-10-27,71,False
2013-10-28,67,False
2013-10-29,63,False
2013-10-30,64,False
2013-10-31,66,False
2013-11-01,68,False
2013-11-02,82,False
2013-11-03,76,False
2013-11-04,67,False
2013-11-05,68,False
2013-11-06,66,False
2013-11-07,67,False
2013-11-08,76,False
2013-11-09,77,False
2013-11-10,76,False
2013-11-11,68,False
2013-11-12,67,False
2013-11-13,66,False
2013-11-14,65,False
2013-11-15,70,False
2013-11-16,82,False
2013-11-17,81,False
2013-11-18,68,False
2013-11-19,70,False
2013-11-20,71,False
2013-11-21,65,False
2013-11-22,75,False
2013-11-23,86,False
2013-11-24,77,False
2013-11-25,74,False
2013-11-26,67,False
2013-11-27,72,False
2013-11-28,70,False
2013-11-29,72,False
2013-11-30,85,False
2013-12-01,75,False
2013-12-02,68,False
2013-12-03,65,False
2013-12-04,67,False
2013-12-05,64,False
2013-12-06,71,False
2013-12-07,78,False
2013-12-08,78,False
2013-12-09,68,False
2013-12-10,69,False
2013-12-11,65,False
2013-12-12,62,False
2013-12-13,64,False
2013-12-14,74,False
2013-12-15,74,False
2013-12-16,62,False
2013-12-17,61,False
2013-12-18,64,False
2013-12-19,63,False
2013-12-20,65,False
2013-12-21,77,False
2013-12-22,80,False
2013-12-23,71,False
2013-12-24,75,False
2013-12-25,71,False
2013-12-26,78,False
2013-12-27,76,False
2013-12-28,85,False
2013-12-29,85,False
2013-12-30,74,False
2013-12-31,87,False
2014-01-01,80,False
2014-01-02,75,False
2014-01-03,77,False
2014-01-04,81,False
2014-01-05,81,False
2014-01-06,72,False
2014-01-07,73,False
2014-01-08,68,False
2014-01-09,65,False
2014-01-10,69,False
2014-01-11,74,False
2014-01-12,76,False
2014-01-13,68,False
2014-01-14,65,False
2014-01-15,68,False
2014-01-16,63,False
2014-01-17,67,False
2014-01-18,78,False
2014-01-19,79,False
2014-01-20,67,False
2014-01-21,64,False
2014-01-22,64,False
2014-01-23,61,False
2014-01-24,68,False
2014-01-25,74,False
2014-01-26,75,False
2014-01-27,66,False
2014-01-28,68,False
2014-01-29,61,False
2014-01-30,63,False
2014-01-31,66,False
2014-02-01,78,False
2014-02-02,80,False
2014-02-03,61,False
2014-02-04,71,False
2014-02-05,71,False
2014-02-06,62,False
2014-02-07,62,False
2014-02-08,74,False
2014-02-09,72,False
2014-02-10,67,False
2014-02-11,67,False
2014-02-12,66,False
2014-02-13,70,False
2014-02-14,67,False
2014-02-15,80,False
2014-02-16,79,False
2014-02-17,70,False
2014-02-18,62,False
2014-02-19,63,False
2014-02-20,62,False
2014-02-21,70,False
2014-02-22,72,False
2014-02-23,73,False
2014-02-24,66,False
2014-02-25,64,False
2014-02-26,65,False
2014-02-27,62,False
2014-02-28,69,False
2014-03-01,72,False
2014-03-02,74,False
2014-03-03,71,False
2014-03-04,69,False
2014-03-05,67,False
2014-03-06,64,False
2014-03-07,69,False
2014-03-08,76,False
2014-03-09,75,False
2014-03-10,65,False
2014-03-11,63,False
2014-03-12,62,False
2014-03-13,62,False
2014-03-14,70,False
2014-03-15,73,False
2014-03-16,77,False
