date,DISH,isPartial
2010-08-24,75,False
2010-08-25,72,False
2010-08-26,72,False
2010-08-27,73,False
2010-08-28,85,False
2010-08-29,81,False
2010-08-30,74,False
2010-08-31,75,False
2010-09-01,74,False
2010-09-02,78,False
2010-09-03,81,False
2010-09-04,97,False
2010-09-05,80,False
2010-09-06,77,False
2010-09-07,79,False
2010-09-08,77,False
2010-09-09,77,False
2010-09-10,77,False
2010-09-11,89,False
2010-09-12,88,False
2010-09-13,78,False
2010-09-14,77,False
2010-09-15,73,False
2010-09-16,74,False
2010-09-17,71,False
2010-09-18,84,False
2010-09-19,83,False
2010-09-20,76,False
2010-09-21,74,False
2010-09-22,75,False
2010-09-23,71,False
2010-09-24,73,False
2010-09-25,80,False
2010-09-26,83,False
2010-09-27,74,False
2010-09-28,73,False
2010-09-29,75,False
2010-09-30,73,False
2010-10-01,84,False
2010-10-02,100,False
2010-10-03,98,False
2010-10-04,86,False
2010-10-05,87,False
2010-10-06,89,False
2010-10-07,81,False
2010-10-08,81,False
2010-10-09,90,False
2010-10-10,89,False
2010-10-11,80,False
2010-10-12,73,False
2010-10-13,74,False
2010-10-14,78,False
2010-10-15,77,False
2010-10-16,87,False
2010-10-17,91,False
2010-10-18,80,False
2010-10-19,74,False
2010-10-20,77,False
2010-10-21,73,False
2010-10-22,79,False
2010-10-23,92,False
2010-10-24,83,False
2010-10-25,82,False
2010-10-26,76,False
2010-10-27,77,False
2010-10-28,78,False
2010-10-29,75,False
2010-10-30,91,False
2010-10-31,79,False
2010-11-01,83,False
2010-11-02,75,False
2010-11-03,69,False
2010-11-04,70,False
2010-11-05,75,False
2010-11-06,81,False
2010-11-07,78,False
2010-11-08,73,False
2010-11-09,70,False
2010-11-10,68,False
2010-11-11,68,False
2010-11-12,75,False
2010-11-13,86,False
2010-11-14,83,False
2010-11-15,77,False
2010-11-16,70,False
2010-11-17,74,False
2010-11-18,72,False
2010-11-19,72,False
2010-11-20,79,False
2010-11-21,81,False
2010-11-22,78,False
2010-11-23,73,False
2010-11-24,79,False
2010-11-25,70,False
2010-11-26,76,False
2010-11-27,85,False
2010-11-28,81,False
2010-11-29,78,False
2010-11-30,73,False
2010-12-01,75,False
2010-12-02,77,False
2010-12-03,76,False
2010-12-04,82,False
2010-12-05,79,False
2010-12-06,73,False
2010-12-07,71,False
2010-12-08,75,False
2010-12-09,68,False
2010-12-10,72,False
2010-12-11,79,False
2010-12-12,83,False
2010-12-13,74,False
2010-12-14,74,False
2010-12-15,69,False
2010-12-16,69,False
2010-12-17,77,False
2010-12-18,80,False
2010-12-19,79,False
2010-12-20,76,False
2010-12-21,75,False
2010-12-22,75,False
2010-12-23,80,False
2010-12-24,84,False
2010-12-25,82,False
2010-12-26,86,False
2010-12-27,85,False
2010-12-28,87,False
2010-12-29,90,False
2010-12-30,90,False
2010-12-31,97,False
2011-01-01,95,False
2011-01-02,95,False
2011-01-03,89,False
2011-01-04,83,False
2011-01-05,76,False
2011-01-06,76,False
2011-01-07,78,False
2011-01-08,88,False
2011-01-09,78,False
2011-01-10,77,False
2011-01-11,77,False
2011-01-12,78,False
2011-01-13,71,False
2011-01-14,74,False
2011-01-15,79,False
2011-01-16,78,False
2011-01-17,72,False
2011-01-18,72,False
2011-01-19,68,False
2011-01-20,67,False
2011-01-21,69,False
2011-01-22,84,False
2011-01-23,77,False
2011-01-24,68,False
2011-01-25,67,False
2011-01-26,65,False
2011-01-27,66,False
2011-01-28,71,False
2011-01-29,76,False
2011-01-30,75,False
2011-01-31,72,False
2011-02-01,76,False
2011-02-02,78,False
2011-02-03,71,False
2011-02-04,73,False
2011-02-05,84,False
2011-02-06,84,False
2011-02-07,67,False
2011-02-08,73,False
2011-02-09,68,False
2011-02-10,74,False
2011-02-11,69,False
2011-02-12,78,False
2011-02-13,78,False
2011-02-14,71,False
2011-02-15,72,False
2011-02-16,74,False
2011-02-17,70,False
2011-02-18,74,False
2011-02-19,83,False
2011-02-20,90,False
2011-02-21,83,False
2011-02-22,73,False
2011-02-23,69,False
2011-02-24,69,False
2011-02-25,69,False
2011-02-26,81,False
2011-02-27,80,False
2011-02-28,69,False
2011-03-01,72,False
2011-03-02,68,False
2011-03-03,69,False
2011-03-04,71,False
2011-03-05,84,False
2011-03-06,81,False
2011-03-07,77,False
2011-03-08,78,False
2011-03-09,71,False
2011-03-10,72,False
2011-03-11,69,False
2011-03-12,75,False
2011-03-13,68,False
2011-03-14,70,False
2011-03-15,68,False
2011-03-16,69,False
2011-03-17,70,False
2011-03-18,69,False
2011-03-19,77,False
2011-03-20,76,False
2011-03-21,69,False
2011-03-22,68,False
2011-03-23,68,False
2011-03-24,69,False
2011-03-25,68,False
2011-03-26,73,False
2011-03-27,73,False
2011-03-28,70,False
2011-03-29,68,False
2011-03-30,69,False
2011-03-31,70,False
2011-04-01,71,False
2011-04-02,84,False
2011-04-03,78,False
2011-04-04,72,False
2011-04-05,72,False
2011-04-06,82,False
2011-04-07,72,False
2011-04-08,77,False
2011-04-09,79,False
2011-04-10,74,False
2011-04-11,65,False
2011-04-12,67,False
2011-04-13,68,False
2011-04-14,72,False
2011-04-15,70,False
2011-04-16,80,False
2011-04-17,75,False
2011-04-18,74,False
2011-04-19,72,False
2011-04-20,72,False
2011-04-21,69,False
2011-04-22,73,False
2011-04-23,78,False
2011-04-24,75,False
2011-04-25,76,False
2011-04-26,71,False
2011-04-27,71,False
2011-04-28,66,False
2011-04-29,62,False
2011-04-30,77,False
2011-05-01,73,False
2011-05-02,71,False
2011-05-03,72,False
2011-05-04,68,False
2011-05-05,70,False
2011-05-06,69,False
2011-05-07,78,False
2011-05-08,77,False
2011-05-09,69,False
2011-05-10,67,False
2011-05-11,64,False
