date,DISH,isPartial
2014-03-16,76,False
2014-03-17,74,False
2014-03-18,69,False
2014-03-19,66,False
2014-03-20,69,False
2014-03-21,73,False
2014-03-22,77,False
2014-03-23,73,False
2014-03-24,68,False
2014-03-25,65,False
2014-03-26,62,False
2014-03-27,66,False
2014-03-28,70,False
2014-03-29,76,False
2014-03-30,73,False
2014-03-31,70,False
2014-04-01,66,False
2014-04-02,66,False
2014-04-03,70,False
2014-04-04,70,False
2014-04-05,78,False
2014-04-06,75,False
2014-04-07,67,False
2014-04-08,65,False
2014-04-09,69,False
2014-04-10,62,False
2014-04-11,64,False
2014-04-12,74,False
2014-04-13,77,False
2014-04-14,64,False
2014-04-15,67,False
2014-04-16,69,False
2014-04-17,67,False
2014-04-18,74,False
2014-04-19,74,False
2014-04-20,74,False
2014-04-21,69,False
2014-04-22,63,False
2014-04-23,66,False
2014-04-24,60,False
2014-04-25,65,False
2014-04-26,69,False
2014-04-27,68,False
2014-04-28,63,False
2014-04-29,64,False
2014-04-30,67,False
2014-05-01,69,False
2014-05-02,65,False
2014-05-03,70,False
2014-05-04,77,False
2014-05-05,64,False
2014-05-06,61,False
2014-05-07,64,False
2014-05-08,62,False
2014-05-09,66,False
2014-05-10,68,False
2014-05-11,62,False
2014-05-12,63,False
2014-05-13,63,False
2014-05-14,62,False
2014-05-15,61,False
2014-05-16,62,False
2014-05-17,69,False
2014-05-18,66,False
2014-05-19,62,False
2014-05-20,60,False
2014-05-21,60,False
2014-05-22,59,False
2014-05-23,63,False
2014-05-24,67,False
2014-05-25,62,False
2014-05-26,60,False
2014-05-27,61,False
2014-05-28,57,False
2014-05-29,63,False
2014-05-30,63,False
2014-05-31,69,False
2014-06-01,67,False
2014-06-02,64,False
2014-06-03,62,False
2014-06-04,63,False
2014-06-05,64,False
2014-06-06,68,False
2014-06-07,68,False
2014-06-08,68,False
2014-06-09,69,False
2014-06-10,69,False
2014-06-11,69,False
2014-06-12,72,False
2014-06-13,75,False
2014-06-14,78,False
2014-06-15,66,False
2014-06-16,67,False
