date,DISH,isPartial
2017-05-29,63,False
2017-05-30,62,False
2017-05-31,61,False
2017-06-01,65,False
2017-06-02,67,False
2017-06-03,72,False
2017-06-04,84,False
2017-06-05,66,False
2017-06-06,62,False
2017-06-07,62,False
2017-06-08,65,False
2017-06-09,63,False
2017-06-10,72,False
2017-06-11,71,False
2017-06-12,64,False
2017-06-13,66,False
2017-06-14,59,False
2017-06-15,59,False
2017-06-16,66,False
2017-06-17,73,False
2017-06-18,77,False
2017-06-19,65,False
2017-06-20,64,False
2017-06-21,62,False
2017-06-22,63,False
2017-06-23,64,False
2017-06-24,68,False
2017-06-25,71,False
2017-06-26,67,False
2017-06-27,67,False
2017-06-28,62,False
2017-06-29,63,False
2017-06-30,68,False
2017-07-01,74,False
2017-07-02,74,False
2017-07-03,66,False
2017-07-04,61,False
2017-07-05,63,False
2017-07-06,66,False
2017-07-07,68,False
2017-07-08,77,False
2017-07-09,74,False
2017-07-10,67,False
2017-07-11,67,False
2017-07-12,66,False
2017-07-13,69,False
2017-07-14,68,False
2017-07-15,71,False
2017-07-16,78,False
2017-07-17,70,False
2017-07-18,66,False
2017-07-19,65,False
2017-07-20,67,False
2017-07-21,67,False
2017-07-22,72,False
2017-07-23,74,False
2017-07-24,70,False
2017-07-25,71,False
2017-07-26,69,False
2017-07-27,62,False
2017-07-28,70,False
2017-07-29,73,False
2017-07-30,75,False
2017-07-31,70,False
2017-08-01,68,False
2017-08-02,68,False
2017-08-03,69,False
2017-08-04,69,False
2017-08-05,71,False
2017-08-06,76,False
2017-08-07,73,False
2017-08-08,65,False
2017-08-09,64,False
2017-08-10,64,False
2017-08-11,68,False
2017-08-12,76,False
2017-08-13,80,False
2017-08-14,67,False
2017-08-15,70,False
2017-08-16,65,False
2017-08-17,68,False
2017-08-18,65,False
2017-08-19,70,False
2017-08-20,76,False
2017-08-21,68,False
2017-08-22,65,False
2017-08-23,68,False
2017-08-24,64,False
2017-08-25,65,False
2017-08-26,96,False
2017-08-27,91,False
2017-08-28,62,False
2017-08-29,63,False
2017-08-30,65,False
2017-08-31,64,False
2017-09-01,71,False
