date,DISH,isPartial
2015-12-26,91,False
2015-12-27,94,False
2015-12-28,85,False
2015-12-29,88,False
2015-12-30,92,False
2015-12-31,98,False
2016-01-01,99,False
2016-01-02,95,False
2016-01-03,93,False
2016-01-04,81,False
2016-01-05,80,False
2016-01-06,76,False
2016-01-07,80,False
2016-01-08,78,False
2016-01-09,89,False
2016-01-10,90,False
2016-01-11,75,False
2016-01-12,80,False
2016-01-13,75,False
2016-01-14,74,False
2016-01-15,80,False
2016-01-16,88,False
2016-01-17,88,False
2016-01-18,78,False
2016-01-19,75,False
2016-01-20,74,False
2016-01-21,77,False
2016-01-22,76,False
2016-01-23,85,False
2016-01-24,88,False
2016-01-25,74,False
2016-01-26,75,False
2016-01-27,73,False
2016-01-28,70,False
2016-01-29,79,False
2016-01-30,82,False
2016-01-31,84,False
2016-02-01,85,False
2016-02-02,82,False
2016-02-03,82,False
2016-02-04,81,False
2016-02-05,76,False
2016-02-06,88,False
2016-02-07,97,False
2016-02-08,76,False
2016-02-09,74,False
2016-02-10,76,False
2016-02-11,70,False
2016-02-12,72,False
2016-02-13,80,False
2016-02-14,82,False
2016-02-15,80,False
2016-02-16,77,False
2016-02-17,69,False
2016-02-18,72,False
2016-02-19,73,False
2016-02-20,78,False
2016-02-21,83,False
2016-02-22,73,False
2016-02-23,72,False
2016-02-24,71,False
2016-02-25,71,False
2016-02-26,73,False
2016-02-27,82,False
2016-02-28,77,False
2016-02-29,74,False
2016-03-01,72,False
2016-03-02,76,False
2016-03-03,76,False
2016-03-04,77,False
2016-03-05,85,False
2016-03-06,83,False
2016-03-07,72,False
2016-03-08,70,False
2016-03-09,69,False
2016-03-10,70,False
2016-03-11,71,False
2016-03-12,80,False
2016-03-13,82,False
2016-03-14,73,False
2016-03-15,78,False
2016-03-16,74,False
2016-03-17,76,False
2016-03-18,77,False
2016-03-19,83,False
2016-03-20,83,False
2016-03-21,74,False
2016-03-22,70,False
2016-03-23,71,False
2016-03-24,71,False
2016-03-25,78,False
2016-03-26,79,False
2016-03-27,78,False
2016-03-28,73,False
2016-03-29,67,False
2016-03-30,71,False
2016-03-31,70,False
2016-04-01,75,False
2016-04-02,85,False
2016-04-03,84,False
2016-04-04,76,False
2016-04-05,75,False
2016-04-06,72,False
2016-04-07,69,False
2016-04-08,75,False
2016-04-09,86,False
2016-04-10,82,False
2016-04-11,72,False
2016-04-12,71,False
2016-04-13,70,False
2016-04-14,72,False
2016-04-15,68,False
2016-04-16,76,False
2016-04-17,72,False
2016-04-18,68,False
2016-04-19,71,False
2016-04-20,85,False
2016-04-21,79,False
2016-04-22,69,False
2016-04-23,74,False
2016-04-24,74,False
2016-04-25,68,False
2016-04-26,68,False
2016-04-27,65,False
2016-04-28,66,False
2016-04-29,68,False
2016-04-30,74,False
2016-05-01,78,False
2016-05-02,70,False
2016-05-03,69,False
2016-05-04,67,False
2016-05-05,69,False
2016-05-06,68,False
2016-05-07,80,False
2016-05-08,77,False
2016-05-09,64,False
2016-05-10,66,False
2016-05-11,66,False
2016-05-12,66,False
2016-05-13,69,False
2016-05-14,74,False
2016-05-15,75,False
2016-05-16,69,False
2016-05-17,68,False
2016-05-18,66,False
2016-05-19,64,False
2016-05-20,66,False
2016-05-21,72,False
2016-05-22,73,False
2016-05-23,68,False
2016-05-24,66,False
2016-05-25,64,False
2016-05-26,65,False
2016-05-27,69,False
2016-05-28,76,False
2016-05-29,72,False
2016-05-30,69,False
2016-05-31,68,False
2016-06-01,71,False
2016-06-02,68,False
2016-06-03,74,False
2016-06-04,75,False
2016-06-05,77,False
2016-06-06,68,False
2016-06-07,66,False
2016-06-08,67,False
2016-06-09,67,False
2016-06-10,66,False
2016-06-11,79,False
2016-06-12,73,False
2016-06-13,75,False
2016-06-14,74,False
2016-06-15,73,False
2016-06-16,68,False
2016-06-17,73,False
2016-06-18,76,False
2016-06-19,77,False
2016-06-20,71,False
2016-06-21,71,False
2016-06-22,70,False
2016-06-23,69,False
2016-06-24,65,False
2016-06-25,73,False
2016-06-26,75,False
2016-06-27,70,False
2016-06-28,69,False
2016-06-29,66,False
2016-06-30,68,False
2016-07-01,72,False
2016-07-02,75,False
2016-07-03,73,False
2016-07-04,68,False
2016-07-05,71,False
2016-07-06,75,False
2016-07-07,70,False
2016-07-08,71,False
2016-07-09,78,False
2016-07-10,80,False
2016-07-11,70,False
2016-07-12,70,False
2016-07-13,69,False
2016-07-14,66,False
2016-07-15,70,False
2016-07-16,76,False
2016-07-17,74,False
2016-07-18,70,False
2016-07-19,70,False
2016-07-20,66,False
2016-07-21,66,False
2016-07-22,67,False
2016-07-23,77,False
2016-07-24,76,False
2016-07-25,66,False
2016-07-26,68,False
2016-07-27,67,False
2016-07-28,68,False
2016-07-29,70,False
2016-07-30,77,False
2016-07-31,80,False
2016-08-01,72,False
2016-08-02,70,False
2016-08-03,72,False
2016-08-04,74,False
2016-08-05,76,False
2016-08-06,81,False
2016-08-07,79,False
2016-08-08,73,False
2016-08-09,70,False
2016-08-10,65,False
2016-08-11,71,False
2016-08-12,73,False
2016-08-13,80,False
2016-08-14,74,False
2016-08-15,71,False
2016-08-16,70,False
2016-08-17,66,False
2016-08-18,69,False
2016-08-19,70,False
2016-08-20,76,False
2016-08-21,82,False
2016-08-22,67,False
2016-08-23,67,False
2016-08-24,65,False
2016-08-25,68,False
2016-08-26,72,False
2016-08-27,84,False
2016-08-28,85,False
2016-08-29,68,False
2016-08-30,69,False
2016-08-31,66,False
2016-09-01,72,False
2016-09-02,79,False
2016-09-03,95,False
2016-09-04,85,False
2016-09-05,73,False
2016-09-06,71,False
2016-09-07,72,False
2016-09-08,71,False
2016-09-09,74,False
2016-09-10,100,False
2016-09-11,94,False
