date,DISH,isPartial
2012-06-04,72,False
2012-06-05,70,False
2012-06-06,67,False
2012-06-07,69,False
2012-06-08,67,False
2012-06-09,73,False
2012-06-10,73,False
2012-06-11,68,False
2012-06-12,67,False
2012-06-13,63,False
2012-06-14,60,False
2012-06-15,62,False
2012-06-16,66,False
2012-06-17,68,False
2012-06-18,66,False
2012-06-19,65,False
2012-06-20,64,False
2012-06-21,64,False
2012-06-22,66,False
2012-06-23,72,False
2012-06-24,68,False
2012-06-25,64,False
2012-06-26,64,False
2012-06-27,61,False
2012-06-28,62,False
2012-06-29,66,False
2012-06-30,74,False
2012-07-01,73,False
2012-07-02,75,False
2012-07-03,67,False
2012-07-04,60,False
2012-07-05,63,False
2012-07-06,70,False
2012-07-07,76,False
2012-07-08,77,False
2012-07-09,69,False
2012-07-10,72,False
2012-07-11,82,False
2012-07-12,77,False
2012-07-13,71,False
2012-07-14,83,False
2012-07-15,83,False
2012-07-16,79,False
2012-07-17,71,False
2012-07-18,69,False
2012-07-19,73,False
2012-07-20,70,False
2012-07-21,76,False
2012-07-22,77,False
2012-07-23,70,False
2012-07-24,69,False
2012-07-25,68,False
2012-07-26,69,False
2012-07-27,77,False
2012-07-28,85,False
2012-07-29,82,False
2012-07-30,74,False
2012-07-31,72,False
2012-08-01,69,False
2012-08-02,65,False
2012-08-03,69,False
2012-08-04,76,False
2012-08-05,74,False
2012-08-06,71,False
2012-08-07,70,False
2012-08-08,68,False
2012-08-09,67,False
2012-08-10,70,False
2012-08-11,74,False
2012-08-12,75,False
2012-08-13,70,False
2012-08-14,74,False
2012-08-15,73,False
2012-08-16,72,False
2012-08-17,73,False
2012-08-18,75,False
2012-08-19,81,False
2012-08-20,71,False
2012-08-21,70,False
2012-08-22,64,False
2012-08-23,67,False
2012-08-24,70,False
2012-08-25,77,False
2012-08-26,76,False
2012-08-27,72,False
2012-08-28,69,False
2012-08-29,68,False
2012-08-30,72,False
2012-08-31,74,False
2012-09-01,91,False
2012-09-02,79,False
2012-09-03,71,False
2012-09-04,69,False
2012-09-05,73,False
2012-09-06,73,False
2012-09-07,76,False
2012-09-08,100,False
2012-09-09,88,False
2012-09-10,71,False
2012-09-11,73,False
2012-09-12,72,False
2012-09-13,71,False
2012-09-14,75,False
2012-09-15,99,False
2012-09-16,95,False
2012-09-17,76,False
2012-09-18,75,False
2012-09-19,71,False
2012-09-20,73,False
2012-09-21,72,False
2012-09-22,86,False
2012-09-23,79,False
2012-09-24,66,False
2012-09-25,65,False
2012-09-26,66,False
2012-09-27,66,False
2012-09-28,73,False
2012-09-29,81,False
2012-09-30,85,False
2012-10-01,75,False
2012-10-02,73,False
2012-10-03,73,False
2012-10-04,68,False
2012-10-05,74,False
2012-10-06,85,False
2012-10-07,85,False
2012-10-08,81,False
2012-10-09,69,False
2012-10-10,70,False
2012-10-11,70,False
2012-10-12,73,False
2012-10-13,83,False
2012-10-14,95,False
2012-10-15,89,False
2012-10-16,70,False
2012-10-17,68,False
2012-10-18,70,False
2012-10-19,70,False
2012-10-20,78,False
2012-10-21,79,False
2012-10-22,90,False
2012-10-23,70,False
2012-10-24,64,False
2012-10-25,64,False
2012-10-26,69,False
2012-10-27,80,False
2012-10-28,72,False
2012-10-29,68,False
2012-10-30,69,False
2012-10-31,66,False
2012-11-01,73,False
2012-11-02,74,False
2012-11-03,82,False
2012-11-04,77,False
