date,DISH,isPartial
2012-01-26,59,False
2012-01-27,62,False
2012-01-28,68,False
2012-01-29,72,False
2012-01-30,60,False
2012-01-31,63,False
2012-02-01,60,False
2012-02-02,66,False
2012-02-03,64,False
2012-02-04,73,False
2012-02-05,72,False
2012-02-06,56,False
2012-02-07,65,False
2012-02-08,61,False
2012-02-09,58,False
2012-02-10,69,False
2012-02-11,75,False
2012-02-12,68,False
2012-02-13,66,False
2012-02-14,59,False
2012-02-15,60,False
2012-02-16,64,False
2012-02-17,62,False
2012-02-18,69,False
2012-02-19,66,False
2012-02-20,65,False
2012-02-21,64,False
2012-02-22,59,False
2012-02-23,59,False
2012-02-24,59,False
2012-02-25,65,False
2012-02-26,70,False
2012-02-27,62,False
2012-02-28,60,False
2012-02-29,58,False
2012-03-01,59,False
2012-03-02,61,False
2012-03-03,65,False
2012-03-04,65,False
2012-03-05,60,False
2012-03-06,58,False
2012-03-07,59,False
2012-03-08,59,False
2012-03-09,65,False
2012-03-10,66,False
2012-03-11,71,False
2012-03-12,60,False
2012-03-13,59,False
2012-03-14,56,False
2012-03-15,63,False
2012-03-16,64,False
2012-03-17,70,False
2012-03-18,62,False
2012-03-19,63,False
2012-03-20,57,False
2012-03-21,57,False
2012-03-22,56,False
2012-03-23,57,False
2012-03-24,60,False
2012-03-25,65,False
2012-03-26,62,False
2012-03-27,61,False
2012-03-28,57,False
2012-03-29,58,False
2012-03-30,60,False
2012-03-31,68,False
2012-04-01,70,False
2012-04-02,66,False
2012-04-03,65,False
2012-04-04,60,False
2012-04-05,62,False
2012-04-06,67,False
2012-04-07,72,False
2012-04-08,67,False
2012-04-09,66,False
2012-04-10,60,False
2012-04-11,59,False
2012-04-12,57,False
2012-04-13,58,False
2012-04-14,66,False
2012-04-15,63,False
2012-04-16,58,False
2012-04-17,62,False
2012-04-18,58,False
2012-04-19,56,False
2012-04-20,61,False
2012-04-21,67,False
2012-04-22,66,False
2012-04-23,58,False
2012-04-24,55,False
2012-04-25,58,False
2012-04-26,56,False
2012-04-27,58,False
2012-04-28,66,False
2012-04-29,63,False
2012-04-30,63,False
2012-05-01,60,False
2012-05-02,55,False
2012-05-03,61,False
2012-05-04,57,False
2012-05-05,72,False
2012-05-06,66,False
2012-05-07,61,False
2012-05-08,57,False
2012-05-09,55,False
2012-05-10,53,False
2012-05-11,59,False
2012-05-12,58,False
2012-05-13,59,False
2012-05-14,57,False
2012-05-15,60,False
2012-05-16,58,False
2012-05-17,56,False
2012-05-18,55,False
2012-05-19,64,False
2012-05-20,60,False
2012-05-21,58,False
2012-05-22,60,False
2012-05-23,58,False
2012-05-24,55,False
2012-05-25,60,False
2012-05-26,63,False
2012-05-27,60,False
2012-05-28,56,False
2012-05-29,58,False
2012-05-30,59,False
2012-05-31,59,False
2012-06-01,60,False
2012-06-02,64,False
2012-06-03,66,False
2012-06-04,69,False
2012-06-05,67,False
2012-06-06,63,False
2012-06-07,70,False
2012-06-08,67,False
2012-06-09,71,False
2012-06-10,71,False
2012-06-11,69,False
2012-06-12,66,False
2012-06-13,64,False
2012-06-14,61,False
2012-06-15,61,False
2012-06-16,69,False
2012-06-17,65,False
2012-06-18,63,False
2012-06-19,66,False
2012-06-20,64,False
2012-06-21,61,False
2012-06-22,67,False
2012-06-23,67,False
2012-06-24,64,False
2012-06-25,63,False
2012-06-26,61,False
2012-06-27,61,False
2012-06-28,63,False
2012-06-29,64,False
2012-06-30,72,False
2012-07-01,71,False
2012-07-02,69,False
2012-07-03,68,False
2012-07-04,57,False
2012-07-05,65,False
2012-07-06,68,False
2012-07-07,76,False
2012-07-08,78,False
2012-07-09,70,False
2012-07-10,73,False
2012-07-11,81,False
2012-07-12,74,False
2012-07-13,73,False
2012-07-14,78,False
2012-07-15,77,False
2012-07-16,78,False
2012-07-17,71,False
2012-07-18,69,False
2012-07-19,71,False
2012-07-20,71,False
2012-07-21,76,False
2012-07-22,77,False
2012-07-23,71,False
2012-07-24,70,False
2012-07-25,70,False
2012-07-26,68,False
2012-07-27,70,False
2012-07-28,83,False
2012-07-29,79,False
2012-07-30,75,False
2012-07-31,72,False
2012-08-01,65,False
2012-08-02,65,False
2012-08-03,69,False
2012-08-04,71,False
2012-08-05,72,False
2012-08-06,70,False
2012-08-07,65,False
2012-08-08,65,False
2012-08-09,69,False
