date,DISH,isPartial
2014-12-01,71,False
2014-12-02,67,False
2014-12-03,68,False
2014-12-04,71,False
2014-12-05,72,False
2014-12-06,86,False
2014-12-07,78,False
2014-12-08,68,False
2014-12-09,64,False
2014-12-10,67,False
2014-12-11,62,False
2014-12-12,66,False
2014-12-13,73,False
2014-12-14,73,False
2014-12-15,64,False
2014-12-16,66,False
2014-12-17,63,False
2014-12-18,63,False
2014-12-19,65,False
2014-12-20,75,False
2014-12-21,100,False
2014-12-22,89,False
2014-12-23,87,False
2014-12-24,80,False
2014-12-25,77,False
2014-12-26,88,False
2014-12-27,81,False
2014-12-28,86,False
2014-12-29,81,False
2014-12-30,83,False
2014-12-31,87,False
2015-01-01,88,False
2015-01-02,89,False
2015-01-03,94,False
2015-01-04,86,False
2015-01-05,78,False
2015-01-06,87,False
2015-01-07,83,False
2015-01-08,80,False
2015-01-09,76,False
2015-01-10,89,False
2015-01-11,90,False
2015-01-12,78,False
2015-01-13,75,False
2015-01-14,74,False
2015-01-15,71,False
2015-01-16,75,False
2015-01-17,83,False
2015-01-18,81,False
2015-01-19,67,False
2015-01-20,67,False
2015-01-21,66,False
2015-01-22,61,False
2015-01-23,65,False
2015-01-24,78,False
2015-01-25,76,False
2015-01-26,69,False
2015-01-27,65,False
2015-01-28,62,False
2015-01-29,63,False
2015-01-30,69,False
2015-01-31,77,False
2015-02-01,83,False
2015-02-02,64,False
2015-02-03,63,False
2015-02-04,63,False
2015-02-05,62,False
2015-02-06,66,False
2015-02-07,72,False
2015-02-08,76,False
2015-02-09,67,False
2015-02-10,62,False
2015-02-11,62,False
2015-02-12,63,False
2015-02-13,67,False
2015-02-14,81,False
2015-02-15,76,False
2015-02-16,67,False
2015-02-17,65,False
2015-02-18,64,False
2015-02-19,63,False
2015-02-20,66,False
2015-02-21,71,False
2015-02-22,76,False
2015-02-23,61,False
2015-02-24,67,False
2015-02-25,60,False
2015-02-26,63,False
2015-02-27,67,False
2015-02-28,72,False
2015-03-01,74,False
2015-03-02,64,False
2015-03-03,63,False
2015-03-04,61,False
2015-03-05,65,False
2015-03-06,62,False
2015-03-07,71,False
2015-03-08,70,False
2015-03-09,66,False
2015-03-10,64,False
2015-03-11,60,False
2015-03-12,60,False
2015-03-13,65,False
2015-03-14,72,False
2015-03-15,68,False
2015-03-16,62,False
2015-03-17,63,False
2015-03-18,61,False
2015-03-19,63,False
2015-03-20,65,False
2015-03-21,68,False
2015-03-22,72,False
2015-03-23,63,False
2015-03-24,58,False
2015-03-25,57,False
2015-03-26,55,False
2015-03-27,59,False
2015-03-28,68,False
2015-03-29,73,False
2015-03-30,62,False
2015-03-31,63,False
2015-04-01,62,False
2015-04-02,63,False
2015-04-03,67,False
2015-04-04,74,False
2015-04-05,70,False
2015-04-06,69,False
2015-04-07,63,False
2015-04-08,63,False
2015-04-09,65,False
2015-04-10,61,False
2015-04-11,68,False
2015-04-12,71,False
2015-04-13,63,False
2015-04-14,61,False
2015-04-15,60,False
2015-04-16,62,False
2015-04-17,59,False
2015-04-18,68,False
2015-04-19,69,False
2015-04-20,62,False
2015-04-21,62,False
2015-04-22,61,False
2015-04-23,60,False
2015-04-24,62,False
2015-04-25,69,False
2015-04-26,66,False
2015-04-27,63,False
2015-04-28,61,False
2015-04-29,60,False
2015-04-30,64,False
2015-05-01,74,False
2015-05-02,91,False
2015-05-03,91,False
2015-05-04,63,False
2015-05-05,61,False
2015-05-06,60,False
2015-05-07,56,False
2015-05-08,60,False
2015-05-09,69,False
2015-05-10,61,False
2015-05-11,58,False
2015-05-12,63,False
2015-05-13,60,False
2015-05-14,59,False
2015-05-15,60,False
2015-05-16,66,False
2015-05-17,67,False
2015-05-18,59,False
2015-05-19,60,False
2015-05-20,55,False
2015-05-21,58,False
2015-05-22,61,False
2015-05-23,65,False
2015-05-24,65,False
2015-05-25,55,False
2015-05-26,59,False
2015-05-27,54,False
2015-05-28,57,False
2015-05-29,59,False
2015-05-30,63,False
2015-05-31,64,False
2015-06-01,59,False
2015-06-02,60,False
2015-06-03,59,False
2015-06-04,65,False
2015-06-05,64,False
2015-06-06,70,False
2015-06-07,61,False
2015-06-08,60,False
2015-06-09,59,False
2015-06-10,59,False
2015-06-11,60,False
2015-06-12,61,False
2015-06-13,65,False
2015-06-14,66,False
2015-06-15,62,False
2015-06-16,62,False
2015-06-17,63,False
2015-06-18,62,False
2015-06-19,66,False
2015-06-20,65,False
2015-06-21,65,False
2015-06-22,60,False
2015-06-23,60,False
2015-06-24,59,False
2015-06-25,57,False
2015-06-26,61,False
2015-06-27,67,False
2015-06-28,65,False
2015-06-29,64,False
2015-06-30,63,False
2015-07-01,63,False
2015-07-02,64,False
2015-07-03,61,False
2015-07-04,66,False
2015-07-05,64,False
2015-07-06,60,False
2015-07-07,63,False
2015-07-08,62,False
2015-07-09,60,False
2015-07-10,59,False
2015-07-11,68,False
2015-07-12,65,False
2015-07-13,60,False
2015-07-14,61,False
2015-07-15,62,False
2015-07-16,57,False
2015-07-17,64,False
2015-07-18,68,False
2015-07-19,67,False
2015-07-20,62,False
2015-07-21,62,False
2015-07-22,61,False
2015-07-23,59,False
2015-07-24,60,False
2015-07-25,64,False
2015-07-26,64,False
2015-07-27,64,False
2015-07-28,61,False
2015-07-29,60,False
2015-07-30,60,False
2015-07-31,58,False
2015-08-01,71,False
2015-08-02,71,False
2015-08-03,67,False
2015-08-04,64,False
2015-08-05,65,False
2015-08-06,69,False
2015-08-07,71,False
2015-08-08,65,False
2015-08-09,68,False
2015-08-10,63,False
2015-08-11,63,False
2015-08-12,64,False
2015-08-13,66,False
2015-08-14,69,False
2015-08-15,76,False
2015-08-16,74,False
2015-08-17,66,False
2015-08-18,64,False
