date,DISH,isPartial
2016-09-11,99,False
2016-09-12,77,False
2016-09-13,78,False
2016-09-14,74,False
2016-09-15,77,False
2016-09-16,74,False
2016-09-17,99,False
2016-09-18,100,False
2016-09-19,76,False
2016-09-20,70,False
2016-09-21,74,False
2016-09-22,76,False
2016-09-23,74,False
2016-09-24,90,False
2016-09-25,92,False
2016-09-26,72,False
2016-09-27,71,False
2016-09-28,72,False
2016-09-29,69,False
2016-09-30,75,False
2016-10-01,88,False
2016-10-02,88,False
2016-10-03,73,False
2016-10-04,72,False
2016-10-05,69,False
2016-10-06,71,False
2016-10-07,77,False
2016-10-08,88,False
2016-10-09,88,False
2016-10-10,72,False
2016-10-11,74,False
2016-10-12,71,False
2016-10-13,70,False
2016-10-14,72,False
2016-10-15,86,False
2016-10-16,88,False
2016-10-17,73,False
2016-10-18,68,False
2016-10-19,70,False
2016-10-20,73,False
2016-10-21,74,False
2016-10-22,85,False
2016-10-23,88,False
2016-10-24,72,False
2016-10-25,72,False
2016-10-26,71,False
2016-10-27,73,False
2016-10-28,71,False
2016-10-29,84,False
2016-10-30,82,False
2016-10-31,69,False
2016-11-01,73,False
2016-11-02,75,False
2016-11-03,79,False
2016-11-04,75,False
2016-11-05,83,False
2016-11-06,85,False
2016-11-07,72,False
2016-11-08,70,False
2016-11-09,64,False
2016-11-10,67,False
2016-11-11,74,False
2016-11-12,86,False
2016-11-13,88,False
2016-11-14,73,False
2016-11-15,73,False
2016-11-16,72,False
2016-11-17,72,False
2016-11-18,72,False
2016-11-19,90,False
2016-11-20,86,False
2016-11-21,76,False
2016-11-22,76,False
2016-11-23,79,False
2016-11-24,88,False
2016-11-25,77,False
2016-11-26,92,False
2016-11-27,83,False
2016-11-28,74,False
2016-11-29,74,False
2016-11-30,70,False
2016-12-01,75,False
2016-12-02,74,False
2016-12-03,85,False
2016-12-04,90,False
2016-12-05,74,False
2016-12-06,75,False
2016-12-07,72,False
2016-12-08,69,False
2016-12-09,68,False
2016-12-10,76,False
2016-12-11,78,False
2016-12-12,71,False
2016-12-13,71,False
2016-12-14,68,False
2016-12-15,67,False
2016-12-16,71,False
2016-12-17,79,False
2016-12-18,83,False
2016-12-19,71,False
2016-12-20,73,False
2016-12-21,73,False
2016-12-22,71,False
2016-12-23,78,False
2016-12-24,87,False
2016-12-25,89,False
2016-12-26,75,False
2016-12-27,78,False
2016-12-28,76,False
2016-12-29,78,False
2016-12-30,84,False
2016-12-31,93,False
2017-01-01,91,False
2017-01-02,83,False
2017-01-03,76,False
2017-01-04,76,False
2017-01-05,76,False
2017-01-06,75,False
2017-01-07,84,False
2017-01-08,85,False
2017-01-09,71,False
2017-01-10,73,False
2017-01-11,69,False
2017-01-12,69,False
2017-01-13,72,False
2017-01-14,83,False
2017-01-15,86,False
2017-01-16,77,False
2017-01-17,74,False
2017-01-18,73,False
2017-01-19,73,False
2017-01-20,69,False
2017-01-21,78,False
2017-01-22,84,False
2017-01-23,70,False
2017-01-24,68,False
2017-01-25,71,False
2017-01-26,70,False
2017-01-27,70,False
2017-01-28,82,False
2017-01-29,83,False
2017-01-30,71,False
2017-01-31,70,False
2017-02-01,70,False
2017-02-02,70,False
2017-02-03,72,False
2017-02-04,82,False
2017-02-05,87,False
2017-02-06,67,False
2017-02-07,69,False
2017-02-08,67,False
2017-02-09,64,False
2017-02-10,69,False
2017-02-11,73,False
2017-02-12,78,False
2017-02-13,69,False
2017-02-14,66,False
2017-02-15,64,False
2017-02-16,68,False
2017-02-17,66,False
2017-02-18,76,False
2017-02-19,76,False
2017-02-20,70,False
2017-02-21,68,False
2017-02-22,67,False
2017-02-23,69,False
2017-02-24,68,False
2017-02-25,76,False
2017-02-26,78,False
2017-02-27,72,False
2017-02-28,67,False
2017-03-01,68,False
2017-03-02,67,False
2017-03-03,72,False
2017-03-04,80,False
2017-03-05,82,False
2017-03-06,74,False
2017-03-07,71,False
2017-03-08,69,False
2017-03-09,68,False
2017-03-10,73,False
2017-03-11,82,False
2017-03-12,76,False
2017-03-13,69,False
2017-03-14,70,False
2017-03-15,70,False
2017-03-16,76,False
2017-03-17,74,False
2017-03-18,76,False
2017-03-19,79,False
2017-03-20,68,False
2017-03-21,65,False
2017-03-22,64,False
2017-03-23,65,False
2017-03-24,71,False
2017-03-25,78,False
2017-03-26,76,False
2017-03-27,67,False
2017-03-28,70,False
2017-03-29,66,False
2017-03-30,65,False
2017-03-31,69,False
2017-04-01,74,False
2017-04-02,79,False
2017-04-03,76,False
2017-04-04,74,False
2017-04-05,79,False
2017-04-06,73,False
2017-04-07,72,False
2017-04-08,79,False
2017-04-09,79,False
2017-04-10,69,False
2017-04-11,69,False
2017-04-12,70,False
2017-04-13,70,False
2017-04-14,74,False
2017-04-15,79,False
2017-04-16,76,False
2017-04-17,70,False
2017-04-18,67,False
2017-04-19,63,False
2017-04-20,65,False
2017-04-21,68,False
2017-04-22,73,False
2017-04-23,76,False
2017-04-24,67,False
2017-04-25,67,False
2017-04-26,66,False
2017-04-27,64,False
2017-04-28,65,False
2017-04-29,70,False
2017-04-30,73,False
2017-05-01,71,False
2017-05-02,68,False
2017-05-03,66,False
2017-05-04,67,False
2017-05-05,68,False
2017-05-06,84,False
2017-05-07,83,False
2017-05-08,64,False
2017-05-09,64,False
2017-05-10,63,False
2017-05-11,63,False
2017-05-12,63,False
2017-05-13,71,False
2017-05-14,70,False
2017-05-15,65,False
2017-05-16,64,False
2017-05-17,64,False
2017-05-18,60,False
2017-05-19,61,False
2017-05-20,73,False
2017-05-21,76,False
2017-05-22,68,False
2017-05-23,65,False
2017-05-24,66,False
2017-05-25,69,False
2017-05-26,69,False
2017-05-27,73,False
2017-05-28,76,False
2017-05-29,70,False
