date,DISH,isPartial
2011-01-01,74,False
2011-01-02,73,False
2011-01-03,70,False
2011-01-04,63,False
2011-01-05,61,False
2011-01-06,58,False
2011-01-07,62,False
2011-01-08,72,False
2011-01-09,60,False
2011-01-10,64,False
2011-01-11,57,False
2011-01-12,63,False
2011-01-13,57,False
2011-01-14,59,False
2011-01-15,64,False
2011-01-16,59,False
2011-01-17,55,False
2011-01-18,55,False
2011-01-19,51,False
2011-01-20,54,False
2011-01-21,50,False
2011-01-22,61,False
2011-01-23,60,False
2011-01-24,55,False
2011-01-25,53,False
2011-01-26,53,False
2011-01-27,55,False
2011-01-28,52,False
2011-01-29,64,False
2011-01-30,58,False
2011-01-31,57,False
2011-02-01,56,False
2011-02-02,57,False
2011-02-03,60,False
2011-02-04,54,False
2011-02-05,65,False
2011-02-06,65,False
2011-02-07,54,False
2011-02-08,57,False
2011-02-09,53,False
2011-02-10,58,False
2011-02-11,54,False
2011-02-12,59,False
2011-02-13,60,False
2011-02-14,57,False
2011-02-15,58,False
2011-02-16,56,False
2011-02-17,51,False
2011-02-18,58,False
2011-02-19,61,False
2011-02-20,75,False
2011-02-21,64,False
2011-02-22,59,False
2011-02-23,54,False
2011-02-24,53,False
2011-02-25,55,False
2011-02-26,67,False
2011-02-27,63,False
2011-02-28,57,False
2011-03-01,58,False
2011-03-02,55,False
2011-03-03,56,False
2011-03-04,57,False
2011-03-05,62,False
2011-03-06,67,False
2011-03-07,62,False
2011-03-08,61,False
2011-03-09,56,False
2011-03-10,56,False
2011-03-11,55,False
2011-03-12,54,False
2011-03-13,55,False
2011-03-14,51,False
2011-03-15,54,False
2011-03-16,54,False
2011-03-17,54,False
2011-03-18,56,False
2011-03-19,56,False
2011-03-20,57,False
2011-03-21,54,False
2011-03-22,53,False
2011-03-23,52,False
2011-03-24,54,False
2011-03-25,55,False
2011-03-26,57,False
2011-03-27,59,False
2011-03-28,55,False
2011-03-29,52,False
2011-03-30,52,False
2011-03-31,57,False
2011-04-01,59,False
2011-04-02,66,False
2011-04-03,61,False
2011-04-04,58,False
2011-04-05,56,False
2011-04-06,63,False
2011-04-07,58,False
2011-04-08,62,False
2011-04-09,59,False
2011-04-10,56,False
2011-04-11,54,False
2011-04-12,53,False
2011-04-13,56,False
2011-04-14,54,False
2011-04-15,56,False
2011-04-16,63,False
2011-04-17,62,False
2011-04-18,57,False
2011-04-19,56,False
2011-04-20,60,False
2011-04-21,57,False
2011-04-22,57,False
2011-04-23,63,False
2011-04-24,56,False
2011-04-25,64,False
2011-04-26,53,False
2011-04-27,58,False
2011-04-28,53,False
2011-04-29,46,False
2011-04-30,58,False
2011-05-01,54,False
2011-05-02,58,False
2011-05-03,54,False
2011-05-04,57,False
2011-05-05,54,False
2011-05-06,54,False
2011-05-07,56,False
2011-05-08,63,False
2011-05-09,53,False
2011-05-10,54,False
2011-05-11,49,False
2011-05-12,53,False
2011-05-13,53,False
2011-05-14,57,False
2011-05-15,50,False
2011-05-16,54,False
2011-05-17,53,False
2011-05-18,50,False
2011-05-19,50,False
